,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EOG,5972.0,5209.0,3328.928,2027.972
Total cash(figures in $M),EOG,5972.0,5209.0,3328.928,2027.972
Net receivables(figures in $M),EOG,2774.0,2335.0,1522.256,2001.658
Inventory(figures in $M),EOG,1058.0,584.0,629.401,767.297
Other current assets(figures in $M),EOG,574.0,456.0,293.987,323.448
Total current assets(figures in $M),EOG,10475.0,8584.0,5862.168,5273.339
"Gross property, plant and equipment(figures in $M)",EOG,72108.0,72397.0,69271.774,67302.661
Accumulated depreciation(figures in $M),EOG,-42679.0,-43971.0,-40673.147,-36938.066
"Net property, plant and equipment(figures in $M)",EOG,29429.0,28426.0,28598.627,30364.595
Other long-term assets(figures in $M),EOG,1434.0,1215.0,1341.679,1484.311
Total non-current assets(figures in $M),EOG,30896.0,29652.0,29942.433,31851.269
Total assets(figures in $M),EOG,41371.0,38236.0,35804.601,37124.608
Current debt(figures in $M),EOG,1283.0,37.0,781.054,1014.524
Accounts payable(figures in $M),EOG,2532.0,2242.0,1681.193,2429.127
Other current liabilities(figures in $M),EOG,515.0,569.0,279.595,252.849
Total current liabilities(figures in $M),EOG,5513.0,4042.0,3460.104,4486.988
Long-term debt(figures in $M),EOG,3795.0,5072.0,5035.351,4160.919
Deferred tax liabilities(figures in $M),EOG,4710.0,4749.0,4859.327,5046.101
Other long-term liabilities(figures in $M),EOG,2574.0,2193.0,2147.932,1789.884
Total non-current liabilities(figures in $M),EOG,11079.0,12014.0,12042.61,10996.904
Total liabilities(figures in $M),EOG,16592.0,16056.0,15502.714,15483.892
Common stock(figures in $M),EOG,206.0,206.0,205.837,205.822
Retained earnings(figures in $M),EOG,18472.0,15919.0,14169.969,15648.604
Accumulated other comprehensive income(figures in $M),EOG,-8.0,-12.0,-12.328,-4.652
Total stockholders' equity(figures in $M),EOG,24779.0,22180.0,20301.887,21640.716
Total liabilities and stockholders' equity(figures in $M),EOG,41371.0,38236.0,35804.601,37124.608
