,2022,2021,2020,2019,2018,ticker
Current ratio,1.001,1.083,1.324,0.892,0.942,DIS
Quick ratio,0.835,0.944,1.150,0.663,0.755,DIS
Cash ratio,0.400,0.514,0.673,0.172,0.232,DIS
Days of sales outstanding,55.825,72.369,70.937,81.221,57.323,DIS
Days of inventory outstanding,8.371,7.620,9.381,10.428,15.525,DIS
Operating cycle,64.197,79.988,80.318,91.649,72.848,DIS
Days of payables outstanding,77.876,93.639,75.040,87.129,72.529,DIS
Cash conversion cycle,-13.679,-13.650,5.278,4.521,0.319,DIS
Gross profit margin,0.082,0.054,0.058,0.170,0.449,DIS
Operating profit margin,0.084,0.069,0.084,0.187,0.250,DIS
Pretax profit margin,0.064,0.038,-0.027,0.200,0.248,DIS
Net profit margin,0.038,0.030,-0.037,0.159,0.212,DIS
Effective tax rate,0.328,0.010,-0.401,0.217,0.113,DIS
Return on assets,0.015,0.010,-0.012,0.057,0.128,DIS
Return on equity,0.033,0.023,-0.029,0.124,0.258,DIS
Return on capital employed,0.040,0.027,0.031,0.080,0.184,DIS
Net income per EBT,0.595,0.779,1.401,0.793,0.855,DIS
Ebt per ebit,0.764,0.554,-0.318,1.070,0.993,DIS
Ebit per revenue,0.084,0.069,0.084,0.187,0.250,DIS
Debt ratio,0.468,0.498,0.516,0.470,0.453,DIS
Debt equity ratio,0.509,0.614,0.701,0.529,0.428,DIS
Long term debt to capitalization,0.323,0.354,0.388,0.300,0.259,DIS
Total debt to capitalization,0.337,0.381,0.412,0.346,0.300,DIS
Interest coverage,4.953,3.287,3.677,13.327,21.755,DIS
Cash flow to debt ratio,0.124,0.102,0.130,0.141,0.685,DIS
Company equity multiplier,2.143,2.299,2.411,2.183,2.022,DIS
Receivables turnover,6.538,5.044,5.145,4.494,6.367,DIS
Payables turnover,4.687,3.898,4.864,4.189,5.032,DIS
Inventory turnover,43.600,47.903,38.910,35.002,23.510,DIS
Fixed asset turnover,2.462,2.067,2.038,2.201,2.012,DIS
Asset turnover,0.406,0.331,0.324,0.359,0.603,DIS
Operating cash flow per share,3.299,3.066,4.213,3.989,9.536,DIS
Free cash flow per share,0.586,1.095,1.989,1.045,6.558,DIS
Cash per share,6.375,8.788,9.908,3.272,2.769,DIS
Payout ratio,0,0,-0.650,0.262,0.200,DIS
Operating cash flow sales ratio,0.073,0.083,0.117,0.095,0.241,DIS
Free cash flow operating cash flow ratio,0.178,0.357,0.472,0.262,0.688,DIS
Cash flow coverage ratios,0.124,0.102,0.130,0.141,0.685,DIS
Short term coverage ratios,1.958,0.949,1.334,0.746,3.772,DIS
Capital expenditure coverage ratio,-1.216,-1.556,-1.894,-1.355,-3.202,DIS
Dividend paid and capex coverage ratio,-1.216,-1.556,-3.129,-3.335,-7.331,DIS
Dividend payout ratio,0,0,-0.650,0.262,0.200,DIS
Price book value ratio,1.809,3.610,2.651,2.421,3.573,DIS
Price to book ratio,1.809,3.610,2.651,2.421,3.573,DIS
Price to sales ratio,2.078,4.741,3.389,3.093,2.932,DIS
Price earnings ratio,54.648,160.218,-90.733,19.469,13.831,DIS
Price to free cash flows ratio,161.077,160.701,61.616,124.401,17.726,DIS
Price to operating cash flows ratio,28.597,57.416,29.085,32.579,12.189,DIS
Price cash flow ratio,28.597,57.416,29.085,32.579,12.189,DIS
Price earnings to growth ratio,0.954,0.883,0.755,-0.951,0.297,DIS
Price sales ratio,2.078,4.741,3.389,3.093,2.932,DIS
Dividend yield,0,0,0.007,0.013,0.014,DIS
Enterprise value multiple,17.267,36.794,24.223,14.934,10.637,DIS
Price fair value,1.809,3.610,2.651,2.421,3.573,DIS
