,ticker,ttm,2023-02-28,2022-02-28,2021-02-28,2020-02-29
Total revenue(figures in $M),STZ,9452.6,9452.6,8820.7,8614.9,8343.5
Cost of revenue(figures in $M),STZ,4683.6,4683.6,4113.4,4148.9,4191.6
Gross profit(figures in $M),STZ,4769.0,4769.0,4707.3,4466.0,4151.9
Selling general and administrative(figures in $M),STZ,1926.1,1926.1,1711.4,1665.1,1621.8
Total operating expenses(figures in $M),STZ,1926.1,1926.1,1711.4,1665.1,1621.8
Operating income or loss(figures in $M),STZ,2842.9,2842.9,2995.9,2800.9,2530.1
Interest expense(figures in $M),STZ,398.7,398.7,356.4,385.7,428.7
Total other income/expenses net(figures in $M),STZ,-2060.6,-2060.6,-2329.1,127.7,-3046.6
Income before tax(figures in $M),STZ,383.6,383.6,310.4,2542.9,-945.2
Income tax expense(figures in $M),STZ,422.1,422.1,309.4,511.1,-966.6
Income from continuing operations(figures in $M),STZ,-38.5,-38.5,1.0,2031.8,21.4
Net income(figures in $M),STZ,-71.0,-71.0,-40.4,1998.0,-11.8
Net income available to common shareholders(figures in $M),STZ,-71.0,-71.0,-40.4,1998.0,-11.8
Basic EPS(figures in $M),STZ,,-1.1e-07,-2.2e-07,1.044e-05,-7e-08
Diluted EPS(figures in $M),STZ,,-1.1e-07,-2.2e-07,1.023e-05,-7e-08
Basic average shares(figures in $M),STZ,,192.543,190.656,193.447,191.642
Diluted average shares(figures in $M),STZ,,192.543,190.656,218.516,191.642
EBITDA(figures in $M),STZ,,1166.1,1004.1,3222.4,-190.0
