,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),VNO,889.689,1760.225,1624.482,1515.012
Other short-term investments(figures in $M),VNO,471.962,0.0,0.0,0.0
Total cash(figures in $M),VNO,1361.651,1760.225,1624.482,1515.012
Net receivables(figures in $M),VNO,776.142,735.979,751.733,837.939
Total current assets(figures in $M),VNO,2312.86,2723.472,2610.317,2853.988
"Gross property, plant and equipment(figures in $M)",VNO,684.38,337.197,367.365,379.546
"Net property, plant and equipment(figures in $M)",VNO,684.38,337.197,367.365,379.546
Equity and other investments(figures in $M),VNO,2665.073,3305.119,3494.846,4255.127
Intangible assets(figures in $M),VNO,139.638,154.895,23.856,30.965
Other long-term assets(figures in $M),VNO,474.105,512.714,434.022,355.347
Total non-current assets(figures in $M),VNO,14180.515,14543.116,13611.505,15433.025
Total assets(figures in $M),VNO,16493.375,17266.588,16221.822,18287.013
Current debt(figures in $M),VNO,575.0,575.0,575.0,575.0
Accounts payable(figures in $M),VNO,0.0,613.497,427.202,440.049
Deferred revenues(figures in $M),VNO,39.882,0.0,0.0,0.0
Total current liabilities(figures in $M),VNO,1065.763,1188.497,1002.202,1413.341
Long-term debt(figures in $M),VNO,7814.043,8040.947,6823.996,6831.609
Deferred revenues(figures in $M),VNO,39.882,48.118,40.11,59.429
Other long-term liabilities(figures in $M),VNO,268.166,304.725,294.52,1180.714
Total non-current liabilities(figures in $M),VNO,8914.5,8874.17,7665.198,8673.779
Total liabilities(figures in $M),VNO,9980.263,10062.667,8667.4,10087.12
Common stock(figures in $M),VNO,5839.728,6236.346,6533.198,6732.03
Retained earnings(figures in $M),VNO,-3894.58,-3079.32,-2774.182,-1954.266
Accumulated other comprehensive income(figures in $M),VNO,174.967,-17.534,-75.099,-40.233
Total stockholders' equity(figures in $M),VNO,5839.728,6236.346,6533.198,6732.03
Total liabilities and stockholders' equity(figures in $M),VNO,16493.375,17266.588,16221.822,18287.013
