,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),VNO,1799.995,1799.995,1589.21,1527.951,1924.7
Cost of revenue(figures in $M),VNO,873.911,873.911,797.315,789.066,917.981
Gross profit(figures in $M),VNO,926.084,926.084,791.895,738.885,1006.719
Selling general and administrative(figures in $M),VNO,133.731,133.731,134.545,181.509,169.92
Total operating expenses(figures in $M),VNO,638.233,638.233,546.892,581.204,589.027
Operating income or loss(figures in $M),VNO,287.851,287.851,245.003,157.681,417.692
Interest expense(figures in $M),VNO,257.961,257.961,231.096,234.75,264.804
Total other income/expenses net(figures in $M),VNO,-388.907,-388.907,178.538,-348.146,3284.843
Income before tax(figures in $M),VNO,-360.952,-360.952,197.057,-425.215,3437.731
Income tax expense(figures in $M),VNO,21.66,21.66,-10.496,36.63,103.439
Income from continuing operations(figures in $M),VNO,-382.612,-382.612,207.553,-461.845,3334.292
Net income(figures in $M),VNO,-346.499,-346.499,175.999,-297.005,3147.937
Net income available to common shareholders(figures in $M),VNO,-408.615,-408.615,101.086,-348.744,3097.806
Basic EPS(figures in $M),VNO,,-2.13e-06,5.3e-07,-1.83e-06,1.623e-05
Diluted EPS(figures in $M),VNO,,-2.13e-06,5.3e-07,-1.83e-06,1.6210000000000002e-05
Basic average shares(figures in $M),VNO,,191.775,191.551,191.146,190.869
Diluted average shares(figures in $M),VNO,,191.775,192.122,191.146,191.105
EBITDA(figures in $M),VNO,,423.315,840.5,209.23,4121.642
