,2022,2021,2020,2019,2018,ticker
Current ratio,2.170,2.292,2.605,2.019,3.572,VNO
Quick ratio,2.006,2.100,2.371,1.665,3.091,VNO
Cash ratio,0.835,1.481,1.621,1.072,1.117,VNO
Days of sales outstanding,157.385,169.035,179.575,158.907,170.117,VNO
Days of inventory outstanding,0,0,0,0,0,VNO
Operating cycle,157.385,169.035,179.575,158.907,170.117,VNO
Days of payables outstanding,188.316,280.851,197.612,174.969,0,VNO
Cash conversion cycle,-30.931,-111.815,-18.036,-16.062,170.117,VNO
Gross profit margin,0.514,0.498,0.484,0.523,0.555,VNO
Operating profit margin,-0.097,0.239,-0.112,1.594,0.269,VNO
Pretax profit margin,-0.201,0.124,-0.278,1.786,0.212,VNO
Net profit margin,-0.213,0.111,-0.302,1.636,0.208,VNO
Effective tax rate,-0.060,-0.053,-0.086,0.030,0.082,VNO
Return on assets,-0.023,0.010,-0.028,0.172,0.026,VNO
Return on equity,-0.066,0.028,-0.071,0.468,0.101,VNO
Return on capital employed,-0.011,0.024,-0.011,0.182,0.035,VNO
Net income per EBT,1.060,0.893,1.086,0.916,0.979,VNO
Ebt per ebit,2.057,0.518,2.480,1.121,0.788,VNO
Ebit per revenue,-0.097,0.239,-0.112,1.594,0.269,VNO
Debt ratio,0.605,0.583,0.534,0.552,0.657,VNO
Debt equity ratio,1.563,1.441,1.194,1.174,2.203,VNO
Long term debt to capitalization,0.594,0.574,0.525,0.521,0.686,VNO
Total debt to capitalization,0.610,0.590,0.544,0.540,0.688,VNO
Interest coverage,-0.680,1.645,-0.730,11.585,1.845,VNO
Cash flow to debt ratio,0.088,0.085,0.054,0.084,0.082,VNO
Company equity multiplier,2.824,2.769,2.483,2.716,3.848,VNO
Receivables turnover,2.319,2.159,2.033,2.297,2.146,VNO
Payables turnover,1.938,1.300,1.847,2.086,0,VNO
Inventory turnover,0,0,0,0,0,VNO
Fixed asset turnover,2.630,4.713,4.159,5.071,0,VNO
Asset turnover,0.109,0.092,0.094,0.105,0.126,VNO
Operating cash flow per share,4.166,3.977,2.219,3.471,4.213,VNO
Free cash flow per share,4.166,3.977,0.153,1.172,3.821,VNO
Cash per share,7.100,9.189,8.499,7.937,2.997,VNO
Payout ratio,-1.225,2.682,-1.930,0.176,1.188,VNO
Operating cash flow sales ratio,0.444,0.479,0.278,0.344,0.371,VNO
Free cash flow operating cash flow ratio,1,1,0.069,0.337,0.907,VNO
Cash flow coverage ratios,0.088,0.085,0.054,0.084,0.082,VNO
Short term coverage ratios,1.389,1.325,0.738,1.152,10.033,VNO
Capital expenditure coverage ratio,0,0,-1.074,-1.509,-10.758,VNO
Dividend paid and capex coverage ratio,1.705,1.614,0.854,5.762,1.745,VNO
Dividend payout ratio,-1.225,2.682,-1.930,0.176,1.188,VNO
Price book value ratio,0.683,1.286,1.092,1.885,2.647,VNO
Price to book ratio,0.683,1.286,1.092,1.885,2.647,VNO
Price to sales ratio,2.217,5.045,4.671,6.595,5.462,VNO
Price earnings ratio,-10.431,45.559,-15.454,4.032,26.264,VNO
Price to free cash flows ratio,4.995,10.525,244.523,56.765,16.232,VNO
Price to operating cash flows ratio,4.995,10.525,16.824,19.158,14.723,VNO
Price cash flow ratio,4.995,10.525,16.824,19.158,14.723,VNO
Price earnings to growth ratio,0.022,0.374,0.134,0.006,0.191,VNO
Price sales ratio,2.217,5.045,4.671,6.595,5.462,VNO
Dividend yield,0.117,0.059,0.125,0.044,0.045,VNO
Enterprise value multiple,34.845,19.236,58.322,5.473,19.308,VNO
Price fair value,0.683,1.286,1.092,1.885,2.647,VNO
