,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),COP,6458.0,5028.0,2991.0,5088.0
Other short-term investments(figures in $M),COP,2785.0,1563.0,4865.0,5139.0
Total cash(figures in $M),COP,9243.0,6591.0,7856.0,10227.0
Net receivables(figures in $M),COP,7088.0,6670.0,2754.0,3401.0
Inventory(figures in $M),COP,1219.0,1208.0,1002.0,1026.0
Other current assets(figures in $M),COP,1199.0,0.0,0.0,0.0
Total current assets(figures in $M),COP,18749.0,16050.0,12066.0,16913.0
"Gross property, plant and equipment(figures in $M)",COP,131496.0,129646.0,102106.0,97746.0
Accumulated depreciation(figures in $M),COP,-66630.0,-64735.0,-62213.0,-55477.0
"Net property, plant and equipment(figures in $M)",COP,64866.0,64911.0,39893.0,42269.0
Equity and other investments(figures in $M),COP,8225.0,7113.0,8017.0,8687.0
Other long-term assets(figures in $M),COP,1989.0,2587.0,2528.0,2426.0
Total non-current assets(figures in $M),COP,75080.0,74611.0,50552.0,53601.0
Total assets(figures in $M),COP,93829.0,90661.0,62618.0,70514.0
Current debt(figures in $M),COP,417.0,1200.0,619.0,105.0
Accounts payable(figures in $M),COP,6163.0,5025.0,2698.0,3200.0
Accrued liabilities(figures in $M),COP,2346.0,2179.0,1121.0,2045.0
Total current liabilities(figures in $M),COP,12847.0,12021.0,5366.0,7043.0
Long-term debt(figures in $M),COP,16226.0,18734.0,14750.0,14790.0
Deferred tax liabilities(figures in $M),COP,7726.0,6179.0,3747.0,4634.0
Other long-term liabilities(figures in $M),COP,1552.0,1414.0,1779.0,1864.0
Total non-current liabilities(figures in $M),COP,32979.0,33234.0,27403.0,28421.0
Total liabilities(figures in $M),COP,45826.0,45255.0,32769.0,35464.0
Common stock(figures in $M),COP,21.0,21.0,18.0,18.0
Retained earnings(figures in $M),COP,53029.0,40674.0,35213.0,39742.0
Accumulated other comprehensive income(figures in $M),COP,-6000.0,-4950.0,-5218.0,-5357.0
Total stockholders' equity(figures in $M),COP,48003.0,45406.0,29849.0,34981.0
Total liabilities and stockholders' equity(figures in $M),COP,93829.0,90661.0,62618.0,70514.0
