,2022,2021,2020,2019,2018,ticker
Current ratio,1.459,1.335,2.249,2.401,1.795,COP
Quick ratio,1.271,1.103,1.977,1.935,1.581,COP
Cash ratio,0.503,0.418,0.557,0.722,0.800,COP
Days of sales outstanding,32.959,53.124,53.514,38.117,40.763,COP
Days of inventory outstanding,9.178,14.196,20.383,16.104,14.435,COP
Operating cycle,42.137,67.319,73.897,54.222,55.198,COP
Days of payables outstanding,46.400,59.051,54.883,50.228,55.833,COP
Cash conversion cycle,-4.263,8.268,19.014,3.994,-0.635,COP
Gross profit margin,0.382,0.322,0.045,0.286,0.301,COP
Operating profit margin,0.358,0.306,-0.101,0.280,0.251,COP
Pretax profit margin,0.360,0.277,-0.167,0.292,0.274,COP
Net profit margin,0.238,0.176,-0.141,0.221,0.172,COP
Effective tax rate,0.338,0.364,0.154,0.238,0.368,COP
Return on assets,0.199,0.089,-0.042,0.102,0.089,COP
Return on equity,0.389,0.178,-0.089,0.206,0.196,COP
Return on capital employed,0.347,0.178,-0.033,0.144,0.146,COP
Net income per EBT,0.662,0.636,0.846,0.755,0.627,COP
Ebt per ebit,1.005,0.908,1.661,1.043,1.092,COP
Ebit per revenue,0.358,0.306,-0.101,0.280,0.251,COP
Debt ratio,0.488,0.499,0.523,0.503,0.542,COP
Debt equity ratio,0.347,0.439,0.515,0.426,0.469,COP
Long term debt to capitalization,0.253,0.292,0.331,0.297,0.317,COP
Total debt to capitalization,0.257,0.305,0.340,0.299,0.319,COP
Interest coverage,26.629,12.437,-1.786,8.273,8.397,COP
Cash flow to debt ratio,1.701,0.853,0.312,0.745,0.864,COP
Company equity multiplier,1.955,1.997,2.098,2.016,2.191,COP
Receivables turnover,11.074,6.871,6.821,9.576,8.954,COP
Payables turnover,7.866,6.181,6.650,7.267,6.537,COP
Inventory turnover,39.771,25.712,17.907,22.665,25.286,COP
Fixed asset turnover,1.210,0.706,0.471,0.770,0.797,COP
Asset turnover,0.837,0.505,0.300,0.462,0.520,COP
Operating cash flow per share,21.382,12.835,4.454,9.939,11.088,COP
Free cash flow per share,13.710,8.814,0.081,3.999,5.301,COP
Cash per share,6.980,4.977,7.287,9.154,6.537,COP
Payout ratio,0.307,0.292,-0.690,0.209,0.218,COP
Operating cash flow sales ratio,0.361,0.371,0.256,0.341,0.355,COP
Free cash flow operating cash flow ratio,0.641,0.687,0.018,0.402,0.478,COP
Cash flow coverage ratios,1.701,0.853,0.312,0.745,0.864,COP
Short term coverage ratios,67.899,14.163,7.758,105.752,115.482,COP
Capital expenditure coverage ratio,-2.787,-3.192,-1.018,-1.673,-1.916,COP
Dividend paid and capex coverage ratio,-6.387,-5.732,-1.665,-2.162,-2.401,COP
Dividend payout ratio,0.307,0.292,-0.690,0.209,0.218,COP
Price book value ratio,3.255,2.105,1.444,2.077,2.277,COP
Price to book ratio,3.255,2.105,1.444,2.077,2.277,COP
Price to sales ratio,1.991,2.086,2.295,2.231,1.997,COP
Price earnings ratio,8.365,11.831,-16.237,10.106,11.624,COP
Price to free cash flows ratio,8.607,8.189,495.522,16.261,11.761,COP
Price to operating cash flows ratio,5.519,5.624,8.978,6.543,5.623,COP
Price cash flow ratio,5.519,5.624,8.978,6.543,5.623,COP
Price earnings to growth ratio,0.060,0.034,0.117,0.506,0.013,COP
Price sales ratio,1.991,2.086,2.295,2.231,1.997,COP
Dividend yield,0.037,0.025,0.042,0.021,0.019,COP
Enterprise value multiple,4.676,5.209,15.282,5.417,4.820,COP
Price fair value,3.255,2.105,1.444,2.077,2.277,COP
