,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),BEN,8018.4,8275.3,8425.5,5566.5,5774.5
Cost of revenue(figures in $M),BEN,5112.0,4935.4,5077.1,3577.0,3404.3
Gross profit(figures in $M),BEN,2906.4,3339.9,3348.4,1989.5,2370.2
Selling general and administrative(figures in $M),BEN,1191.7,1284.0,1241.4,886.6,812.8
Total operating expenses(figures in $M),BEN,1496.2,1566.0,1473.4,940.6,812.8
Operating income or loss(figures in $M),BEN,1410.2,1773.9,1875.0,1048.9,1557.4
Interest expense(figures in $M),BEN,109.8,98.2,85.4,33.4,24.7
Total other income/expenses net(figures in $M),BEN,-37.8,53.7,654.6,2.4,115.1
Income before tax(figures in $M),BEN,1262.6,1729.4,2444.2,1017.9,1647.8
Income tax expense(figures in $M),BEN,305.4,396.2,349.6,230.8,442.3
Income from continuing operations(figures in $M),BEN,957.2,1333.2,2094.6,787.1,1205.5
Net income(figures in $M),BEN,1004.3,1291.9,1831.2,798.9,1195.7
Net income available to common shareholders(figures in $M),BEN,961.8,1291.9,1831.2,798.9,1195.7
Basic EPS(figures in $M),BEN,,2.53e-06,3.58e-06,1.59e-06,2.35e-06
Diluted EPS(figures in $M),BEN,,2.53e-06,3.5699999999999997e-06,1.59e-06,2.35e-06
Basic average shares(figures in $M),BEN,,488.7,489.9,491.9,503.6
Diluted average shares(figures in $M),BEN,,489.3,490.6,492.4,504.3
EBITDA(figures in $M),BEN,,2109.6,2761.6,1105.3,1672.5
