,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NSC,12745.0,12745.0,11142.0,9789.0,11296.0
Cost of revenue(figures in $M),NSC,7506.0,7223.0,6148.0,5749.0,6567.0
Gross profit(figures in $M),NSC,5239.0,5522.0,4994.0,4040.0,4729.0
Selling general and administrative(figures in $M),NSC,77.0,77.0,-102.0,-91.0,-63.0
Total operating expenses(figures in $M),NSC,237.0,713.0,547.0,653.0,740.0
Operating income or loss(figures in $M),NSC,5002.0,4809.0,4447.0,3387.0,3989.0
Interest expense(figures in $M),NSC,692.0,692.0,646.0,625.0,604.0
Total other income/expenses net(figures in $M),NSC,-180.0,13.0,77.0,-232.0,106.0
Income before tax(figures in $M),NSC,4130.0,4130.0,3878.0,2530.0,3491.0
Income tax expense(figures in $M),NSC,860.0,860.0,873.0,517.0,769.0
Income from continuing operations(figures in $M),NSC,3270.0,3270.0,3005.0,2013.0,2722.0
Net income(figures in $M),NSC,3270.0,3270.0,3005.0,2013.0,2722.0
Net income available to common shareholders(figures in $M),NSC,3268.0,3270.0,3005.0,2013.0,2722.0
Basic EPS(figures in $M),NSC,,1.392e-05,1.216e-05,7.99e-06,1.055e-05
Diluted EPS(figures in $M),NSC,,1.3880000000000001e-05,1.211e-05,7.84e-06,1.025e-05
Basic average shares(figures in $M),NSC,,234.8,246.9,252.095,257.905
Diluted average shares(figures in $M),NSC,,235.6,248.1,256.6,265.6
EBITDA(figures in $M),NSC,,6043.0,5705.0,4309.0,5234.0
