,2022,2021,2020,2019,2018,ticker
Current ratio,62.543,1.132 K,404.616,12.687,0.215,COF
Quick ratio,208.499,421.591,404.616,12.687,0.215,COF
Cash ratio,58.550,77.388,115.082,1.802,0.046,COF
Days of sales outstanding,22.422,17.509,18.824,22.442,21.680,COF
Days of inventory outstanding,0,0,0,0,0,COF
Days of payables outstanding,0,0,0,0,0,COF
Gross profit margin,1,1,1,1,0,COF
Operating profit margin,0.390,0.572,0.222,0.422,0,COF
Pretax profit margin,0.270,0.519,0.112,0.240,0.269,COF
Net profit margin,0.215,0.407,0.095,0.194,0.221,COF
Effective tax rate,0.203,0.216,0.152,0.195,0.177,COF
Return on assets,0.016,0.029,0.006,0.014,0.016,COF
Return on equity,0.140,0.203,0.045,0.096,0.116,COF
Return on capital employed,0.029,0.040,0.015,0.031,0,COF
Net income per EBT,0.797,0.784,0.847,0.807,0.822,COF
Ebt per ebit,0.691,0.908,0.507,0.570,0,COF
Ebit per revenue,0.390,0.572,0.222,0.422,0,COF
Debt ratio,0.884,0.859,0.857,0.851,0.861,COF
Debt equity ratio,0.910,0.693,0.662,1.075,1.133,COF
Long term debt to capitalization,0.476,0.409,0.398,0.488,0.531,COF
Total debt to capitalization,0.476,0.409,0.398,0.518,0.531,COF
Interest coverage,3.241,10.890,2.026,2.331,0,COF
Cash flow to debt ratio,0.289,0.291,0.419,0.267,0.222,COF
Company equity multiplier,8.658,7.085,7.003,6.729,7.210,COF
Receivables turnover,16.279,20.846,19.390,16.265,16.836,COF
Payables turnover,0,0,0,0,0,COF
Inventory turnover,0,0,0,0,0,COF
Fixed asset turnover,7.872,7.229,6.653,6.531,6.484,COF
Asset turnover,0.075,0.070,0.068,0.073,0.073,COF
Operating cash flow per share,32.684,29.136,36.477,35.584,27.043,COF
Free cash flow per share,30.473,27.484,34.926,33.687,25.222,COF
Cash per share,255.089,276.940,307.894,198.075,123.642,COF
Payout ratio,0.160,0.115,0.273,0.187,0.173,COF
Operating cash flow sales ratio,0.403,0.404,0.585,0.582,0.478,COF
Free cash flow operating cash flow ratio,0.932,0.943,0.957,0.947,0.933,COF
Cash flow coverage ratios,0.289,0.291,0.419,0.267,0.222,COF
Short term coverage ratios,0,0,0,2.377,0,COF
Capital expenditure coverage ratio,-14.785,-17.636,-23.520,-18.759,-14.849,COF
Dividend paid and capex coverage ratio,56.594,17.003,556.633,112.426,79.134,COF
Dividend payout ratio,0.160,0.115,0.273,0.187,0.173,COF
Price book value ratio,0.747,1.004,0.752,0.830,0.702,COF
Price to book ratio,0.747,1.004,0.752,0.830,0.702,COF
Price to sales ratio,1.147,2.014,1.587,1.683,1.335,COF
Price earnings ratio,5.336,4.948,16.674,8.677,6.031,COF
Price to free cash flows ratio,3.051,5.279,2.830,3.055,2.997,COF
Price to operating cash flows ratio,2.844,4.980,2.710,2.892,2.795,COF
Price cash flow ratio,2.844,4.980,2.710,2.892,2.795,COF
Price earnings to growth ratio,-0.150,0.012,-0.313,-1.291,0.025,COF
Price sales ratio,1.147,2.014,1.587,1.683,1.335,COF
Dividend yield,0.030,0.023,0.016,0.022,0.029,COF
Enterprise value multiple,4.188,3.918,6.993,7.402,9.125,COF
Price fair value,0.747,1.004,0.752,0.830,0.702,COF
