,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),EQT,12140.621,12140.621,6839.705,2658.629,3799.85
Cost of revenue(figures in $M),EQT,4083.923,4083.923,3844.146,3285.608,3481.198
Gross profit(figures in $M),EQT,8056.698,8056.698,2995.559,-626.979,318.652
Selling general and administrative(figures in $M),EQT,252.645,252.645,196.315,174.769,253.006
Total operating expenses(figures in $M),EQT,298.462,313.414,290.781,208.79,260.229
Operating income or loss(figures in $M),EQT,7758.236,7743.284,2704.778,-835.769,58.423
Interest expense(figures in $M),EQT,249.655,249.655,308.903,271.2,199.851
Total other income/expenses net(figures in $M),EQT,-5173.919,-5158.967,-3984.563,-159.065,-1456.043
Income before tax(figures in $M),EQT,2334.662,2334.662,-1588.688,-1266.034,-1597.471
Income tax expense(figures in $M),EQT,553.72,553.72,-434.175,-298.858,-375.776
Income from continuing operations(figures in $M),EQT,1780.942,1780.942,-1154.513,-967.176,-1221.695
Net income(figures in $M),EQT,1770.965,1770.965,-1155.759,-967.166,-1221.695
Net income available to common shareholders(figures in $M),EQT,1770.965,1770.965,-1155.759,-967.166,-1221.695
Basic EPS(figures in $M),EQT,,4.79e-06,-3.54e-06,-3.6800000000000003e-06,-4.79e-06
Diluted EPS(figures in $M),EQT,,4.3799999999999996e-06,-3.54e-06,-3.6800000000000003e-06,-4.79e-06
Basic average shares(figures in $M),EQT,,370.048,323.196,260.613,255.141
Diluted average shares(figures in $M),EQT,,406.495,323.196,260.613,255.141
EBITDA(figures in $M),EQT,,2584.317,-1279.785,-994.834,-1397.62
