,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),BTU,4981.9,4981.9,3318.3,2881.1,4623.4
Cost of revenue(figures in $M),BTU,3290.8,3290.8,2553.1,2524.9,3536.6
Gross profit(figures in $M),BTU,1691.1,1691.1,765.2,356.2,1086.8
Selling general and administrative(figures in $M),BTU,88.8,88.8,84.9,99.5,145.0
Total operating expenses(figures in $M),BTU,455.8,455.8,438.3,491.2,887.6
Operating income or loss(figures in $M),BTU,1235.3,1235.3,326.9,-135.0,199.2
Interest expense(figures in $M),BTU,140.3,140.3,183.4,139.8,144.0
Total other income/expenses net(figures in $M),BTU,165.2,165.2,220.2,-1586.4,-224.5
Income before tax(figures in $M),BTU,1278.6,1278.6,370.2,-1851.8,-142.3
Income tax expense(figures in $M),BTU,-38.8,-38.8,22.8,8.0,46.0
Income from continuing operations(figures in $M),BTU,1317.4,1317.4,347.4,-1859.8,-188.3
Net income(figures in $M),BTU,1297.1,1297.1,360.1,-1870.3,-211.3
Net income available to common shareholders(figures in $M),BTU,1297.1,1297.1,360.1,-1870.3,-211.3
Basic EPS(figures in $M),BTU,,9.13e-06,3.2400000000000003e-06,-1.912e-05,-2.04e-06
Diluted EPS(figures in $M),BTU,,8.31e-06,3.22e-06,-1.914e-05,-2.04e-06
Basic average shares(figures in $M),BTU,,142.1,111.1,97.8,103.7
Diluted average shares(figures in $M),BTU,,157.2,112.0,97.8,103.7
EBITDA(figures in $M),BTU,,1736.5,862.3,-1366.0,602.7
