,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),BTU,1307.3,954.3,709.2,732.2
Total cash(figures in $M),BTU,1307.3,954.3,709.2,732.2
Net receivables(figures in $M),BTU,465.5,350.5,244.8,329.5
Inventory(figures in $M),BTU,296.1,226.7,261.6,331.5
Other current assets(figures in $M),BTU,303.6,270.2,204.7,220.7
Total current assets(figures in $M),BTU,2372.5,1801.7,1420.3,1613.9
"Gross property, plant and equipment(figures in $M)",BTU,2891.9,2986.1,3101.0,4761.5
Accumulated depreciation(figures in $M),BTU,-1787.0,-1480.5,-1321.3,-1409.8
"Net property, plant and equipment(figures in $M)",BTU,2891.9,2986.1,3101.0,4761.5
Equity and other investments(figures in $M),BTU,84.3,162.0,140.9,139.1
Other long-term assets(figures in $M),BTU,187.4,0.0,0.0,0.0
Total non-current assets(figures in $M),BTU,3238.3,3148.1,3246.8,4928.9
Total assets(figures in $M),BTU,5610.8,4949.8,4667.1,6542.8
Current debt(figures in $M),BTU,13.2,42.4,25.5,18.3
Accounts payable(figures in $M),BTU,240.7,201.7,146.3,254.8
Taxes payable(figures in $M),BTU,25.9,20.2,2.3,2.6
Accrued liabilities(figures in $M),BTU,466.7,407.0,341.5,405.6
Other current liabilities(figures in $M),BTU,41.9,74.5,64.0,58.8
Total current liabilities(figures in $M),BTU,918.7,914.5,771.2,975.3
Long-term debt(figures in $M),BTU,320.6,1095.4,1522.3,1292.5
Deferred tax liabilities(figures in $M),BTU,20.4,27.3,35.0,28.8
Other long-term liabilities(figures in $M),BTU,223.0,197.7,251.5,273.4
Total non-current liabilities(figures in $M),BTU,1397.3,2214.5,2914.6,2895.0
Total liabilities(figures in $M),BTU,2316.0,3129.0,3685.8,3870.3
Common stock(figures in $M),BTU,1.9,1.8,1.4,1.4
Retained earnings(figures in $M),BTU,383.9,-913.2,-1273.3,597.0
Accumulated other comprehensive income(figures in $M),BTU,242.5,297.9,205.8,31.6
Total stockholders' equity(figures in $M),BTU,3231.3,1761.8,929.6,2613.8
Total liabilities and stockholders' equity(figures in $M),BTU,5610.8,4949.8,4667.1,6542.8
