,2022,2021,2020,2019,2018,ticker
Current ratio,2.582,1.934,1.842,1.655,1.848,BTU
Quick ratio,1.930,1.400,1.237,1.089,1.353,BTU
Cash ratio,1.423,1.024,0.920,0.751,0.928,BTU
Days of sales outstanding,34.105,38.554,31.013,26.013,29.452,BTU
Days of inventory outstanding,32.842,32.410,37.817,34.213,25.112,BTU
Operating cycle,66.947,70.963,68.830,60.226,54.565,BTU
Days of payables outstanding,26.697,28.836,21.149,26.297,25.247,BTU
Cash conversion cycle,40.250,42.128,47.681,33.929,29.318,BTU
Gross profit margin,0.339,0.231,0.124,0.235,0.270,BTU
Operating profit margin,0.277,0.130,-0.062,0.031,0.119,BTU
Pretax profit margin,0.257,0.112,-0.643,-0.031,0.119,BTU
Net profit margin,0.260,0.109,-0.646,-0.041,0.116,BTU
Effective tax rate,-0.030,0.062,-0.004,-0.323,0.028,BTU
Return on assets,0.231,0.073,-0.398,-0.029,0.087,BTU
Return on equity,0.401,0.204,-2.001,-0.072,0.191,BTU
Return on capital employed,0.294,0.108,-0.046,0.026,0.104,BTU
Net income per EBT,1.014,0.973,1.004,1.323,0.974,BTU
Ebt per ebit,0.925,0.857,10.357,-0.996,1.004,BTU
Ebit per revenue,0.277,0.130,-0.062,0.031,0.119,BTU
Debt ratio,0.413,0.632,0.790,0.592,0.535,BTU
Debt equity ratio,0.112,0.671,1.710,0.522,0.403,BTU
Long term debt to capitalization,0.093,0.386,0.627,0.340,0.282,BTU
Total debt to capitalization,0.101,0.401,0.631,0.343,0.287,BTU
Interest coverage,9.847,2.357,-1.279,0.992,4.431,BTU
Cash flow to debt ratio,3.246,0.356,-0.006,0.497,1.090,BTU
Company equity multiplier,1.736,2.810,5.021,2.503,2.186,BTU
Receivables turnover,10.702,9.467,11.769,14.032,12.393,BTU
Payables turnover,13.672,12.658,17.258,13.880,14.457,BTU
Inventory turnover,11.114,11.262,9.652,10.668,14.535,BTU
Fixed asset turnover,1.723,1.111,0.929,0.971,1.072,BTU
Asset turnover,0.888,0.670,0.617,0.707,0.752,BTU
Operating cash flow per share,12,3.151,-0.099,6.532,13.494,BTU
Free cash flow per share,9.708,1.833,-2.119,3.781,10.764,BTU
Cash per share,13.367,7.159,7.252,7.061,8.894,BTU
Payout ratio,0,0,0,-1.371,0.092,BTU
Operating cash flow sales ratio,0.236,0.127,-0.003,0.147,0.267,BTU
Free cash flow operating cash flow ratio,0.809,0.582,21.361,0.579,0.798,BTU
Cash flow coverage ratios,3.246,0.356,-0.006,0.497,1.090,BTU
Short term coverage ratios,39.120,5.526,-0.380,37.016,40.814,BTU
Capital expenditure coverage ratio,-5.235,-2.390,0.049,-2.374,-4.943,BTU
Dividend paid and capex coverage ratio,-5.235,-2.390,0.049,-24.904,-6.161,BTU
Dividend payout ratio,0,0,0,-1.371,0.092,BTU
Price book value ratio,0.800,0.762,0.254,0.362,0.991,BTU
Price to book ratio,0.800,0.762,0.254,0.362,0.991,BTU
Price to sales ratio,0.519,0.405,0.082,0.205,0.603,BTU
Price earnings ratio,1.992,3.728,-0.127,-5.023,5.202,BTU
Price to free cash flows ratio,2.722,5.495,-1.138,2.412,2.832,BTU
Price to operating cash flows ratio,2.202,3.196,-24.299,1.396,2.259,BTU
Price cash flow ratio,2.202,3.196,-24.299,1.396,2.259,BTU
Price earnings to growth ratio,0.009,0.033,0.000,0.037,0.030,BTU
Price sales ratio,0.519,0.405,0.082,0.205,0.603,BTU
Dividend yield,0,0,0,0.273,0.018,BTU
Enterprise value multiple,0.921,1.947,6.677,2.120,2.603,BTU
Price fair value,0.800,0.762,0.254,0.362,0.991,BTU
