,2022,2021,2020,2019,2018,ticker
Current ratio,1.860,2.650,2.125,2.593,2.279,MDT
Quick ratio,1.301,1.913,1.504,1.897,1.707,MDT
Cash ratio,0.300,0.422,0.399,0.519,0.364,MDT
Days of sales outstanding,63.944,66.196,58.639,74.321,72.956,MDT
Days of inventory outstanding,166.076,150.171,163.793,149.628,144.267,MDT
Operating cycle,230.019,216.367,222.432,223.949,217.223,MDT
Days of payables outstanding,81.887,73.327,77.307,77.864,65.623,MDT
Cash conversion cycle,148.133,143.040,145.125,146.085,151.599,MDT
Gross profit margin,0.680,0.652,0.674,0.700,0.698,MDT
Operating profit margin,0.182,0.149,0.166,0.205,0.222,MDT
Pretax profit margin,0.174,0.129,0.140,0.170,0.189,MDT
Net profit margin,0.159,0.120,0.166,0.152,0.104,MDT
Effective tax rate,0.083,0.068,-0.185,0.105,0.455,MDT
Return on assets,0.055,0.039,0.053,0.052,0.034,MDT
Return on equity,0.096,0.070,0.094,0.092,0.061,MDT
Return on capital employed,0.073,0.053,0.060,0.077,0.082,MDT
Net income per EBT,0.913,0.926,1.181,0.891,0.547,MDT
Ebt per ebit,0.959,0.869,0.846,0.829,0.853,MDT
Ebit per revenue,0.182,0.149,0.166,0.205,0.222,MDT
Debt ratio,0.421,0.446,0.439,0.440,0.444,MDT
Debt equity ratio,0.459,0.513,0.489,0.506,0.508,MDT
Long term debt to capitalization,0.279,0.339,0.303,0.328,0.319,MDT
Total debt to capitalization,0.315,0.339,0.328,0.336,0.337,MDT
Interest coverage,10.401,4.848,4.387,4.341,5.804,MDT
Cash flow to debt ratio,0.305,0.236,0.292,0.277,0.182,MDT
Company equity multiplier,1.731,1.810,1.787,1.791,1.802,MDT
Receivables turnover,5.708,5.514,6.225,4.911,5.003,MDT
Payables turnover,4.457,4.978,4.721,4.688,5.562,MDT
Inventory turnover,2.198,2.431,2.228,2.439,2.530,MDT
Fixed asset turnover,5.854,5.768,5.989,6.536,6.506,MDT
Asset turnover,0.348,0.324,0.319,0.341,0.328,MDT
Operating cash flow per share,5.472,4.640,5.396,5.204,3.452,MDT
Free cash flow per share,4.453,3.632,4.491,4.362,2.665,MDT
Cash per share,7.876,8.043,8.166,7.314,8.275,MDT
Payout ratio,0.671,0.866,0.604,0.582,0.803,MDT
Operating cash flow sales ratio,0.232,0.207,0.250,0.229,0.156,MDT
Free cash flow operating cash flow ratio,0.814,0.783,0.832,0.838,0.772,MDT
Cash flow coverage ratios,0.305,0.236,0.292,0.277,0.182,MDT
Short term coverage ratios,1.963,567.273,2.606,8.362,2.276,MDT
Capital expenditure coverage ratio,-5.370,-4.605,-5.964,-6.179,-4.386,MDT
Dividend paid and capex coverage ratio,3.646,3.533,4.303,4.495,3.285,MDT
Dividend payout ratio,0.671,0.866,0.604,0.582,0.803,MDT
Price book value ratio,2.666,3.424,2.624,2.348,2.174,MDT
Price to book ratio,2.666,3.424,2.624,2.348,2.174,MDT
Price to sales ratio,4.421,5.846,4.605,3.849,3.682,MDT
Price earnings ratio,27.802,48.828,27.799,25.396,35.530,MDT
Price to free cash flows ratio,23.435,36.044,22.111,20.025,30.499,MDT
Price to operating cash flows ratio,19.071,28.217,18.404,16.784,23.545,MDT
Price cash flow ratio,19.071,28.217,18.404,16.784,23.545,MDT
Price earnings to growth ratio,0.696,-1.959,7.356,0.506,-1.647,MDT
Price sales ratio,4.421,5.846,4.605,3.849,3.682,MDT
Dividend yield,0.024,0.018,0.022,0.023,0.023,MDT
Enterprise value multiple,17.968,25.069,18.661,14.336,13.973,MDT
Price fair value,2.666,3.424,2.624,2.348,2.174,MDT
