,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),TSN,53609.0,53282.0,47049.0,43185.0,42405.0
Cost of revenue(figures in $M),TSN,47988.0,46614.0,40523.0,37801.0,37383.0
Gross profit(figures in $M),TSN,5621.0,6668.0,6526.0,5384.0,5022.0
Selling general and administrative(figures in $M),TSN,2199.0,2258.0,2130.0,2270.0,2195.0
Total operating expenses(figures in $M),TSN,2199.0,2258.0,2130.0,2270.0,2195.0
Operating income or loss(figures in $M),TSN,3422.0,4410.0,4396.0,3114.0,2827.0
Interest expense(figures in $M),TSN,349.0,365.0,428.0,485.0,462.0
Total other income/expenses net(figures in $M),TSN,77.0,87.0,65.0,131.0,55.0
Income before tax(figures in $M),TSN,3173.0,4149.0,4041.0,2770.0,2431.0
Income tax expense(figures in $M),TSN,730.0,900.0,981.0,620.0,396.0
Income from continuing operations(figures in $M),TSN,2443.0,3249.0,3060.0,2150.0,2035.0
Net income(figures in $M),TSN,2433.0,3238.0,3047.0,2140.0,2022.0
Net income available to common shareholders(figures in $M),TSN,2433.0,3238.0,3047.0,2140.0,2022.0
Basic EPS(figures in $M),TSN,,9.18e-06,8.570000000000001e-06,5.79e-06,5.559999999999999e-06
Diluted EPS(figures in $M),TSN,,8.92e-06,8.34e-06,5.639999999999999e-06,5.4e-06
Basic average shares(figures in $M),TSN,,360.0,363.0,363.0,363.0
Diluted average shares(figures in $M),TSN,,363.0,365.0,365.0,366.0
EBITDA(figures in $M),TSN,,5716.0,5683.0,4447.0,3991.0
