,2018,2017,2016,2015,2014,ticker
Current ratio,2.235,4.986,3.672,4.775,4.598,CELG
Quick ratio,1.675,4.675,3.241,4.049,4.125,CELG
Cash ratio,1.044,2.348,2.085,2.479,1.951,CELG
Days of sales outstanding,49.348,53.923,52.677,56.032,55.518,CELG
Days of inventory outstanding,284.787,428.341,414.917,385.244,371.810,CELG
Operating cycle,334.135,482.264,467.594,441.276,427.328,CELG
Days of payables outstanding,259.915,241.486,205.917,209.217,187.466,CELG
Cash conversion cycle,74.220,240.778,261.677,232.059,239.862,CELG
Gross profit margin,0.962,0.965,0.961,0.955,0.950,CELG
Operating profit margin,0.340,0.362,0.282,0.244,0.328,CELG
Pretax profit margin,0.316,0.332,0.211,0.219,0.303,CELG
Net profit margin,0.265,0.226,0.178,0.173,0.261,CELG
Effective tax rate,0.163,0.318,0.157,0.208,0.141,CELG
Return on assets,0.114,0.098,0.071,0.059,0.115,CELG
Return on equity,0.657,0.425,0.303,0.271,0.307,CELG
Return on capital employed,0.165,0.173,0.126,0.090,0.165,CELG
Net income per EBT,0.837,0.682,0.843,0.792,0.859,CELG
Ebt per ebit,0.931,0.917,0.749,0.897,0.924,CELG
Ebit per revenue,0.340,0.362,0.282,0.244,0.328,CELG
Debt ratio,0.826,0.770,0.765,0.781,0.624,CELG
Debt equity ratio,4.759,3.355,3.256,3.571,1.658,CELG
Long term debt to capitalization,0.762,0.696,0.676,0.707,0.490,CELG
Total debt to capitalization,0.767,0.696,0.684,0.707,0.513,CELG
Interest coverage,7.005,9.017,6.332,7.259,14.304,CELG
Cash flow to debt ratio,0.255,0.331,0.278,0.174,0.408,CELG
Company equity multiplier,5.759,4.355,4.256,4.571,2.658,CELG
Receivables turnover,7.396,6.769,6.929,6.514,6.574,CELG
Payables turnover,1.404,1.511,1.773,1.745,1.947,CELG
Inventory turnover,1.282,0.852,0.880,0.947,0.982,CELG
Fixed asset turnover,11.178,12.152,12.077,11.370,11.937,CELG
Asset turnover,0.431,0.431,0.400,0.342,0.442,CELG
Operating cash flow per share,7.219,6.733,5.116,3.135,3.496,CELG
Free cash flow per share,6.758,6.374,4.812,2.774,3.278,CELG
Cash per share,6.603,15.454,10.254,8.271,9.402,CELG
Payout ratio,0,0,0,0,0,CELG
Operating cash flow sales ratio,0.338,0.403,0.354,0.268,0.366,CELG
Free cash flow operating cash flow ratio,0.936,0.947,0.941,0.885,0.938,CELG
Cash flow coverage ratios,0.255,0.331,0.278,0.174,0.408,CELG
Short term coverage ratios,10.321,0,7.941,0,4.632,CELG
Capital expenditure coverage ratio,-15.670,-18.803,-16.834,-8.676,-18.671,CELG
Dividend paid and capex coverage ratio,-15.670,-18.803,-16.834,-8.676,-18.671,CELG
Dividend payout ratio,0,0,0,0,0,CELG
Price book value ratio,7.451,11.749,13.632,16.029,13.761,CELG
Price to book ratio,7.451,11.749,13.632,16.029,13.761,CELG
Price to sales ratio,3.004,6.254,8.011,10.250,11.706,CELG
Price earnings ratio,11.346,27.659,44.998,59.222,44.897,CELG
Price to free cash flows ratio,9.483,16.372,24.053,43.172,34.125,CELG
Price to operating cash flows ratio,8.878,15.501,22.624,38.196,31.996,CELG
Price cash flow ratio,8.878,15.501,22.624,38.196,31.996,CELG
Price earnings to growth ratio,0.228,0.593,1.654,-3.144,-1.554,CELG
Price sales ratio,3.004,6.254,8.011,10.250,11.706,CELG
Dividend yield,0,0,0,0,0,CELG
Enterprise value multiple,9.978,16.986,29.041,38.004,32.164,CELG
Price fair value,7.451,11.749,13.632,16.029,13.761,CELG
