,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),LLY,28541.4,28541.4,28318.4,24539.8,22319.5
Cost of revenue(figures in $M),LLY,6629.8,6629.8,7312.8,5483.3,4721.2
Gross profit(figures in $M),LLY,21911.6,21911.6,21005.6,19056.5,17598.3
Research development(figures in $M),LLY,7190.8,7190.8,7025.9,6085.7,5595.0
Selling general and administrative(figures in $M),LLY,6440.4,6440.4,6431.6,6121.2,6213.8
Total operating expenses(figures in $M),LLY,13631.2,13631.2,13457.5,12206.9,11808.8
Operating income or loss(figures in $M),LLY,8280.4,8280.4,7548.1,6849.6,5789.5
Interest expense(figures in $M),LLY,331.6,331.6,339.8,359.6,400.6
Total other income/expenses net(figures in $M),LLY,-1205.2,-1205.2,-1078.2,706.9,-203.4
Income before tax(figures in $M),LLY,6806.4,6806.4,6155.5,7229.9,5265.9
Income tax expense(figures in $M),LLY,561.6,561.6,573.8,1036.2,628.0
Income from continuing operations(figures in $M),LLY,6244.8,6244.8,5581.7,6193.7,4637.9
Net income(figures in $M),LLY,6244.8,6244.8,5581.7,6193.7,8318.4
Net income available to common shareholders(figures in $M),LLY,6244.8,6244.8,5581.7,6193.7,8318.4
Basic EPS(figures in $M),LLY,,6.93e-06,6.15e-06,6.82e-06,8.93e-06
Diluted EPS(figures in $M),LLY,,6.9e-06,6.12e-06,6.79e-06,8.890000000000001e-06
Basic average shares(figures in $M),LLY,,901.736,906.963,907.634,931.059
Diluted average shares(figures in $M),LLY,,904.619,911.681,912.505,935.684
EBITDA(figures in $M),LLY,,8280.4,7548.1,6849.6,5789.5
