,2022,2021,2020,2019,2018,ticker
Current ratio,1.052,1.226,1.399,1.164,1.729,LLY
Quick ratio,0.628,0.800,0.850,0.678,1.202,LLY
Cash ratio,0.121,0.254,0.293,0.199,0.673,LLY
Days of sales outstanding,109.455,104.753,103.061,90.622,92.231,LLY
Days of inventory outstanding,237.268,193.960,264.952,246.676,233.407,LLY
Operating cycle,346.723,298.713,368.012,337.298,325.638,LLY
Days of payables outstanding,106.288,83.384,106.951,108.645,80.169,LLY
Cash conversion cycle,240.435,215.329,261.061,228.653,245.468,LLY
Gross profit margin,0.768,0.742,0.777,0.788,0.738,LLY
Operating profit margin,0.250,0.224,0.247,0.223,0.252,LLY
Pretax profit margin,0.238,0.217,0.295,0.236,0.155,LLY
Net profit margin,0.219,0.197,0.252,0.208,0.132,LLY
Effective tax rate,0.083,0.093,0.143,0.119,0.149,LLY
Return on assets,0.126,0.114,0.133,0.118,0.074,LLY
Return on equity,0.586,0.622,1.098,1.779,0.329,LLY
Return on capital employed,0.220,0.188,0.177,0.181,0.193,LLY
Net income per EBT,0.917,0.907,0.857,0.881,0.851,LLY
Ebt per ebit,0.955,0.968,1.193,1.059,0.614,LLY
Ebit per revenue,0.250,0.224,0.247,0.223,0.252,LLY
Debt ratio,0.782,0.812,0.875,0.931,0.752,LLY
Debt equity ratio,1.525,1.880,2.942,6.062,1.299,LLY
Long term debt to capitalization,0.581,0.631,0.746,0.846,0.542,LLY
Total debt to capitalization,0.604,0.653,0.746,0.858,0.565,LLY
Interest coverage,21.494,18.708,16.846,12.417,22.737,LLY
Cash flow to debt ratio,0.436,0.430,0.392,0.306,0.433,LLY
Company equity multiplier,4.647,5.435,8.266,15.070,4.467,LLY
Receivables turnover,3.335,3.484,3.542,4.028,3.957,LLY
Payables turnover,3.434,4.377,3.413,3.360,4.553,LLY
Inventory turnover,1.538,1.882,1.378,1.480,1.564,LLY
Fixed asset turnover,2.814,3.152,2.827,2.656,2.753,LLY
Asset turnover,0.577,0.580,0.526,0.568,0.559,LLY
Operating cash flow per share,7.856,8.006,7.161,5.195,5.375,LLY
Free cash flow per share,5.102,5.940,4.925,3.741,2.439,LLY
Cash per share,2.453,4.310,4.056,2.619,7.868,LLY
Payout ratio,0.566,0.553,0.434,0.520,0.715,LLY
Operating cash flow sales ratio,0.248,0.256,0.265,0.217,0.225,LLY
Free cash flow operating cash flow ratio,0.649,0.742,0.688,0.720,0.454,LLY
Cash flow coverage ratios,0.436,0.430,0.392,0.306,0.433,LLY
Short term coverage ratios,4.719,4.720,747.080,3.226,4.884,LLY
Capital expenditure coverage ratio,-2.852,-3.876,-3.203,-3.573,-1.830,LLY
Dividend paid and capex coverage ratio,6.736,5.983,9.878,4.579,-7.821,LLY
Dividend payout ratio,0.566,0.553,0.434,0.520,0.715,LLY
Price book value ratio,30.976,27.900,27.163,46.940,12.100,LLY
Price to book ratio,30.976,27.900,27.163,46.940,12.100,LLY
Price to sales ratio,11.558,8.847,6.245,5.483,4.843,LLY
Price earnings ratio,52.827,44.883,24.742,26.385,36.797,LLY
Price to free cash flows ratio,71.709,46.500,34.279,35.132,47.452,LLY
Price to operating cash flows ratio,46.566,34.504,23.578,25.301,21.527,LLY
Price cash flow ratio,46.566,34.504,23.578,25.301,21.527,LLY
Price earnings to growth ratio,4.165,-4.569,0.670,0.450,0.021,LLY
Price sales ratio,11.558,8.847,6.245,5.483,4.843,LLY
Dividend yield,0.011,0.012,0.018,0.020,0.019,LLY
Enterprise value multiple,36.472,30.162,21.748,20.566,21.791,LLY
Price fair value,30.976,27.900,27.163,46.940,12.100,LLY
