,headline,final_score,datetime
0,Huntington Bancshares Inc. stock underperforms Thursday when compared to competitors,86,2023-05-04 09:58:00
1,HUNTINGTON BANCSHARES INCORPORATED INCREASES ITS PRIME RATE TO 8.25 PERCENT,86,2023-05-04 05:45:00
2,Huntington Bancshares Enters Oversold Territory,86,2023-05-04 03:30:00
3,"Zacks Market Edge Highlights: PACW, HBAN, TCBI, PEBO and OZK",60,2023-05-04 02:00:09
4,"Huntington Bancshares raises prime rate to 8.25% from 8.00%, effective May 4",86,2023-05-04 00:46:00
6,Huntington Bancshares Inc. stock underperforms Wednesday when compared to competitors,86,2023-05-03 09:58:00
9,Huntington Bancshares Inc. stock underperforms Tuesday when compared to competitors,86,2023-05-02 09:58:00
11,Huntington Bancshares put volume heavy and directionally bearish,86,2023-05-02 04:55:00
16,"Huntington Bancshares Inc. stock falls Monday, underperforms market",86,2023-05-01 09:58:00
21,"Huntington Bancshares Inc. stock rises Friday, still underperforms market",86,2023-04-28 09:58:00
22,Huntington Bancshares call volume above normal and directionally bullish,86,2023-04-27 18:45:00
23,Huntington Bancshares Incorporated (NASDAQ:HBAN) Q1 2023 Earnings Call Transcript,86,2023-04-27 12:02:46
24,"Huntington Bancshares Inc. stock falls Wednesday, underperforms market",86,2023-04-26 09:58:00
26,Huntington Bancshares Looks Interesting After A Q1 Beat And A Yield Of 5.66%,86,2023-04-26 02:00:00
27,Unusual Put Option Trade in Huntington Bancshares (HBAN)  Worth $98.17K,86,2023-04-25 14:10:07
28,Unusual Put Option Trade in Huntington Bancshares (HBAN)  Worth $79.14K,86,2023-04-25 14:08:13
29,Huntington Bancshares Inc. stock underperforms Monday when compared to competitors,86,2023-04-24 09:58:00
30,D.A. Davidson Remains a Hold on Huntington Bancshares (HBAN),86,2023-04-23 23:45:00
32,Huntington Bancshares (HBAN) Declares $0.16 Dividend,86,2023-04-22 04:49:09
33,"Analysts` Top Financial Picks: Huntington Bancshares (HBAN), Ally Financial (ALLY)",86,2023-04-22 01:21:00
34,Huntington Bancshares: I'm Selling If It Hits $16,86,2023-04-21 20:13:35
35,Huntington Bancshares: I`m Selling If It Hits $16,86,2023-04-21 19:15:00
36,"Huntington Bancshares Inc. stock falls Friday, underperforms market",86,2023-04-21 09:58:00
37,Wedbush Reiterates Huntington Bancshares (HBAN) Neutral Recommendation,86,2023-04-21 08:37:46
38,Piper Sandler Maintains Huntington Bancshares (HBAN) Neutral Recommendation,86,2023-04-21 08:37:44
39,RBC Capital Maintains Huntington Bancshares (HBAN) Outperform Recommendation,86,2023-04-21 08:37:44
42,Piper Sandler Issues a Hold Rating on Huntington Bancshares (HBAN),86,2023-04-21 00:06:00
43,Huntington Bancshares price target raised to $13 from $12 at Piper Sandler,86,2023-04-21 00:00:00
44,Wedbush Reaffirms Their Hold Rating on Huntington Bancshares (HBAN),86,2023-04-20 23:15:00
45,Q1 2023 Huntington Bancshares Inc Earnings Call,86,2023-04-20 22:58:02
46,Barclays Sticks to Their Sell Rating for Huntington Bancshares (HBAN),86,2023-04-20 20:26:00
47,HUNTINGTON BANCSHARES INCORPORATED DECLARES QUARTERLY CASH DIVIDENDS ON ITS COMMON AND PREFERRED STOCKS,86,2023-04-20 13:30:00
49,"Huntington Bancshares, Inc. (HBAN) Q1 2023 Earnings Call Transcript",86,2023-04-20 08:49:04
50,UPDATE 1-Huntington Bancshares cuts interest income forecast as recession looms,86,2023-04-20 07:05:47
