,2016,2015,2013,2012,2011,ticker
Current ratio,1.320,1.468,2.833,2.001,3.193,STJ
Quick ratio,0.774,1.008,2.051,1.557,2.434,STJ
Cash ratio,0.270,0.541,0.995,0.673,0.928,STJ
Days of sales outstanding,81.484,78.882,94.352,89.476,88.905,STJ
Days of inventory outstanding,190.135,173.116,164.180,144.766,148.761,STJ
Operating cycle,271.619,251.998,258.532,234.242,237.667,STJ
Days of payables outstanding,42.043,33.342,57.278,60.280,48.237,STJ
Cash conversion cycle,229.576,218.655,201.255,173.962,189.430,STJ
Gross profit margin,0.685,0.706,0.714,0.721,0.727,STJ
Operating profit margin,0.186,0.205,0.191,0.200,0.199,STJ
Pretax profit margin,0.167,0.190,0.126,0.183,0.182,STJ
Net profit margin,0.159,0.178,0.131,0.137,0.147,STJ
Effective tax rate,0.067,0.106,0.133,0.252,0.190,STJ
Return on assets,0.067,0.098,0.071,0.081,0.092,STJ
Return on equity,0.218,0.239,0.171,0.184,0.185,STJ
Return on capital employed,0.097,0.153,0.119,0.147,0.140,STJ
Net income per EBT,0.948,0.938,1.045,0.748,0.810,STJ
Ebt per ebit,0.901,0.928,0.658,0.914,0.915,STJ
Ebit per revenue,0.186,0.205,0.191,0.200,0.199,STJ
Debt ratio,0.691,0.589,0.587,0.558,0.503,STJ
Debt equity ratio,1.581,0.921,0.846,0.752,0.625,STJ
Long term debt to capitalization,0.564,0.351,0.454,0.384,0.377,STJ
Total debt to capitalization,0.613,0.479,0.458,0.429,0.385,STJ
Interest coverage,10,13.541,12.975,15.068,15.928,STJ
Cash flow to debt ratio,0.163,0.337,0.268,0.433,0.460,STJ
Company equity multiplier,3.232,2.431,2.422,2.265,2.013,STJ
Receivables turnover,4.479,4.627,3.868,4.079,4.105,STJ
Payables turnover,8.682,10.947,6.372,6.055,7.567,STJ
Inventory turnover,1.920,2.108,2.223,2.521,2.454,STJ
Fixed asset turnover,4.198,4.186,3.901,3.862,4.042,STJ
Asset turnover,0.424,0.551,0.537,0.594,0.623,STJ
Operating cash flow per share,3.682,4.575,3.348,4.261,3.968,STJ
Free cash flow per share,3.023,3.909,2.575,3.367,3.023,STJ
Cash per share,2.399,5.165,4.906,4.513,3.755,STJ
Payout ratio,0.366,0.302,0.390,0.378,0.248,STJ
Operating cash flow sales ratio,0.188,0.232,0.175,0.243,0.229,STJ
Free cash flow operating cash flow ratio,0.821,0.854,0.769,0.790,0.762,STJ
Cash flow coverage ratios,0.163,0.337,0.268,0.433,0.460,STJ
Short term coverage ratios,0.893,0.819,15.500,2.519,15.430,STJ
Capital expenditure coverage ratio,-5.586,-6.863,-4.329,-4.768,-4.199,STJ
Dividend paid and capex coverage ratio,7.640,11.540,16.017,333.750,-12.647,STJ
Dividend payout ratio,0.366,0.302,0.390,0.378,0.248,STJ
Price book value ratio,4.313,4.408,4.223,2.714,2.486,STJ
Price to book ratio,4.313,4.408,4.223,2.714,2.486,STJ
Price to sales ratio,3.146,3.292,3.248,2.019,1.982,STJ
Price earnings ratio,19.809,18.471,24.711,14.778,13.470,STJ
Price to free cash flows ratio,20.436,16.614,24.176,10.533,11.347,STJ
Price to operating cash flows ratio,16.777,14.193,18.591,8.324,8.644,STJ
Price cash flow ratio,16.777,14.193,18.591,8.324,8.644,STJ
Price earnings to growth ratio,-1.752,0.467,4.988,-2.576,-1.704,STJ
Price sales ratio,3.146,3.292,3.248,2.019,1.982,STJ
Dividend yield,0.018,0.016,0.016,0.026,0.018,STJ
Enterprise value multiple,16.458,13.862,16.854,9.467,9.181,STJ
Price fair value,4.313,4.408,4.223,2.714,2.486,STJ
