,2022,2021,2020,2019,2018,ticker
Current ratio,0.862,0.817,0.878,1.276,0.830,CAG
Quick ratio,0.270,0.264,0.430,0.499,0.304,CAG
Cash ratio,0.024,0.024,0.168,0.110,0.055,CAG
Days of sales outstanding,27.445,25.908,28.422,31.826,26.788,CAG
Days of inventory outstanding,81.405,79.059,62.986,83.317,65.143,CAG
Operating cycle,108.850,104.967,91.409,115.143,91.931,CAG
Days of payables outstanding,78.254,75.499,69.738,66.544,59.786,CAG
Cash conversion cycle,30.597,29.469,21.671,48.599,32.145,CAG
Gross profit margin,0.246,0.284,0.278,0.278,0.296,CAG
Operating profit margin,0.123,0.164,0.132,0.127,0.130,CAG
Pretax profit margin,0.090,0.126,0.088,0.086,0.110,CAG
Net profit margin,0.077,0.116,0.076,0.071,0.102,CAG
Effective tax rate,0.281,0.137,0.208,0.266,0.200,CAG
Return on assets,0.040,0.059,0.038,0.031,0.078,CAG
Return on equity,0.100,0.150,0.106,0.091,0.220,CAG
Return on capital employed,0.075,0.097,0.077,0.061,0.128,CAG
Net income per EBT,0.859,0.921,0.866,0.824,0.924,CAG
Ebt per ebit,0.731,0.770,0.666,0.678,0.846,CAG
Ebit per revenue,0.123,0.164,0.132,0.127,0.130,CAG
Debt ratio,0.605,0.611,0.644,0.664,0.638,CAG
Debt equity ratio,1.013,1.043,1.226,1.431,1.038,CAG
Long term debt to capitalization,0.477,0.489,0.528,0.588,0.468,CAG
Total debt to capitalization,0.503,0.511,0.551,0.589,0.509,CAG
Interest coverage,3.720,4.355,2.991,3.103,6.360,CAG
Cash flow to debt ratio,0.131,0.163,0.189,0.105,0.250,CAG
Company equity multiplier,2.532,2.571,2.805,2.976,2.826,CAG
Receivables turnover,13.299,14.088,12.842,11.469,13.626,CAG
Payables turnover,4.664,4.835,5.234,5.485,6.105,CAG
Inventory turnover,4.484,4.617,5.795,4.381,5.603,CAG
Fixed asset turnover,4.251,4.288,4.626,3.982,4.900,CAG
Asset turnover,0.514,0.504,0.496,0.429,0.764,CAG
Operating cash flow per share,2.451,3.022,3.781,2.535,2.362,CAG
Free cash flow per share,1.484,1.980,3.023,1.740,1.740,CAG
Cash per share,0.173,0.163,1.135,0.533,0.317,CAG
Payout ratio,0.655,0.365,0.492,0.525,0.423,CAG
Operating cash flow sales ratio,0.102,0.131,0.167,0.118,0.120,CAG
Free cash flow operating cash flow ratio,0.606,0.655,0.799,0.686,0.736,CAG
Cash flow coverage ratios,0.131,0.163,0.189,0.105,0.250,CAG
Short term coverage ratios,1.320,2.010,2.176,52.106,1.633,CAG
Capital expenditure coverage ratio,-2.535,-2.899,-4.987,-3.187,-3.793,CAG
Dividend paid and capex coverage ratio,10.028,-46.167,41.782,363.065,10.520,CAG
Dividend payout ratio,0.655,0.365,0.492,0.525,0.423,CAG
Price book value ratio,1.797,2.144,2.128,1.715,4.110,CAG
Price to book ratio,1.797,2.144,2.128,1.715,4.110,CAG
Price to sales ratio,1.380,1.655,1.531,1.342,1.903,CAG
Price earnings ratio,17.926,14.251,20.139,18.871,18.691,CAG
Price to free cash flows ratio,22.334,19.246,11.485,16.572,21.506,CAG
Price to operating cash flows ratio,13.524,12.607,9.182,11.373,15.835,CAG
Price cash flow ratio,13.524,12.607,9.182,11.373,15.835,CAG
Price earnings to growth ratio,-0.584,0.258,1.622,-0.803,0.532,CAG
Price sales ratio,1.380,1.655,1.531,1.342,1.903,CAG
Dividend yield,0.037,0.026,0.024,0.028,0.023,CAG
Enterprise value multiple,13.875,12.367,14.147,15.017,13.403,CAG
Price fair value,1.797,2.144,2.128,1.715,4.110,CAG
