,2022,2021,2020,2019,2018,ticker
Current ratio,0.804,0.831,0.984,0.862,0.989,PEP
Quick ratio,0.579,0.559,0.768,0.663,0.729,PEP
Cash ratio,0.185,0.213,0.350,0.269,0.394,PEP
Days of sales outstanding,42.938,39.865,43.589,42.510,40.315,PEP
Days of inventory outstanding,46.974,42.796,47.891,40.434,38.863,PEP
Operating cycle,89.912,82.660,91.480,82.945,79.178,PEP
Days of payables outstanding,210.233,208.308,224.898,212.481,89.616,PEP
Cash conversion cycle,-120.321,-125.648,-133.418,-129.536,-10.438,PEP
Gross profit margin,0.530,0.533,0.548,0.551,0.546,PEP
Operating profit margin,0.133,0.140,0.143,0.153,0.156,PEP
Pretax profit margin,0.124,0.124,0.129,0.139,0.142,PEP
Net profit margin,0.103,0.096,0.101,0.109,0.194,PEP
Effective tax rate,0.161,0.218,0.209,0.210,-0.367,PEP
Return on assets,0.097,0.082,0.077,0.093,0.161,PEP
Return on equity,0.520,0.475,0.529,0.495,0.862,PEP
Return on capital employed,0.176,0.169,0.145,0.177,0.182,PEP
Net income per EBT,0.832,0.776,0.785,0.785,1.362,PEP
Ebt per ebit,0.930,0.880,0.900,0.905,0.909,PEP
Ebit per revenue,0.133,0.140,0.143,0.153,0.156,PEP
Debt ratio,0.813,0.825,0.854,0.811,0.812,PEP
Debt equity ratio,2.278,2.514,3.282,2.169,2.226,PEP
Long term debt to capitalization,0.675,0.692,0.750,0.663,0.661,PEP
Total debt to capitalization,0.695,0.715,0.766,0.684,0.690,PEP
Interest coverage,12.260,5.991,8.936,9.067,6.630,PEP
Cash flow to debt ratio,0.277,0.288,0.240,0.301,0.291,PEP
Company equity multiplier,5.376,5.758,6.906,5.312,5.348,PEP
Receivables turnover,8.501,9.156,8.374,8.586,9.054,PEP
Payables turnover,1.736,1.752,1.623,1.718,4.073,PEP
Inventory turnover,7.770,8.529,7.622,9.027,9.392,PEP
Fixed asset turnover,3.557,3.547,3.293,3.479,3.676,PEP
Asset turnover,0.937,0.860,0.757,0.855,0.833,PEP
Operating cash flow per share,7.834,8.399,7.663,6.937,6.654,PEP
Free cash flow per share,4.061,5.055,4.601,3.894,4.334,PEP
Cash per share,3.875,4.330,6.896,4.125,6.355,PEP
Payout ratio,0.693,0.763,0.774,0.725,0.394,PEP
Operating cash flow sales ratio,0.125,0.146,0.151,0.144,0.146,PEP
Free cash flow operating cash flow ratio,0.518,0.602,0.600,0.561,0.651,PEP
Cash flow coverage ratios,0.277,0.288,0.240,0.301,0.291,PEP
Short term coverage ratios,3.167,2.696,2.808,3.304,2.339,PEP
Capital expenditure coverage ratio,-2.076,-2.512,-2.503,-2.280,-2.869,PEP
Dividend paid and capex coverage ratio,11.203,9.761,8.363,9.001,5.713,PEP
Dividend payout ratio,0.693,0.763,0.774,0.725,0.394,PEP
Price book value ratio,14.538,14.636,14.933,12.939,10.756,PEP
Price to book ratio,14.538,14.636,14.933,12.939,10.756,PEP
Price to sales ratio,2.886,2.954,2.855,2.849,2.415,PEP
Price earnings ratio,27.981,30.822,28.217,26.158,12.478,PEP
Price to free cash flows ratio,44.488,33.587,31.525,35.318,25.462,PEP
Price to operating cash flows ratio,23.061,20.214,18.930,19.828,16.586,PEP
Price cash flow ratio,23.061,20.214,18.930,19.828,16.586,PEP
Price earnings to growth ratio,1.640,4.282,-12.369,-0.646,0.079,PEP
Price sales ratio,2.886,2.954,2.855,2.849,2.415,PEP
Dividend yield,0.025,0.025,0.027,0.028,0.032,PEP
Enterprise value multiple,19.191,18.091,18.586,16.917,13.452,PEP
Price fair value,14.538,14.636,14.933,12.939,10.756,PEP
