,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),PEP,4954.0,5596.0,8185.0,5509.0
Other short-term investments(figures in $M),PEP,394.0,392.0,1366.0,229.0
Total cash(figures in $M),PEP,5348.0,5988.0,9551.0,5738.0
Net receivables(figures in $M),PEP,10163.0,8680.0,8404.0,7822.0
Inventory(figures in $M),PEP,5222.0,4347.0,4172.0,3338.0
Total current assets(figures in $M),PEP,21539.0,21783.0,23001.0,17645.0
"Gross property, plant and equipment(figures in $M)",PEP,52157.0,48848.0,48010.0,44551.0
Accumulated depreciation(figures in $M),PEP,-25493.0,-24421.0,-24971.0,-23698.0
"Net property, plant and equipment(figures in $M)",PEP,24291.0,22407.0,21369.0,19305.0
Equity and other investments(figures in $M),PEP,3073.0,2627.0,2792.0,2683.0
Goodwill(figures in $M),PEP,18202.0,18381.0,18757.0,15501.0
Intangible assets(figures in $M),PEP,15586.0,18665.0,19315.0,16043.0
Other long-term assets(figures in $M),PEP,5292.0,4204.0,3312.0,3011.0
Total non-current assets(figures in $M),PEP,70648.0,70594.0,69917.0,60902.0
Total assets(figures in $M),PEP,92187.0,92377.0,92918.0,78547.0
Current debt(figures in $M),PEP,3414.0,4308.0,3780.0,2920.0
Accounts payable(figures in $M),PEP,23371.0,21159.0,19592.0,17541.0
Accrued liabilities(figures in $M),PEP,3637.0,3087.0,2935.0,2765.0
Other current liabilities(figures in $M),PEP,4390.0,753.0,3855.0,3077.0
Total current liabilities(figures in $M),PEP,26785.0,26220.0,23372.0,20461.0
Long-term debt(figures in $M),PEP,35657.0,36026.0,40370.0,29148.0
Deferred tax liabilities(figures in $M),PEP,4133.0,4826.0,4284.0,4091.0
Other long-term liabilities(figures in $M),PEP,8339.0,9154.0,11340.0,9979.0
Total non-current liabilities(figures in $M),PEP,48129.0,50006.0,55994.0,43218.0
Total liabilities(figures in $M),PEP,74914.0,76226.0,79366.0,63679.0
Common stock(figures in $M),PEP,23.0,23.0,23.0,23.0
Retained earnings(figures in $M),PEP,67800.0,65165.0,63443.0,61946.0
Accumulated other comprehensive income(figures in $M),PEP,-15302.0,-14898.0,-15476.0,-14300.0
Total stockholders' equity(figures in $M),PEP,17149.0,16043.0,13454.0,14786.0
Total liabilities and stockholders' equity(figures in $M),PEP,92187.0,92377.0,92918.0,78547.0
