,2022,2021,2020,2019,2018,ticker
Current ratio,1.029,0.677,1.243,0.694,1.504,SJM
Quick ratio,0.356,0.303,0.594,0.258,0.559,SJM
Cash ratio,0.087,0.117,0.246,0.043,0.186,SJM
Days of sales outstanding,23.943,24.342,25.799,23.461,19.130,SJM
Days of inventory outstanding,75.043,72.032,68.094,67.501,68.979,SJM
Operating cycle,98.986,96.374,93.894,90.962,88.110,SJM
Days of payables outstanding,82.208,77.600,59.477,43.824,41.344,SJM
Cash conversion cycle,16.778,18.774,34.417,47.138,46.766,SJM
Gross profit margin,0.338,0.392,0.385,0.372,0.385,SJM
Operating profit margin,0.128,0.173,0.157,0.118,0.141,SJM
Pretax profit margin,0.105,0.146,0.132,0.090,0.117,SJM
Net profit margin,0.079,0.110,0.100,0.066,0.182,SJM
Effective tax rate,0.251,0.252,0.241,0.267,-0.555,SJM
Return on assets,0.039,0.054,0.046,0.031,0.087,SJM
Return on equity,0.078,0.108,0.095,0.065,0.170,SJM
Return on capital employed,0.073,0.103,0.080,0.065,0.073,SJM
Net income per EBT,0.749,0.748,0.759,0.733,1.555,SJM
Ebt per ebit,0.824,0.845,0.839,0.756,0.831,SJM
Ebit per revenue,0.128,0.173,0.157,0.118,0.141,SJM
Debt ratio,0.493,0.501,0.517,0.523,0.484,SJM
Debt equity ratio,0.552,0.585,0.686,0.742,0.612,SJM
Long term debt to capitalization,0.346,0.302,0.396,0.370,0.373,SJM
Total debt to capitalization,0.356,0.369,0.407,0.426,0.380,SJM
Interest coverage,6.363,7.831,6.465,4.467,5.951,SJM
Cash flow to debt ratio,0.253,0.329,0.223,0.193,0.252,SJM
Company equity multiplier,1.972,2.004,2.072,2.097,1.939,SJM
Receivables turnover,15.245,14.995,14.148,15.558,19.080,SJM
Payables turnover,4.440,4.704,6.137,8.329,8.828,SJM
Inventory turnover,4.864,5.067,5.360,5.407,5.291,SJM
Fixed asset turnover,3.752,3.998,3.961,4.099,4.255,SJM
Asset turnover,0.498,0.491,0.460,0.469,0.481,SJM
Operating cash flow per share,10.531,13.973,11.065,10.037,10.722,SJM
Free cash flow per share,6.662,11.235,8.690,6.872,7.888,SJM
Cash per share,1.575,2.985,3.449,0.891,1.695,SJM
Payout ratio,0.662,0.460,0.509,0.735,0.262,SJM
Operating cash flow sales ratio,0.142,0.196,0.161,0.146,0.166,SJM
Free cash flow operating cash flow ratio,0.633,0.804,0.785,0.685,0.736,SJM
Cash flow coverage ratios,0.253,0.329,0.223,0.193,0.252,SJM
Short term coverage ratios,6.313,1.267,5.060,0.932,8.458,SJM
Capital expenditure coverage ratio,-2.722,-5.103,-4.659,-3.172,-3.784,SJM
Dividend paid and capex coverage ratio,1.894 K,16.218,9.842,63.050,42.887,SJM
Dividend payout ratio,0.662,0.460,0.509,0.735,0.262,SJM
Price book value ratio,1.815,1.806,1.591,1.749,1.642,SJM
Price to book ratio,1.815,1.806,1.591,1.749,1.642,SJM
Price to sales ratio,1.847,1.833,1.670,1.779,1.761,SJM
Price earnings ratio,23.389,16.742,16.717,27.105,9.681,SJM
Price to free cash flows ratio,20.555,11.659,13.223,17.844,14.462,SJM
Price to operating cash flows ratio,13.003,9.374,10.385,12.218,10.640,SJM
Price cash flow ratio,13.003,9.374,10.385,12.218,10.640,SJM
Price earnings to growth ratio,-0.934,1.205,0.326,-0.440,0.074,SJM
Price sales ratio,1.847,1.833,1.670,1.779,1.761,SJM
Dividend yield,0.028,0.027,0.030,0.027,0.027,SJM
Enterprise value multiple,11.771,10.454,10.548,14.569,12.152,SJM
Price fair value,1.815,1.806,1.591,1.749,1.642,SJM
