,2020,2019,2018,2017,2016,ticker
Current ratio,3.994,5.235,5.496,5.647,4.807,TIF
Quick ratio,1.172,1.533,2.100,1.916,1.497,TIF
Cash ratio,0.901,1.104,1.339,1.466,1.156,TIF
Days of sales outstanding,19.801,20.164,20.238,20.686,18.353,TIF
Days of inventory outstanding,541.077,543.327,525.543,521.022,503.300,TIF
Operating cycle,560.878,563.491,545.781,541.708,521.653,TIF
Days of payables outstanding,57.382,48.582,46.992,26.225,28.909,TIF
Cash conversion cycle,503.496,514.909,498.789,515.483,492.744,TIF
Gross profit margin,0.624,0.633,0.625,0.622,0.607,TIF
Operating profit margin,0.166,0.178,0.191,0.180,0.185,TIF
Pretax profit margin,0.156,0.167,0.182,0.169,0.173,TIF
Net profit margin,0.122,0.132,0.089,0.111,0.113,TIF
Effective tax rate,0.216,0.211,0.513,0.341,0.347,TIF
Return on assets,0.081,0.110,0.068,0.088,0.090,TIF
Return on equity,0.163,0.188,0.114,0.148,0.159,TIF
Return on capital employed,0.129,0.171,0.167,0.162,0.173,TIF
Net income per EBT,0.784,0.789,0.487,0.659,0.653,TIF
Ebt per ebit,0.942,0.941,0.957,0.938,0.934,TIF
Ebit per revenue,0.166,0.178,0.191,0.180,0.185,TIF
Debt ratio,0.499,0.413,0.406,0.406,0.429,TIF
Debt equity ratio,1.001,0.706,0.687,0.687,0.756,TIF
Long term debt to capitalization,0.210,0.221,0.214,0.226,0.215,TIF
Total debt to capitalization,0.237,0.242,0.237,0.269,0.275,TIF
Interest coverage,19.029,19.907,18.917,15.678,15.512,TIF
Cash flow to debt ratio,0.650,0.534,0.929,0.634,0.737,TIF
Company equity multiplier,2.004,1.711,1.691,1.692,1.762,TIF
Receivables turnover,18.433,18.101,18.035,17.645,19.888,TIF
Payables turnover,6.361,7.513,7.767,13.918,12.626,TIF
Inventory turnover,0.675,0.672,0.695,0.701,0.725,TIF
Fixed asset turnover,2.010,4.327,4.210,4.295,4.387,TIF
Asset turnover,0.664,0.833,0.763,0.785,0.800,TIF
Operating cash flow per share,5.540,4.327,7.488,5.612,6.327,TIF
Free cash flow per share,2.893,2.032,5.565,3.831,4.362,TIF
Cash per share,7.410,6.959,10.371,7.880,6.894,TIF
Payout ratio,0.511,0.450,0.655,0.490,0.438,TIF
Operating cash flow sales ratio,0.152,0.120,0.224,0.175,0.198,TIF
Free cash flow operating cash flow ratio,0.522,0.470,0.743,0.683,0.689,TIF
Cash flow coverage ratios,0.650,0.534,0.929,0.634,0.737,TIF
Short term coverage ratios,4.536,4.690,7.730,3.070,2.661,TIF
Capital expenditure coverage ratio,-2.093,-1.885,-3.896,-3.151,-3.220,TIF
Dividend paid and capex coverage ratio,-15.144,-29.060,282.485,-175.525,-16.503,TIF
Dividend payout ratio,0.511,0.450,0.655,0.490,0.438,TIF
Price book value ratio,4.884,3.498,4.106,3.268,2.859,TIF
Price to book ratio,4.884,3.498,4.106,3.268,2.859,TIF
Price to sales ratio,3.669,2.455,3.184,2.461,2.028,TIF
Price earnings ratio,29.994,18.596,35.877,22.075,17.944,TIF
Price to free cash flows ratio,46.331,43.672,19.163,20.546,14.841,TIF
Price to operating cash flows ratio,24.191,20.506,14.244,14.026,10.231,TIF
Price cash flow ratio,24.191,20.506,14.244,14.026,10.231,TIF
Price earnings to growth ratio,-4.769,0.307,-2.135,-19.923,-4.806,TIF
Price sales ratio,3.669,2.455,3.184,2.461,2.028,TIF
Dividend yield,0.017,0.024,0.018,0.022,0.024,TIF
Enterprise value multiple,16.578,10.975,13.187,10.769,8.929,TIF
Price fair value,4.884,3.498,4.106,3.268,2.859,TIF
