,2019,2018,2017,2016,2015,ticker
Current ratio,1.272,1.360,1.225,1.201,1.476,RHT
Quick ratio,0.737,0.755,1.464,1.607,1.728,RHT
Cash ratio,0.199,0.267,0.577,0.595,0.785,RHT
Days of sales outstanding,106.413,100.827,96.073,90.656,95.462,RHT
Days of inventory outstanding,0,0,0,0,0,RHT
Operating cycle,106.413,100.827,96.073,90.656,95.462,RHT
Days of payables outstanding,359.878,361.018,388.256,335.733,317.617,RHT
Cash conversion cycle,-253.465,-260.191,-292.183,-245.078,-222.155,RHT
Gross profit margin,0.852,0.852,0.853,0.849,0.847,RHT
Operating profit margin,0.152,0.162,0.138,0.140,0.140,RHT
Pretax profit margin,0.154,0.163,0.133,0.134,0.143,RHT
Net profit margin,0.129,0.089,0.105,0.097,0.101,RHT
Effective tax rate,0.162,0.455,0.208,0.275,0.295,RHT
Return on assets,0.078,0.047,0.056,0.048,0.047,RHT
Return on equity,0.269,0.176,0.203,0.149,0.140,RHT
Return on capital employed,0.179,0.149,0.126,0.111,0.101,RHT
Net income per EBT,0.838,0.545,0.792,0.725,0.705,RHT
Ebt per ebit,1.011,1.005,0.964,0.954,1.022,RHT
Ebit per revenue,0.152,0.162,0.138,0.140,0.140,RHT
Debt ratio,0.711,0.731,0.725,0.679,0.661,RHT
Debt equity ratio,2.463,2.718,2.636,2.114,1.952,RHT
Long term debt to capitalization,0.125,0.336,0.374,0.352,0.357,RHT
Total debt to capitalization,0.157,0.343,0.375,0.352,0.358,RHT
Interest coverage,25.821,19.229,13.947,12.458,26.612,RHT
Cash flow to debt ratio,3.361,1.202,1.049,0.987,0.868,RHT
Company equity multiplier,3.463,3.718,3.636,3.114,2.952,RHT
Receivables turnover,3.430,3.620,3.799,4.026,3.824,RHT
Payables turnover,1.014,1.011,0.940,1.087,1.149,RHT
Inventory turnover,0,0,0,0,0,RHT
Fixed asset turnover,16.897,14.170,12.719,12.297,10.395,RHT
Asset turnover,0.602,0.534,0.532,0.494,0.471,RHT
Operating cash flow per share,5.729,5.211,4.363,3.917,3.339,RHT
Free cash flow per share,5.323,4.637,3.912,3.613,3.061,RHT
Cash per share,5.808,5.269,11.875,10.915,9.857,RHT
Payout ratio,0,0,0,0,0,RHT
Operating cash flow sales ratio,0.301,0.316,0.325,0.349,0.348,RHT
Free cash flow operating cash flow ratio,0.929,0.890,0.897,0.922,0.917,RHT
Cash flow coverage ratios,3.361,1.202,1.049,0.987,0.868,RHT
Short term coverage ratios,14.510,38.778,578.816,488.134,337.741,RHT
Capital expenditure coverage ratio,-16.531,-10.865,-11.338,-17.233,-13.643,RHT
Dividend paid and capex coverage ratio,-16.531,-10.865,-11.338,-17.233,-13.643,RHT
Dividend payout ratio,0,0,0,0,0,RHT
Dividend yield,0,0,0,0,0,RHT
