,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),GCI,2945.303,2945.303,3208.083,3405.67,1867.909
Cost of revenue(figures in $M),GCI,1860.353,1860.353,1901.564,2034.272,1079.593
Gross profit(figures in $M),GCI,1084.95,1084.95,1306.519,1371.398,788.316
Selling general and administrative(figures in $M),GCI,852.488,852.488,902.064,999.789,606.917
Total operating expenses(figures in $M),GCI,1036.402,1036.402,1126.974,1263.608,718.799
Operating income or loss(figures in $M),GCI,48.548,48.548,179.545,107.79,69.517
Interest expense(figures in $M),GCI,108.366,108.366,135.748,228.513,63.66
Total other income/expenses net(figures in $M),GCI,-17.088,-17.088,-131.718,-585.124,-213.041
Income before tax(figures in $M),GCI,-76.906,-76.906,-87.921,-705.847,-207.184
Income tax expense(figures in $M),GCI,1.349,1.349,48.25,-33.45,-85.994
Income from continuing operations(figures in $M),GCI,-78.255,-78.255,-136.171,-672.397,-121.19
Net income(figures in $M),GCI,-78.002,-78.002,-134.962,-670.479,-119.842
Net income available to common shareholders(figures in $M),GCI,-78.002,-78.002,-134.962,-670.479,-119.842
Basic EPS(figures in $M),GCI,,-5.699999999999999e-07,-1e-06,-5.0899999999999995e-06,-1.77e-06
Diluted EPS(figures in $M),GCI,,-5.699999999999999e-07,-1e-06,-5.0899999999999995e-06,-1.77e-06
Basic average shares(figures in $M),GCI,,136.903,134.783,131.742,67.671
Diluted average shares(figures in $M),GCI,,136.903,134.783,131.742,67.671
EBITDA(figures in $M),GCI,,213.482,251.785,-213.515,-31.642
