,2022,2021,2020,2019,2018,ticker
Current ratio,0.823,0.871,0.859,1.084,1.201,GCI
Quick ratio,0.622,0.694,0.654,0.828,0.899,GCI
Cash ratio,0.153,0.197,0.230,0.217,0.196,GCI
Days of sales outstanding,35.866,37.402,33.685,85.690,41.683,GCI
Days of inventory outstanding,8.873,7.229,6.293,18.625,0,GCI
Days of payables outstanding,37.100,30.185,67.867,49.698,0,GCI
Gross profit margin,0.368,0.407,0.403,0.422,0,GCI
Operating profit margin,0.038,0.092,0.055,0.042,0.038,GCI
Pretax profit margin,-0.026,-0.027,-0.207,-0.111,0.013,GCI
Net profit margin,-0.027,-0.042,-0.197,-0.065,0.012,GCI
Effective tax rate,-0.018,-0.549,0.047,0.415,0.096,GCI
Return on assets,-0.033,-0.048,-0.216,-0.030,0.013,GCI
Return on equity,-0.265,-0.256,-1.847,-0.123,0.025,GCI
Return on capital employed,0.064,0.136,0.080,0.024,0.049,GCI
Net income per EBT,1.018,1.549,0.953,0.585,0.909,GCI
Ebt per ebit,-0.679,-0.299,-3.746,-2.622,0.344,GCI
Ebit per revenue,0.038,0.092,0.055,0.042,0.038,GCI
Debt ratio,0.877,0.813,0.883,0.756,0.503,GCI
Debt equity ratio,4.669,2.795,5.149,1.977,0.614,GCI
Long term debt to capitalization,0.817,0.727,0.827,0.664,0.374,GCI
Total debt to capitalization,0.824,0.736,0.837,0.664,0.381,GCI
Interest coverage,1.045,2.163,0.825,1.241,1.612,GCI
Cash flow to debt ratio,0.030,0.086,0.031,0.013,0.249,GCI
Company equity multiplier,8.093,5.315,8.538,4.096,2.013,GCI
Receivables turnover,10.177,9.759,10.836,4.260,8.756,GCI
Payables turnover,9.838,12.092,5.378,7.344,0,GCI
Inventory turnover,41.137,50.490,57.998,19.597,0,GCI
Fixed asset turnover,5.461,4.668,3.871,1.660,4.493,GCI
Asset turnover,1.231,1.134,1.095,0.465,1.057,GCI
Operating cash flow per share,0.298,0.946,0.439,0.377,1.889,GCI
Free cash flow per share,-0.034,0.652,0.158,0.171,1.688,GCI
Cash per share,0.688,0.970,1.296,2.306,0.839,GCI
Payout ratio,0,0,0,-0.759,4.792,GCI
Operating cash flow sales ratio,0.014,0.040,0.017,0.014,0.072,GCI
Free cash flow operating cash flow ratio,-0.113,0.690,0.360,0.453,0.894,GCI
Cash flow coverage ratios,0.030,0.086,0.031,0.013,0.249,GCI
Short term coverage ratios,0.675,1.835,0.450,7.738,8.839,GCI
Capital expenditure coverage ratio,-0.899,-3.222,-1.562,-1.827,-9.413,GCI
Dividend paid and capex coverage ratio,-0.899,-3.222,-1.562,0.328,1.450,GCI
Dividend payout ratio,0,0,0,-0.759,4.792,GCI
Price book value ratio,0.940,1.350,1.216,0.440,0.690,GCI
Price to book ratio,0.940,1.350,1.216,0.440,0.690,GCI
Price to sales ratio,0.094,0.224,0.130,0.231,0.324,GCI
Price earnings ratio,-3.551,-5.276,-0.658,-3.563,27.196,GCI
Price to free cash flows ratio,-60.416,8.173,21.287,37.358,5.054,GCI
Price to operating cash flows ratio,6.816,5.637,7.662,16.908,4.517,GCI
Price cash flow ratio,6.816,5.637,7.662,16.908,4.517,GCI
Price earnings to growth ratio,-0.082,-0.066,0.004,0.005,0.016,GCI
Price sales ratio,0.094,0.224,0.130,0.231,0.324,GCI
Dividend yield,0,0,0,0.213,0.176,GCI
Enterprise value multiple,5.299,4.170,4.746,11.609,6.291,GCI
Price fair value,0.940,1.350,1.216,0.440,0.690,GCI
