,ticker,2022-08-31,2021-08-31,2020-08-31,2019-08-31
Cash and cash equivalents(figures in $M),JBL,1478.0,1567.0,1393.557,1163.343
Total cash(figures in $M),JBL,1478.0,1567.0,1393.557,1163.343
Net receivables(figures in $M),JBL,3995.0,3141.0,2847.743,2745.226
Inventory(figures in $M),JBL,6128.0,4414.0,3131.783,3023.003
Total current assets(figures in $M),JBL,13908.0,10877.0,9134.885,8345.085
"Gross property, plant and equipment(figures in $M)",JBL,4454.0,4465.0,4028.159,7444.246
Accumulated depreciation(figures in $M),JBL,-5624.0,-5033.0,-4525.758,-4110.496
"Net property, plant and equipment(figures in $M)",JBL,4454.0,4465.0,4028.159,3333.75
Goodwill(figures in $M),JBL,704.0,715.0,696.853,622.255
Intangible assets(figures in $M),JBL,158.0,182.0,209.87,256.853
Other long-term assets(figures in $M),JBL,294.0,239.0,162.242,213.705
Total non-current assets(figures in $M),JBL,5809.0,5777.0,5262.531,4625.39
Total assets(figures in $M),JBL,19717.0,16654.0,14397.416,12970.475
Current debt(figures in $M),JBL,300.0,0.0,50.194,375.181
Accounts payable(figures in $M),JBL,8006.0,6841.0,5687.038,5166.78
Accrued liabilities(figures in $M),JBL,5272.0,3734.0,3211.528,2990.144
Deferred revenues(figures in $M),JBL,796.0,559.0,496.219,511.329
Total current liabilities(figures in $M),JBL,13697.0,10683.0,9059.483,8532.105
Long-term debt(figures in $M),JBL,2575.0,2878.0,2678.288,2121.284
Deferred tax liabilities(figures in $M),JBL,122.0,111.0,114.657,115.818
Other long-term liabilities(figures in $M),JBL,272.0,334.0,268.925,163.821
Total non-current liabilities(figures in $M),JBL,3568.0,3834.0,3512.534,2537.612
Total liabilities(figures in $M),JBL,17265.0,14517.0,12572.017,11069.717
Common stock(figures in $M),JBL,0.0,0.0,0.264,0.26
Retained earnings(figures in $M),JBL,3638.0,2688.0,2040.922,2037.037
Accumulated other comprehensive income(figures in $M),JBL,-42.0,-25.0,-34.168,-82.794
Total stockholders' equity(figures in $M),JBL,2451.0,2136.0,1811.384,1887.443
Total liabilities and stockholders' equity(figures in $M),JBL,19717.0,16654.0,14397.416,12970.475
