,2022,2021,2020,2019,2018,ticker
Current ratio,1.152,1.332,1.240,1.215,1.380,MSI
Quick ratio,0.868,1.074,1.025,1.006,1.201,MSI
Cash ratio,0.291,0.461,0.359,0.291,0.402,MSI
Days of sales outstanding,105.470,111.273,114.364,113.753,122.926,MSI
Days of inventory outstanding,78.860,69.625,48.718,41.242,33.637,MSI
Operating cycle,184.331,180.898,163.082,154.995,156.563,MSI
Days of payables outstanding,90.222,75.191,58.692,57.020,73.416,MSI
Cash conversion cycle,94.108,105.707,104.390,97.976,83.147,MSI
Gross profit margin,0.464,0.494,0.487,0.498,0.474,MSI
Operating profit margin,0.182,0.204,0.187,0.154,0.171,MSI
Pretax profit margin,0.166,0.190,0.158,0.127,0.150,MSI
Net profit margin,0.150,0.152,0.128,0.110,0.132,MSI
Effective tax rate,0.098,0.195,0.188,0.130,0.121,MSI
Return on assets,0.106,0.102,0.087,0.082,0.103,MSI
Return on equity,11.750,-31.125,-1.701,-1.240,-0.747,MSI
Return on capital employed,0.201,0.205,0.187,0.169,0.199,MSI
Net income per EBT,0.900,0.802,0.808,0.867,0.877,MSI
Ebt per ebit,0.912,0.931,0.849,0.823,0.878,MSI
Ebit per revenue,0.182,0.204,0.187,0.154,0.171,MSI
Debt ratio,0.990,1.002,1.050,1.064,1.136,MSI
Debt equity ratio,56.474,-150.150,-9.995,-8.037,-4.114,MSI
Long term debt to capitalization,0.982,1.007,1.111,1.143,1.324,MSI
Total debt to capitalization,0.983,1.007,1.111,1.142,1.321,MSI
Interest coverage,6.921,8.014,6.286,5.527,5.229,MSI
Cash flow to debt ratio,0.278,0.306,0.289,0.324,0.202,MSI
Company equity multiplier,110.466,-304.725,-19.491,-15.203,-7.277,MSI
Receivables turnover,3.461,3.280,3.192,3.209,2.969,MSI
Payables turnover,4.046,4.854,6.219,6.401,4.972,MSI
Inventory turnover,4.628,5.242,7.492,8.850,10.851,MSI
Fixed asset turnover,6.453,5.738,4.976,5.102,8.204,MSI
Asset turnover,0.711,0.670,0.682,0.741,0.780,MSI
Operating cash flow per share,10.884,10.857,9.488,10.942,6.619,MSI
Free cash flow per share,9.355,9.421,8.212,9.454,5.406,MSI
Cash per share,7.910,11.076,7.376,6.008,7.672,MSI
Payout ratio,0.389,0.387,0.459,0.437,0.349,MSI
Operating cash flow sales ratio,0.200,0.225,0.218,0.231,0.146,MSI
Free cash flow operating cash flow ratio,0.860,0.868,0.865,0.864,0.817,MSI
Cash flow coverage ratios,0.278,0.306,0.289,0.324,0.202,MSI
Short term coverage ratios,15.319,367.400,134.417,113.938,34.677,MSI
Capital expenditure coverage ratio,-7.121,-7.560,-7.433,-7.351,-5.457,MSI
Dividend paid and capex coverage ratio,6.653,7.686,7.365,13.916,7.679,MSI
Dividend payout ratio,0.389,0.387,0.459,0.437,0.349,MSI
Price book value ratio,372.124,-1.149 K,-51.810,-38.351,-14.449,MSI
Price to book ratio,372.124,-1.149 K,-51.810,-38.351,-14.449,MSI
Price to sales ratio,4.737,5.626,3.899,3.404,2.544,MSI
Price earnings ratio,31.670,36.925,30.464,30.928,19.340,MSI
Price to free cash flows ratio,27.547,28.840,20.709,17.045,21.278,MSI
Price to operating cash flows ratio,23.679,25.025,17.923,14.726,17.379,MSI
Price cash flow ratio,23.679,25.025,17.923,14.726,17.379,MSI
Price earnings to growth ratio,2.988,1.158,4.290,-2.487,0.027,MSI
Price sales ratio,4.737,5.626,3.899,3.404,2.544,MSI
Dividend yield,0.012,0.010,0.015,0.014,0.018,MSI
Enterprise value multiple,20.967,22.805,18.412,19.547,13.394,MSI
Price fair value,372.124,-1.149 K,-51.810,-38.351,-14.449,MSI
