,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MSI,1325.0,1874.0,1254.0,1001.0
Total cash(figures in $M),MSI,1325.0,1874.0,1254.0,1001.0
Net receivables(figures in $M),MSI,1518.0,1386.0,1390.0,1412.0
Inventory(figures in $M),MSI,1055.0,788.0,508.0,447.0
Other current assets(figures in $M),MSI,383.0,259.0,242.0,272.0
Total current assets(figures in $M),MSI,5255.0,5412.0,4327.0,4178.0
"Gross property, plant and equipment(figures in $M)",MSI,1412.0,1424.0,1490.0,1546.0
Accumulated depreciation(figures in $M),MSI,-1837.0,-1876.0,-1699.0,-1484.0
"Net property, plant and equipment(figures in $M)",MSI,1412.0,1424.0,1490.0,1546.0
Equity and other investments(figures in $M),MSI,147.0,209.0,158.0,159.0
Goodwill(figures in $M),MSI,3312.0,2565.0,2219.0,2067.0
Intangible assets(figures in $M),MSI,1342.0,1105.0,1234.0,1327.0
Other long-term assets(figures in $M),MSI,310.0,558.0,482.0,422.0
Total non-current assets(figures in $M),MSI,7559.0,6777.0,6549.0,6464.0
Total assets(figures in $M),MSI,12814.0,12189.0,10876.0,10642.0
Current debt(figures in $M),MSI,1.0,5.0,12.0,16.0
Accounts payable(figures in $M),MSI,1062.0,851.0,612.0,618.0
Accrued liabilities(figures in $M),MSI,1638.0,1557.0,1311.0,1356.0
Deferred revenues(figures in $M),MSI,1859.0,1650.0,1554.0,1449.0
Total current liabilities(figures in $M),MSI,4560.0,4063.0,3489.0,3439.0
Long-term debt(figures in $M),MSI,6013.0,5688.0,5163.0,5113.0
Deferred tax liabilities(figures in $M),MSI,73.0,183.0,180.0,184.0
Deferred revenues(figures in $M),MSI,363.0,306.0,283.0,274.0
Other long-term liabilities(figures in $M),MSI,1691.0,2148.0,2363.0,2276.0
Total non-current liabilities(figures in $M),MSI,8123.0,8149.0,7928.0,7886.0
Total liabilities(figures in $M),MSI,12683.0,12212.0,11417.0,11325.0
Common stock(figures in $M),MSI,2.0,2.0,2.0,2.0
Retained earnings(figures in $M),MSI,1343.0,1350.0,1127.0,1239.0
Accumulated other comprehensive income(figures in $M),MSI,-2535.0,-2379.0,-2446.0,-2440.0
Total stockholders' equity(figures in $M),MSI,116.0,-40.0,-558.0,-700.0
Total liabilities and stockholders' equity(figures in $M),MSI,12814.0,12189.0,10876.0,10642.0
