,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NTRS,6761.2,6761.2,6464.5,6100.8,6073.1
Interest expense(figures in $M),NTRS,990.5,990.5,23.8,200.3,822.0
Income before tax(figures in $M),NTRS,1766.3,1766.3,2010.1,1627.6,1944.1
Income tax expense(figures in $M),NTRS,430.3,430.3,464.8,418.3,451.9
Income from continuing operations(figures in $M),NTRS,1336.0,1336.0,1545.3,1209.3,1492.2
Net income(figures in $M),NTRS,1336.0,1336.0,1545.3,1209.3,1492.2
Net income available to common shareholders(figures in $M),NTRS,1282.4,1282.4,1490.6,1141.0,1428.9
Basic EPS(figures in $M),NTRS,,6.16e-06,7.16e-06,5.48e-06,6.66e-06
Diluted EPS(figures in $M),NTRS,,6.14e-06,7.139999999999999e-06,5.46e-06,6.63e-06
Basic average shares(figures in $M),NTRS,,208.309,208.076,208.319,214.526
Diluted average shares(figures in $M),NTRS,,208.867,208.899,209.008,215.601
