,2022,2021,2020,2019,2018,ticker
Current ratio,0,0,0,7.387,0.472,NTRS
Quick ratio,0,0,0,7.387,0.655,NTRS
Cash ratio,0,0,0,5.553,0.329,NTRS
Days of sales outstanding,91.682,109.604,69.413,50.828,115.083,NTRS
Days of inventory outstanding,0,0,0,0,0,NTRS
Days of payables outstanding,0,0,0,0,0,NTRS
Gross profit margin,1,1,1,1,0,NTRS
Operating profit margin,0.335,0.315,0.300,0.455,0,NTRS
Pretax profit margin,0.261,0.311,0.267,0.320,0.375,NTRS
Net profit margin,0.198,0.239,0.198,0.246,0.298,NTRS
Effective tax rate,0.244,0.231,0.257,0.232,0.205,NTRS
Return on assets,0.009,0.008,0.007,0.011,0.012,NTRS
Return on equity,0.119,0.129,0.103,0.135,0.148,NTRS
Return on capital employed,0.015,0.011,0.011,0.021,0,NTRS
Net income per EBT,0.756,0.769,0.743,0.768,0.795,NTRS
Ebt per ebit,0.781,0.988,0.890,0.703,0,NTRS
Ebit per revenue,0.335,0.315,0.300,0.455,0,NTRS
Debt ratio,0.927,0.935,0,0.919,0.921,NTRS
Debt equity ratio,1.100,0.602,0.736,1.063,2.090,NTRS
Long term debt to capitalization,0.524,0.376,0.424,0.265,0.518,NTRS
Total debt to capitalization,0.524,0.376,0.424,0.515,0.676,NTRS
Interest coverage,2.284,85.458,9.126,3.365,0,NTRS
Cash flow to debt ratio,0.193,0.187,0.221,0.220,0.080,NTRS
Company equity multiplier,13.769,15.303,14.545,12.337,12.582,NTRS
Receivables turnover,3.981,3.330,5.258,7.181,3.172,NTRS
Payables turnover,0,0,0,0,0,NTRS
Inventory turnover,0,0,0,0,0,NTRS
Fixed asset turnover,13.509,13.228,11.849,12.566,12.192,NTRS
Asset turnover,0.044,0.035,0.036,0.044,0.039,NTRS
Operating cash flow per share,11.485,6.517,9.105,12.082,7.921,NTRS
Free cash flow per share,8.012,4.041,6.415,9.287,5.653,NTRS
Cash per share,352.003,400.065,400.673,264.205,339.751,NTRS
Payout ratio,0.596,0.405,0.521,0.386,0.290,NTRS
Operating cash flow sales ratio,0.354,0.210,0.311,0.427,0.339,NTRS
Free cash flow operating cash flow ratio,0.698,0.620,0.705,0.769,0.714,NTRS
Cash flow coverage ratios,0.193,0.187,0.221,0.220,0.080,NTRS
Short term coverage ratios,0,0,0,0.333,0.166,NTRS
Capital expenditure coverage ratio,-3.307,-2.632,-3.385,-4.321,-3.493,NTRS
Dividend paid and capex coverage ratio,32.683,12.327,27.058,-109.367,-32.611,NTRS
Dividend payout ratio,0.596,0.405,0.521,0.386,0.290,NTRS
Price book value ratio,1.637,2.071,1.660,2.055,1.775,NTRS
Price to book ratio,1.637,2.071,1.660,2.055,1.775,NTRS
Price to sales ratio,2.726,3.850,3.180,3.753,3.573,NTRS
Price earnings ratio,13.797,16.106,16.045,15.274,11.985,NTRS
Price to free cash flows ratio,11.045,29.597,14.519,11.440,14.786,NTRS
Price to operating cash flows ratio,7.705,18.354,10.229,8.793,10.553,NTRS
Price cash flow ratio,7.705,18.354,10.229,8.793,10.553,NTRS
Price earnings to growth ratio,-0.988,0.525,-0.906,-51.014,0.343,NTRS
Price sales ratio,2.726,3.850,3.180,3.753,3.573,NTRS
Dividend yield,0.043,0.025,0.032,0.025,0.024,NTRS
Enterprise value multiple,-5.614,-14.707,-15.579,-2.687,0.543,NTRS
Price fair value,1.637,2.071,1.660,2.055,1.775,NTRS
