,2022,2021,2020,2019,2018,ticker
Current ratio,163.948,258.605,0,417.907,0.427,LNC
Quick ratio,163.363,258.605,0,417.907,0.413,LNC
Cash ratio,4.457,4.749,0,8.543,0.008,LNC
Days of sales outstanding,-68.900 K,66.837 K,355.435,372.424,407.091,LNC
Days of inventory outstanding,0,0,0,0,0,LNC
Days of payables outstanding,0,0,0,0,0,LNC
Gross profit margin,1,1,1,1,0,LNC
Operating profit margin,24.544,16.737,0.041,0.072,0,LNC
Pretax profit margin,-16.748,14.368,0.024,0.053,0.115,LNC
Net profit margin,-13.184,12.325,0.029,0.051,0.100,LNC
Effective tax rate,0.213,0.142,-0.180,0.036,0.129,LNC
Return on assets,0.004,0.004,0.001,0.003,0.006,LNC
Return on equity,0.266,0.069,0.022,0.045,0.114,LNC
Return on capital employed,-0.008,0.005,0.002,0.004,0,LNC
Net income per EBT,0.787,0.858,1.180,0.964,0.871,LNC
Ebt per ebit,-0.682,0.858,0.598,0.738,0,LNC
Ebit per revenue,24.544,16.737,0.041,0.072,0,LNC
Debt ratio,0.985,0.948,0,0.941,0.952,LNC
Debt equity ratio,1.265,0.327,0.294,0.323,0.407,LNC
Long term debt to capitalization,0.539,0.238,0.227,0.236,0.289,LNC
Total debt to capitalization,0.559,0.246,0.227,0.244,0.289,LNC
Interest coverage,-8.933,7.067,2.489,3.819,0,LNC
Cash flow to debt ratio,0.625,0.023,0.080,-0.422,0.333,LNC
Company equity multiplier,65.507,19.105,16.122,17.002,20.777,LNC
Receivables turnover,-0.005,0.005,1.027,0.980,0.897,LNC
Payables turnover,0,0,0,0,0,LNC
Inventory turnover,0,0,0,0,0,LNC
Fixed asset turnover,0,0,0,0,0,LNC
Asset turnover,-0.000,0.000,0.048,0.052,0.055,LNC
Operating cash flow per share,23.580,0.806,2.758,-13.389,9.438,LNC
Free cash flow per share,23.580,0.806,2.758,-13.389,9.438,LNC
Cash per share,602.679,647.727,644.346,537.180,468.123,LNC
Payout ratio,0.228,0.227,0.623,0.342,0.176,LNC
Operating cash flow sales ratio,-39.155,1.325,0.031,-0.156,0.118,LNC
Free cash flow operating cash flow ratio,1,1,1,1,1,LNC
Cash flow coverage ratios,0.625,0.023,0.080,-0.422,0.333,LNC
Short term coverage ratios,8.066,0.503,0,-8.953,0,LNC
Capital expenditure coverage ratio,0,0,0,0,0,LNC
Dividend paid and capex coverage ratio,13.010,0.473,1.717,-8.865,6.723,LNC
Dividend payout ratio,0.228,0.227,0.623,0.342,0.176,LNC
Price book value ratio,1.030,0.631,0.429,0.601,0.736,LNC
Price to book ratio,1.030,0.631,0.429,0.601,0.736,LNC
Price to sales ratio,-51.012,112.186,0.559,0.686,0.643,LNC
Price earnings ratio,3.869,9.103,19.520,13.361,6.437,LNC
Price to free cash flows ratio,1.303,84.697,18.241,-4.407,5.436,LNC
Price to operating cash flows ratio,1.303,84.697,18.241,-4.407,5.436,LNC
Price cash flow ratio,1.303,84.697,18.241,-4.407,5.436,LNC
Price earnings to growth ratio,-0.017,0.031,-0.470,-0.303,-0.372,LNC
Price sales ratio,-51.012,112.186,0.559,0.686,0.643,LNC
Dividend yield,0.059,0.025,0.032,0.026,0.027,LNC
Enterprise value multiple,-3.359,8.639,19.778,12.307,49.533,LNC
Price fair value,1.030,0.631,0.429,0.601,0.736,LNC
