,ticker,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Cash and cash equivalents(figures in $M),PG,7214.0,10288.0,16181.0,4239.0
Other short-term investments(figures in $M),PG,0.0,0.0,0.0,6048.0
Total cash(figures in $M),PG,7214.0,10288.0,16181.0,10287.0
Net receivables(figures in $M),PG,5143.0,4725.0,4178.0,4951.0
Inventory(figures in $M),PG,6924.0,5983.0,5498.0,5017.0
Other current assets(figures in $M),PG,2372.0,2095.0,2130.0,2218.0
Total current assets(figures in $M),PG,21653.0,23091.0,27987.0,22473.0
"Gross property, plant and equipment(figures in $M)",PG,46697.0,46698.0,43771.0,43393.0
Accumulated depreciation(figures in $M),PG,-25502.0,-25012.0,-23079.0,-22122.0
"Net property, plant and equipment(figures in $M)",PG,21195.0,21686.0,20692.0,21271.0
Goodwill(figures in $M),PG,39700.0,40924.0,39901.0,40273.0
Intangible assets(figures in $M),PG,23679.0,23642.0,23792.0,24215.0
Other long-term assets(figures in $M),PG,10981.0,9964.0,8328.0,6863.0
Total non-current assets(figures in $M),PG,95555.0,96216.0,92713.0,92622.0
Total assets(figures in $M),PG,117208.0,119307.0,120700.0,115095.0
Current debt(figures in $M),PG,8645.0,8889.0,11183.0,9697.0
Accounts payable(figures in $M),PG,14882.0,13720.0,12071.0,11260.0
Accrued liabilities(figures in $M),PG,9554.0,10523.0,9722.0,9054.0
Other current liabilities(figures in $M),PG,2940.0,3104.0,3105.0,2323.0
Total current liabilities(figures in $M),PG,33081.0,33132.0,32976.0,30011.0
Long-term debt(figures in $M),PG,22848.0,23099.0,23537.0,20395.0
Deferred tax liabilities(figures in $M),PG,6809.0,6153.0,6199.0,6899.0
Other long-term liabilities(figures in $M),PG,7616.0,10269.0,11110.0,10211.0
Total non-current liabilities(figures in $M),PG,37273.0,39521.0,40846.0,37505.0
Total liabilities(figures in $M),PG,70354.0,72653.0,73822.0,67516.0
Common stock(figures in $M),PG,4852.0,4879.0,4906.0,4937.0
Retained earnings(figures in $M),PG,112429.0,106374.0,100239.0,94918.0
Accumulated other comprehensive income(figures in $M),PG,-13105.0,-14750.0,-17245.0,-16082.0
Total stockholders' equity(figures in $M),PG,46854.0,46654.0,46878.0,46989.0
Total liabilities and stockholders' equity(figures in $M),PG,117208.0,119307.0,120700.0,115095.0
