,2022,2021,2020,2019,2018,ticker
Current ratio,5.170,5.455,5.918,6.068,1.069,CB
Quick ratio,5.157,5.446,5.918,6.068,1.037,CB
Cash ratio,0.084,0.071,0.084,0.080,0.012,CB
Days of sales outstanding,260.978,1.309 M,264.385,272.666,293.416,CB
Days of inventory outstanding,0,0,0,0,0,CB
Days of payables outstanding,0,0,0,0,0,CB
Gross profit margin,1,1,1,1,1,CB
Operating profit margin,0.166,1.288 K,0.130,0.170,0.162,CB
Pretax profit margin,0.152,1.227 K,0.116,0.154,0.143,CB
Net profit margin,0.123,1.067 K,0.098,0.130,0.121,CB
Effective tax rate,0.191,0.130,0.151,0.151,0.149,CB
Return on assets,0.027,0.043,0.019,0.025,0.024,CB
Return on equity,0.105,0.143,0.059,0.080,0.079,CB
Return on capital employed,0.041,0.058,0.028,0.037,0.084,CB
Net income per EBT,0.809,0.870,0.849,0.849,0.851,CB
Ebt per ebit,0.920,0.952,0.890,0.905,0.879,CB
Ebit per revenue,0.166,1.288 K,0.130,0.170,0.162,CB
Debt ratio,0.746,0.702,0.688,0.687,0.700,CB
Debt equity ratio,0.294,0.271,0.251,0.269,0.250,CB
Long term debt to capitalization,0.222,0.203,0.201,0.197,0.194,CB
Total debt to capitalization,0.227,0.213,0.201,0.212,0.200,CB
Interest coverage,12.523,20.951,9.066,10.509,8.265,CB
Cash flow to debt ratio,0.756,0.690,0.655,0.427,0.435,CB
Company equity multiplier,3.940,3.350,3.209,3.198,3.335,CB
Receivables turnover,1.399,0.000,1.381,1.339,1.244,CB
Payables turnover,0,0,0,0,0,CB
Inventory turnover,0,0,0,0,0,CB
Fixed asset turnover,0,0,0,0,0,CB
Asset turnover,0.217,0.000,0.189,0.193,0.195,CB
Operating cash flow per share,26.783,26.136,21.667,13.911,11.820,CB
Free cash flow per share,26.783,26.136,21.667,13.911,11.820,CB
Cash per share,219.620,229.534,214.328,200.294,178.446,CB
Payout ratio,0.259,0.164,0.393,0.304,0.337,CB
Operating cash flow sales ratio,0.261,1.394 K,0.272,0.186,0.168,CB
Free cash flow operating cash flow ratio,1,1,1,1,1,CB
Cash flow coverage ratios,0.756,0.690,0.655,0.427,0.435,CB
Short term coverage ratios,23.669,11.160,0,4.882,10.766,CB
Capital expenditure coverage ratio,0,0,0,0,0,CB
Dividend paid and capex coverage ratio,8.177,7.958,7.050,4.684,4.099,CB
Dividend payout ratio,0.259,0.164,0.393,0.304,0.337,CB
Price book value ratio,1.832,1.381,1.169,1.283,1.190,CB
Price to book ratio,1.832,1.381,1.169,1.283,1.190,CB
Price to sales ratio,2.147,10.308 K,1.931,2.076,1.833,CB
Price earnings ratio,17.430,9.657,19.675,15.933,15.117,CB
Price to free cash flows ratio,8.237,7.396,7.104,11.190,10.929,CB
Price to operating cash flows ratio,8.237,7.396,7.104,11.190,10.929,CB
Price cash flow ratio,8.237,7.396,7.104,11.190,10.929,CB
Price earnings to growth ratio,-0.474,0.062,-0.986,1.117,4.306,CB
Price sales ratio,2.147,10.308 K,1.931,2.076,1.833,CB
Dividend yield,0.015,0.017,0.020,0.019,0.022,CB
Enterprise value multiple,14.208,9.152,16.649,13.804,12.638,CB
Price fair value,1.832,1.381,1.169,1.283,1.190,CB
