,2022,2021,2020,2019,2018,ticker
Current ratio,2.378,2.928,3.067,3.374,3.919,GOOG
Quick ratio,2.223,2.800,2.957,3.254,3.765,GOOG
Cash ratio,0.316,0.326,0.466,0.409,0.482,GOOG
Days of sales outstanding,51.953,57.051,62.759,61.997,56.538,GOOG
Days of inventory outstanding,7.722,3.849,3.136,5.072,6.785,GOOG
Operating cycle,59.675,60.901,65.895,67.068,63.323,GOOG
Days of payables outstanding,14.831,19.862,24.076,28.232,26.835,GOOG
Cash conversion cycle,44.844,41.038,41.819,38.836,36.489,GOOG
Gross profit margin,0.554,0.569,0.536,0.556,0.565,GOOG
Operating profit margin,0.265,0.306,0.226,0.211,0.192,GOOG
Pretax profit margin,0.252,0.352,0.263,0.245,0.255,GOOG
Net profit margin,0.212,0.295,0.221,0.212,0.225,GOOG
Effective tax rate,0.159,0.162,0.162,0.133,0.120,GOOG
Return on assets,0.164,0.212,0.126,0.124,0.132,GOOG
Return on equity,0.234,0.302,0.181,0.170,0.173,GOOG
Return on capital employed,0.253,0.267,0.157,0.148,0.133,GOOG
Net income per EBT,0.841,0.838,0.838,0.867,0.880,GOOG
Ebt per ebit,0.953,1.153,1.166,1.158,1.326,GOOG
Ebit per revenue,0.265,0.306,0.226,0.211,0.192,GOOG
Debt ratio,0.299,0.300,0.304,0.270,0.237,GOOG
Debt equity ratio,0.116,0.113,0.120,0.079,0.023,GOOG
Long term debt to capitalization,0.096,0.094,0.101,0.068,0.022,GOOG
Total debt to capitalization,0.104,0.101,0.107,0.073,0.022,GOOG
Interest coverage,209.641,227.497,305.363,342.310,230.886,GOOG
Cash flow to debt ratio,3.083,3.228,2.433,3.415,11.957,GOOG
Company equity multiplier,1.426,1.428,1.436,1.370,1.311,GOOG
Receivables turnover,7.026,6.398,5.816,5.887,6.456,GOOG
Payables turnover,24.611,18.377,15.160,12.929,13.602,GOOG
Inventory turnover,47.267,94.820,116.390,71.968,53.793,GOOG
Fixed asset turnover,2.226,2.330,1.882,1.913,2.291,GOOG
Asset turnover,0.774,0.717,0.571,0.587,0.588,GOOG
Operating cash flow per share,7.004,6.864,4.783,3.936,3.451,GOOG
Free cash flow per share,4.594,5.018,3.146,2.236,1.642,GOOG
Cash per share,8.709,10.458,10.039,8.640,7.851,GOOG
Payout ratio,0,0,0,0,0,GOOG
Operating cash flow sales ratio,0.323,0.356,0.357,0.337,0.351,GOOG
Free cash flow operating cash flow ratio,0.656,0.731,0.658,0.568,0.476,GOOG
Cash flow coverage ratios,3.083,3.228,2.433,3.415,11.957,GOOG
Short term coverage ratios,36.938,41.869,38.444,45.471,0,GOOG
Capital expenditure coverage ratio,-2.906,-3.720,-2.923,-2.315,-1.908,GOOG
Dividend paid and capex coverage ratio,-2.906,-3.720,-2.923,-2.315,-1.908,GOOG
Dividend payout ratio,0,0,0,0,0,GOOG
Price book value ratio,4.525,7.677,5.359,4.597,4.052,GOOG
Price to book ratio,4.525,7.677,5.359,4.597,4.052,GOOG
Price to sales ratio,4.098,7.499,6.534,5.721,5.261,GOOG
Price earnings ratio,19.327,25.409,29.619,26.964,23.419,GOOG
Price to free cash flows ratio,19.315,28.829,27.839,29.898,31.527,GOOG
Price to operating cash flows ratio,12.668,21.079,18.314,16.985,15.005,GOOG
Price cash flow ratio,12.668,21.079,18.314,16.985,15.005,GOOG
Price earnings to growth ratio,-1.000,0.275,1.530,2.207,0.164,GOOG
Price sales ratio,4.098,7.499,6.534,5.721,5.261,GOOG
Dividend yield,0,0,0,0,0,GOOG
Enterprise value multiple,12.828,21.251,21.692,18.667,15.542,GOOG
Price fair value,4.525,7.677,5.359,4.597,4.052,GOOG
