,2022,2021,2020,2019,2018,ticker
Current ratio,0.790,0.740,0.801,0.837,1.195,FIS
Quick ratio,0.393,0.424,0.517,0.530,0.878,FIS
Cash ratio,0.135,0.139,0.158,0.111,0.225,FIS
Days of sales outstanding,105.319,108.550,128.907,153.658,88.487,FIS
Days of inventory outstanding,0,0,0,0,0,FIS
Operating cycle,105.319,108.550,128.907,153.658,88.487,FIS
Days of payables outstanding,113.969,120.405,108.521,131.091,45.027,FIS
Cash conversion cycle,-8.650,-11.855,20.387,22.567,43.461,FIS
Gross profit margin,0.393,0.374,0.335,0.360,0.339,FIS
Operating profit margin,0.114,0.076,0.059,0.094,0.173,FIS
Pretax profit margin,-1.124,0.057,0.021,0.040,0.131,FIS
Net profit margin,-1.150,0.030,0.013,0.029,0.100,FIS
Effective tax rate,-0.023,0.470,0.361,0.242,0.188,FIS
Return on assets,-0.264,0.005,0.002,0.004,0.036,FIS
Return on equity,-0.614,0.009,0.003,0.006,0.083,FIS
Return on capital employed,0.035,0.015,0.010,0.013,0.071,FIS
Net income per EBT,1.023,0.529,0.594,0.722,0.766,FIS
Ebt per ebit,-9.880,0.748,0.361,0.426,0.757,FIS
Ebit per revenue,0.114,0.076,0.059,0.094,0.173,FIS
Debt ratio,0.567,0.427,0.410,0.410,0.570,FIS
Debt equity ratio,0.740,0.430,0.406,0.408,0.880,FIS
Long term debt to capitalization,0.343,0.238,0.244,0.258,0.459,FIS
Total debt to capitalization,0.425,0.301,0.289,0.290,0.468,FIS
Interest coverage,6.011,4.930,2.204,2.875,4.643,FIS
Cash flow to debt ratio,0.196,0.236,0.222,0.119,0.222,FIS
Company equity multiplier,2.325,1.752,1.701,1.695,2.327,FIS
Receivables turnover,3.466,3.362,2.831,2.375,4.125,FIS
Payables turnover,3.203,3.031,3.363,2.784,8.106,FIS
Inventory turnover,0,0,0,0,0,FIS
Fixed asset turnover,16.854,14.623,14.151,11.481,14.349,FIS
Asset turnover,0.230,0.167,0.150,0.123,0.354,FIS
Operating cash flow per share,6.522,7.808,7.176,5.416,6.076,FIS
Free cash flow per share,4.220,5.778,5.352,3.555,4.180,FIS
Cash per share,3.623,3.263,3.165,2.589,2.143,FIS
Payout ratio,-0.068,2.305,5.494,2.201,0.498,FIS
Operating cash flow sales ratio,0.271,0.347,0.354,0.233,0.237,FIS
Free cash flow operating cash flow ratio,0.647,0.740,0.746,0.656,0.688,FIS
Cash flow coverage ratios,0.196,0.236,0.222,0.119,0.222,FIS
Short term coverage ratios,0.664,0.870,1.093,0.813,6.327,FIS
Capital expenditure coverage ratio,-2.834,-3.845,-3.934,-2.911,-3.204,FIS
Dividend paid and capex coverage ratio,-15.631,-16.586,-17.019,-14.012,-9.915,FIS
Dividend payout ratio,-0.068,2.305,5.494,2.201,0.498,FIS
Price book value ratio,1.506,1.420,1.776,1.252,3.293,FIS
Price to book ratio,1.506,1.420,1.776,1.252,3.293,FIS
Price to sales ratio,2.821,4.845,6.976,5.990,3.993,FIS
Price earnings ratio,-2.453,161.238,554.201,207.702,39.759,FIS
Price to free cash flows ratio,16.077,18.892,26.430,39.125,24.534,FIS
Price to operating cash flows ratio,10.404,13.978,19.713,25.683,16.877,FIS
Price cash flow ratio,10.404,13.978,19.713,25.683,16.877,FIS
Price earnings to growth ratio,0.001,0.998,-9.056,-2.806,-1.120,FIS
Price sales ratio,2.821,4.845,6.976,5.990,3.993,FIS
Dividend yield,0.028,0.014,0.010,0.011,0.013,FIS
Enterprise value multiple,10.717,16.395,23.735,24.668,15.035,FIS
Price fair value,1.506,1.420,1.776,1.252,3.293,FIS
