,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),OMC,14289.1,14289.1,14289.4,13171.1,14953.7
Cost of revenue(figures in $M),OMC,11607.9,11607.9,11499.7,10989.2,12194.0
Gross profit(figures in $M),OMC,2681.2,2681.2,2789.7,2181.9,2759.7
Selling general and administrative(figures in $M),OMC,378.5,378.5,379.7,360.5,405.9
Total operating expenses(figures in $M),OMC,597.9,597.9,591.8,583.1,637.4
Operating income or loss(figures in $M),OMC,2083.3,2083.3,2197.9,1598.8,2122.3
Interest expense(figures in $M),OMC,200.5,208.6,236.4,221.8,244.3
Total other income/expenses net(figures in $M),OMC,-3.5,-3.5,9.6,8.1,8.7
Income before tax(figures in $M),OMC,1945.4,1945.4,1988.8,1409.3,1938.3
Income tax expense(figures in $M),OMC,546.8,546.8,488.7,381.7,504.4
Income from continuing operations(figures in $M),OMC,1403.8,1403.8,1507.6,1020.8,1435.9
Net income(figures in $M),OMC,1299.4,1316.5,1407.8,945.4,1339.1
Net income available to common shareholders(figures in $M),OMC,1299.4,1316.5,1407.8,945.4,1339.1
Basic EPS(figures in $M),OMC,,6.4000000000000006e-06,6.570000000000001e-06,4.3799999999999996e-06,6.09e-06
Diluted EPS(figures in $M),OMC,,6.36e-06,6.53e-06,4.3700000000000005e-06,6.06e-06
Basic average shares(figures in $M),OMC,,205.6,214.3,215.6,219.8
Diluted average shares(figures in $M),OMC,,207.0,215.6,216.2,220.9
EBITDA(figures in $M),OMC,,2373.4,2437.3,1853.7,2414.1
