,2022,2021,2020,2019,2018,ticker
Current ratio,2.383,2.633,2.368,1.225,2.328,TRIP
Quick ratio,2.300,2.560,2.277,1.154,2.244,TRIP
Cash ratio,1.916,2.025,1.727,0.733,1.667,TRIP
Days of sales outstanding,50.151,77.289,80.373,42.817,47.913,TRIP
Days of inventory outstanding,0,0,0,0,0,TRIP
Operating cycle,50.151,77.289,80.373,42.817,47.913,TRIP
Days of payables outstanding,122.716,133.176,119.455,42.713,63.663,TRIP
Cash conversion cycle,-72.565,-55.886,-39.082,0.105,-15.749,TRIP
Gross profit margin,0.922,0.918,0.909,0.940,0.947,TRIP
Operating profit margin,0.068,-0.145,-0.472,0.120,0.113,TRIP
Pretax profit margin,0.045,-0.205,-0.611,0.124,0.107,TRIP
Net profit margin,0.013,-0.164,-0.478,0.081,0.070,TRIP
Effective tax rate,0.701,0.200,0.217,0.351,0.347,TRIP
Return on assets,0.008,-0.065,-0.147,0.064,0.052,TRIP
Return on equity,0.023,-0.188,-0.326,0.109,0.077,TRIP
Return on capital employed,0.050,-0.068,-0.165,0.121,0.103,TRIP
Net income per EBT,0.299,0.800,0.783,0.649,0.653,TRIP
Ebt per ebit,0.663,1.412,1.295,1.037,0.945,TRIP
Ebit per revenue,0.068,-0.145,-0.472,0.120,0.113,TRIP
Debt ratio,0.665,0.655,0.550,0.415,0.321,TRIP
Debt equity ratio,1.079,1.208,0.716,0.144,0,TRIP
Long term debt to capitalization,0.514,0.540,0.407,0.109,0,TRIP
Total debt to capitalization,0.519,0.547,0.417,0.126,0,TRIP
Interest coverage,2.295,-2.911,-8.143,26.714,15.250,TRIP
Cash flow to debt ratio,0.431,0.113,-0.306,2.539,0,TRIP
Company equity multiplier,2.984,2.901,2.222,1.709,1.473,TRIP
Receivables turnover,7.278,4.723,4.541,8.525,7.618,TRIP
Payables turnover,2.974,2.741,3.056,8.545,5.733,TRIP
Inventory turnover,0,0,0,0,0,TRIP
Fixed asset turnover,6.751,3.510,2.054,4.535,6.383,TRIP
Asset turnover,0.581,0.394,0.307,0.786,0.745,TRIP
Operating cash flow per share,2.857,0.800,-1.437,3.050,2.935,TRIP
Free cash flow per share,3.257,0.400,-1.844,2.453,2.493,TRIP
Cash per share,7.293,5.356,3.096,2.295,4.855,TRIP
Payout ratio,0,0,0,3.873,0,TRIP
Operating cash flow sales ratio,0.268,0.120,-0.321,0.272,0.251,TRIP
Free cash flow operating cash flow ratio,1.140,0.500,1.284,0.804,0.849,TRIP
Cash flow coverage ratios,0.431,0.113,-0.306,2.539,0,TRIP
Short term coverage ratios,20,4.154,-7.462,16.960,0,TRIP
Capital expenditure coverage ratio,7.143,-2,3.527,-5.108,-6.639,TRIP
Dividend paid and capex coverage ratio,7.143,-2,3.527,1.047,-6.639,TRIP
Dividend payout ratio,0,0,0,3.873,0,TRIP
Price book value ratio,2.924,4.664,4.385,3.637,5.060,TRIP
Price to book ratio,2.924,4.664,4.385,3.637,5.060,TRIP
Price to sales ratio,1.687,4.080,6.433,2.707,4.609,TRIP
Price earnings ratio,125.860,-24.866,-13.444,33.514,65.874,TRIP
Price to free cash flows ratio,5.520,68.150,-15.604,12.384,21.639,TRIP
Price to operating cash flows ratio,6.293,34.075,-20.027,9.959,18.380,TRIP
Price cash flow ratio,6.293,34.075,-20.027,9.959,18.380,TRIP
Price earnings to growth ratio,1.116,-0.512,0.040,3.054,0.096,TRIP
Price sales ratio,1.687,4.080,6.433,2.707,4.609,TRIP
Dividend yield,0,0,0,0.116,0,TRIP
Enterprise value multiple,10.883,-134.831,-24.699,12.449,22.830,TRIP
Price fair value,2.924,4.664,4.385,3.637,5.060,TRIP
