,2022,2021,2020,2019,2018,ticker
Current ratio,3.393,2.482,3.611,3.339,3.077,NUE
Quick ratio,1.951,1.255,2.035,1.621,1.391,NUE
Cash ratio,0.989,0.459,1.004,0.623,0.498,NUE
Days of sales outstanding,31.574,38.557,41.663,34.904,36.483,NUE
Days of inventory outstanding,68.618,86.183,72.730,70.436,80.013,NUE
Operating cycle,100.192,124.739,114.393,105.340,116.496,NUE
Days of payables outstanding,20.755,28.302,29.184,22.030,25.096,NUE
Cash conversion cycle,79.437,96.437,85.209,83.309,91.401,NUE
Gross profit margin,0.301,0.302,0.111,0.119,0.171,NUE
Operating profit margin,0.253,0.258,0.080,0.087,0.137,NUE
Pretax profit margin,0.247,0.252,0.041,0.079,0.129,NUE
Net profit margin,0.183,0.187,0.036,0.056,0.094,NUE
Effective tax rate,0.211,0.226,-0.001,0.231,0.232,NUE
Return on assets,0.234,0.264,0.036,0.069,0.132,NUE
Return on equity,0.413,0.487,0.067,0.123,0.241,NUE
Return on capital employed,0.374,0.456,0.092,0.124,0.227,NUE
Net income per EBT,0.743,0.742,0.863,0.713,0.731,NUE
Ebt per ebit,0.974,0.977,0.521,0.904,0.940,NUE
Ebit per revenue,0.253,0.258,0.080,0.087,0.137,NUE
Debt ratio,0.397,0.434,0.442,0.412,0.431,NUE
Debt equity ratio,0.363,0.406,0.495,0.423,0.438,NUE
Long term debt to capitalization,0.264,0.261,0.328,0.293,0.302,NUE
Total debt to capitalization,0.267,0.289,0.331,0.297,0.305,NUE
Interest coverage,61.785,59.312,10.460,16.233,21.300,NUE
Cash flow to debt ratio,1.505,1.096,0.505,0.641,0.558,NUE
Company equity multiplier,1.764,1.842,1.865,1.771,1.830,NUE
Receivables turnover,11.560,9.467,8.761,10.457,10.005,NUE
Payables turnover,17.586,12.897,12.507,16.568,14.544,NUE
Inventory turnover,5.319,4.235,5.019,5.182,4.562,NUE
Fixed asset turnover,4.317,4.496,2.919,3.656,4.699,NUE
Asset turnover,1.278,1.413,1.001,1.231,1.399,NUE
Operating cash flow per share,38.392,21.302,8.896,9.210,7.579,NUE
Free cash flow per share,30.967,15.757,3.805,4.367,4.469,NUE
Cash per share,18.517,8.950,10.053,6.014,4.429,NUE
Payout ratio,0.070,0.071,0.681,0.387,0.206,NUE
Operating cash flow sales ratio,0.243,0.171,0.134,0.124,0.096,NUE
Free cash flow operating cash flow ratio,0.807,0.740,0.428,0.474,0.590,NUE
Cash flow coverage ratios,1.505,1.096,0.505,0.641,0.558,NUE
Short term coverage ratios,129.689,8.613,39.204,30.634,41.368,NUE
Capital expenditure coverage ratio,-5.171,-3.841,-1.748,-1.902,-2.437,NUE
Dividend paid and capex coverage ratio,-7.122,-5.473,-2.565,-2.852,-4.815,NUE
Dividend payout ratio,0.070,0.071,0.681,0.387,0.206,NUE
Price book value ratio,1.878,2.382,1.495,1.657,1.671,NUE
Price to book ratio,1.878,2.382,1.495,1.657,1.671,NUE
Price to sales ratio,0.833,0.915,0.801,0.760,0.653,NUE
Price earnings ratio,4.546,4.890,22.351,13.506,6.932,NUE
Price to free cash flows ratio,4.256,7.244,13.978,12.887,11.594,NUE
Price to operating cash flows ratio,3.433,5.359,5.979,6.111,6.836,NUE
Price cash flow ratio,3.433,5.359,5.979,6.111,6.836,NUE
Price earnings to growth ratio,0.187,0.006,-0.523,-0.304,0.086,NUE
Price sales ratio,0.833,0.915,0.801,0.760,0.653,NUE
Dividend yield,0.015,0.014,0.030,0.029,0.030,NUE
Enterprise value multiple,3.195,3.569,7.884,7.397,4.826,NUE
Price fair value,1.878,2.382,1.495,1.657,1.671,NUE
