,2022,2021,2020,2019,2018,ticker
Current ratio,2.023,1.546,1.602,1.657,1.869,LEG
Quick ratio,1.024,0.759,0.907,0.905,1.029,LEG
Cash ratio,0.327,0.271,0.347,0.267,0.329,LEG
Days of sales outstanding,47.870,46.879,48.062,45.459,48.866,LEG
Days of inventory outstanding,79.435,89.859,69.589,62.777,68.438,LEG
Operating cycle,127.306,136.738,117.651,108.236,117.304,LEG
Days of payables outstanding,45.377,55.533,59.531,45.690,50.246,LEG
Cash conversion cycle,81.929,81.205,58.120,62.546,67.058,LEG
Gross profit margin,0.190,0.205,0.209,0.221,0.208,LEG
Operating profit margin,0.094,0.117,0.094,0.108,0.104,LEG
Pretax profit margin,0.078,0.103,0.075,0.090,0.090,LEG
Net profit margin,0.060,0.079,0.058,0.070,0.072,LEG
Effective tax rate,0.232,0.229,0.228,0.224,0.204,LEG
Return on assets,0.060,0.076,0.052,0.069,0.090,LEG
Return on equity,0.189,0.244,0.178,0.254,0.264,LEG
Return on capital employed,0.115,0.150,0.107,0.132,0.173,LEG
Net income per EBT,0.768,0.771,0.772,0.776,0.796,LEG
Ebt per ebit,0.832,0.876,0.801,0.838,0.868,LEG
Ebit per revenue,0.094,0.117,0.094,0.108,0.104,LEG
Debt ratio,0.684,0.689,0.708,0.727,0.658,LEG
Debt equity ratio,1.393,1.388,1.485,1.736,1.010,LEG
Long term debt to capitalization,0.576,0.541,0.586,0.625,0.502,LEG
Total debt to capitalization,0.582,0.581,0.598,0.635,0.503,LEG
Interest coverage,5.958,8.065,5.031,6.163,7.276,LEG
Cash flow to debt ratio,0.193,0.119,0.292,0.293,0.377,LEG
Company equity multiplier,3.160,3.219,3.419,3.670,2.923,LEG
Receivables turnover,7.625,7.786,7.594,8.029,7.469,LEG
Payables turnover,8.044,6.573,6.131,7.989,7.264,LEG
Inventory turnover,4.595,4.062,5.245,5.814,5.333,LEG
Fixed asset turnover,5.320,5.207,4.523,4.802,5.861,LEG
Asset turnover,0.992,0.956,0.900,0.987,1.262,LEG
Operating cash flow per share,3.238,1.990,4.441,4.955,3.278,LEG
Free cash flow per share,2.503,1.208,3.953,3.894,2.090,LEG
Cash per share,2.322,2.654,2.571,1.837,1.996,LEG
Payout ratio,0.740,0.542,0.854,0.613,0.633,LEG
Operating cash flow sales ratio,0.086,0.053,0.141,0.141,0.103,LEG
Free cash flow operating cash flow ratio,0.773,0.607,0.890,0.786,0.638,LEG
Cash flow coverage ratios,0.193,0.119,0.292,0.293,0.377,LEG
Short term coverage ratios,7.494,0.786,6.459,7.389,366.917,LEG
Capital expenditure coverage ratio,-4.401,-2.545,-9.103,-4.668,-2.759,LEG
Dividend paid and capex coverage ratio,3.424,2.429,4.147,10.862,12.912,LEG
Dividend payout ratio,0.740,0.542,0.854,0.613,0.633,LEG
Price book value ratio,2.676,3.403,4.324,5.220,4.160,LEG
Price to book ratio,2.676,3.403,4.324,5.220,4.160,LEG
Price to sales ratio,0.854,1.106,1.404,1.442,1.127,LEG
Price earnings ratio,14.180,13.942,24.279,20.527,15.735,LEG
Price to free cash flows ratio,12.879,34.063,11.207,13.054,17.148,LEG
Price to operating cash flows ratio,9.952,20.679,9.976,10.257,10.932,LEG
Price cash flow ratio,9.952,20.679,9.976,10.257,10.932,LEG
Price earnings to growth ratio,-0.615,0.225,-0.912,2.312,2.681,LEG
Price sales ratio,0.854,1.106,1.404,1.442,1.127,LEG
Dividend yield,0.052,0.039,0.035,0.030,0.040,LEG
Enterprise value multiple,9.572,9.621,13.099,12.594,9.832,LEG
Price fair value,2.676,3.403,4.324,5.220,4.160,LEG
