,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),ETN,20752.0,20752.0,19628.0,17858.0,21390.0
Cost of revenue(figures in $M),ETN,13865.0,13865.0,13293.0,12408.0,14338.0
Gross profit(figures in $M),ETN,6887.0,6887.0,6335.0,5450.0,7052.0
Research development(figures in $M),ETN,665.0,665.0,616.0,551.0,606.0
Selling general and administrative(figures in $M),ETN,3227.0,3227.0,3256.0,3075.0,3583.0
Total operating expenses(figures in $M),ETN,3892.0,3892.0,3872.0,3626.0,4189.0
Operating income or loss(figures in $M),ETN,2995.0,2995.0,2463.0,1824.0,2863.0
Interest expense(figures in $M),ETN,144.0,144.0,144.0,149.0,236.0
Total other income/expenses net(figures in $M),ETN,60.0,60.0,577.0,71.0,-36.0
Income before tax(figures in $M),ETN,2911.0,2911.0,2896.0,1746.0,2591.0
Income tax expense(figures in $M),ETN,445.0,445.0,750.0,331.0,378.0
Income from continuing operations(figures in $M),ETN,2466.0,2466.0,2146.0,1415.0,2213.0
Net income(figures in $M),ETN,2462.0,2462.0,2144.0,1410.0,2211.0
Net income available to common shareholders(figures in $M),ETN,2462.0,2462.0,2144.0,1410.0,2211.0
Basic EPS(figures in $M),ETN,,6.17e-06,5.38e-06,3.51e-06,5.28e-06
Diluted EPS(figures in $M),ETN,,6.14e-06,5.34e-06,3.49e-06,5.25e-06
Basic average shares(figures in $M),ETN,,398.7,398.7,402.2,419.0
Diluted average shares(figures in $M),ETN,,400.8,401.6,404.0,420.8
EBITDA(figures in $M),ETN,,3055.0,3040.0,1895.0,2827.0
