,2022,2021,2020,2019,2018,ticker
Current ratio,1.374,1.041,1.549,1.701,1.473,ETN
Quick ratio,0.726,0.536,0.676,0.785,0.834,ETN
Cash ratio,0.046,0.041,0.074,0.072,0.055,ETN
Days of sales outstanding,71.691,61.311,59.355,58.649,65.166,ETN
Days of inventory outstanding,90.296,81.523,62.039,71.406,70.052,ETN
Operating cycle,161.987,142.834,121.394,130.056,135.218,ETN
Days of payables outstanding,81.082,76.800,58.451,53.816,53.577,ETN
Cash conversion cycle,80.905,66.033,62.944,76.240,81.641,ETN
Gross profit margin,0.332,0.323,0.305,0.330,0.328,ETN
Operating profit margin,0.100,0.076,0.048,0.091,0.137,ETN
Pretax profit margin,0.140,0.148,0.098,0.121,0.112,ETN
Net profit margin,0.119,0.109,0.079,0.103,0.099,ETN
Effective tax rate,0.153,0.259,0.190,0.146,0.115,ETN
Return on assets,0.070,0.063,0.044,0.067,0.069,ETN
Return on equity,0.145,0.131,0.094,0.137,0.133,ETN
Return on capital employed,0.072,0.056,0.033,0.070,0.114,ETN
Net income per EBT,0.846,0.740,0.808,0.853,0.885,ETN
Ebt per ebit,1.402,1.929,2.023,1.334,0.817,ETN
Ebit per revenue,0.100,0.076,0.048,0.091,0.137,ETN
Debt ratio,0.513,0.517,0.530,0.508,0.481,ETN
Debt equity ratio,0.535,0.543,0.562,0.538,0.467,ETN
Long term debt to capitalization,0.340,0.304,0.329,0.336,0.296,ETN
Total debt to capitalization,0.349,0.352,0.360,0.350,0.318,ETN
Interest coverage,14.424,10.424,5.792,8.233,10.945,ETN
Cash flow to debt ratio,0.278,0.243,0.351,0.399,0.353,ETN
Company equity multiplier,2.056,2.073,2.132,2.040,1.930,ETN
Receivables turnover,5.091,5.953,6.149,6.223,5.601,ETN
Payables turnover,4.502,4.753,6.245,6.782,6.813,ETN
Inventory turnover,4.042,4.477,5.883,5.112,5.210,ETN
Fixed asset turnover,5.584,5.598,5.265,5.440,6.233,ETN
Asset turnover,0.592,0.577,0.561,0.652,0.695,ETN
Operating cash flow per share,6.353,5.425,7.320,8.236,6.120,ETN
Free cash flow per share,4.853,3.983,6.353,6.835,4.819,ETN
Cash per share,1.392,1.425,2.740,1.411,1.013,ETN
Payout ratio,0.528,0.569,0.833,0.543,0.536,ETN
Operating cash flow sales ratio,0.122,0.110,0.165,0.161,0.123,ETN
Free cash flow operating cash flow ratio,0.764,0.734,0.868,0.830,0.787,ETN
Cash flow coverage ratios,0.278,0.243,0.351,0.399,0.353,ETN
Short term coverage ratios,7.584,1.237,2.809,6.861,3.530,ETN
Capital expenditure coverage ratio,-4.236,-3.762,-7.568,-5.879,-4.704,ETN
Dividend paid and capex coverage ratio,3.613,3.359,3.746,5.621,4.551,ETN
Dividend payout ratio,0.528,0.569,0.833,0.543,0.536,ETN
Price book value ratio,3.673,4.198,3.236,2.468,1.851,ETN
Price to book ratio,3.673,4.198,3.236,2.468,1.851,ETN
Price to sales ratio,3.015,3.510,2.706,1.855,1.380,ETN
Price earnings ratio,25.417,32.138,34.270,17.950,13.902,ETN
Price to free cash flows ratio,32.339,43.390,18.912,13.857,14.247,ETN
Price to operating cash flows ratio,24.704,31.855,16.413,11.500,11.219,ETN
Price cash flow ratio,24.704,31.855,16.413,11.500,11.219,ETN
Price earnings to growth ratio,1.731,0.603,-1.022,2.528,-0.524,ETN
Price sales ratio,3.015,3.510,2.706,1.855,1.380,ETN
Dividend yield,0.021,0.018,0.024,0.030,0.039,ETN
Enterprise value multiple,23.555,31.994,33.612,16.969,10.302,ETN
Price fair value,3.673,4.198,3.236,2.468,1.851,ETN
