,headline,final_score,datetime
0,Could The Market Be Wrong About Adobe Inc. (NASDAQ:ADBE) Given Its Attractive Financial Prospects?,60,2023-05-05 06:00:18
2,Is Trending Stock Adobe Inc. (ADBE) a Buy Now?,90,2023-05-04 06:00:01
3,Interesting ADBE Put And Call Options For June 23rd,60,2023-05-04 03:38:00
4,"Zacks.com featured highlights Microsoft, Adobe, W.W. Grainger and Lincoln Electric",57,2023-05-04 02:09:09
5,Adobe (NASDAQ:ADBE) Stock Down on U.K.`s Probe into $20B Figma Deal,86,2023-05-03 22:09:00
6,Adobe Inc. stock underperforms Thursday when compared to competitors,90,2023-05-03 20:35:00
9,UK opens probe into $20bn bid by Adobe for Figma,86,2023-05-03 09:24:23
11,Adobe's $20 billion Figma buyout deal under UK competition watchdog scanner,57,2023-05-03 06:00:55
12,UPDATE 1-Adobe's $20 bln Figma buyout deal under UK competition watchdog scanner,57,2023-05-03 05:47:22
13,"BRIEF-Adobe Says Continuing To Engage With DOJ, CMA, EC On Figma Deal ",86,2023-05-03 05:33:05
16,IN BRIEF: UK CMA opens investigation into Adobe's planned Figma deal,86,2023-05-03 01:57:00
17,Adobe`s $20 billion deal for Figma draws investigation from UK regulators,57,2023-05-03 01:16:00
20,Adobe exec sells $1.12M in common stock,86,2023-05-02 21:53:00
21,"Adobe Inc. stock falls Wednesday, underperforms market",90,2023-05-02 20:35:00
22,ADBE Crosses Below Key Moving Average Level,60,2023-05-02 20:31:00
23,Why did Adobe stock slip today? UK regulator probes Figma deal,86,2023-05-02 20:26:00
24,U.K.`s CMA launches inquiry into Adobe`s acquisition of Figma,86,2023-05-02 19:50:00
28,"Adobe Inc. stock falls Tuesday, underperforms market",90,2023-05-01 20:35:00
29,Investors Shouldn't Overlook Adobe's (NASDAQ:ADBE) Impressive Returns On Capital,57,2023-05-01 06:00:22
32,"Adobe Inc. stock falls Monday, underperforms market",90,2023-04-30 20:35:00
33,Adobe Systems (ADBE) Outpaces Stock Market Gains: What You Should Know,86,2023-04-28 14:45:09
36,AI Will Drive Adobe's Growth,86,2023-04-28 02:16:02
39,AI Will Drive Adobe`s Growth,86,2023-04-27 20:49:00
40,Adobe Inc. stock outperforms competitors on strong trading day,90,2023-04-27 20:35:00
41,"Noteworthy Friday Option Activity: ADBE, NOW, JBHT",60,2023-04-27 18:51:00
45,Is AI The Adobe Killer?,86,2023-04-27 04:50:11
49,Adobe Inc. stock underperforms Wednesday when compared to competitors,90,2023-04-26 09:34:00
50,Adobe Is 1 of the Best Stocks to Buy When Headed Into a Bull Market,86,2023-04-26 04:17:00
51,Those who invested in Adobe (NASDAQ:ADBE) five years ago are up 65%,86,2023-04-26 04:00:47
52,Adobe's Stock Is Undervalued Right Now. Should You Buy the Dip?,86,2023-04-26 03:58:00
54,Here’s Why Polen Capital Focus Growth Strategy Trimmed Adobe (ADBE),86,2023-04-26 00:15:36
55,Adobe Inc. stock underperforms Tuesday when compared to competitors,90,2023-04-25 09:34:00
57,"Omnicom, Adobe partner for Content Supply Chain solution",86,2023-04-25 01:38:00
59,Adobe Inc. stock underperforms Monday when compared to competitors,90,2023-04-24 09:34:00
62,"At US$378, Is Adobe Inc. (NASDAQ:ADBE) Worth Looking At Closely?",90,2023-04-22 07:00:16
63,Adobe Systems (ADBE) Stock Sinks As Market Gains: What You Should Know,86,2023-04-21 14:45:09
64,"Adobe Inc. stock falls Friday, underperforms market",90,2023-04-21 09:34:00
