,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MA,22237.0,22237.0,18884.0,15301.0,16883.0
Cost of revenue(figures in $M),MA,5263.0,5263.0,4489.0,3787.0,3537.0
Gross profit(figures in $M),MA,16974.0,16974.0,14395.0,11514.0,13346.0
Selling general and administrative(figures in $M),MA,3502.0,8867.0,7982.0,6567.0,6697.0
Total operating expenses(figures in $M),MA,4252.0,9617.0,8708.0,7147.0,7219.0
Operating income or loss(figures in $M),MA,12722.0,12620.0,10176.0,8154.0,9664.0
Interest expense(figures in $M),MA,471.0,471.0,431.0,380.0,224.0
Total other income/expenses net(figures in $M),MA,-519.0,-417.0,562.0,-14.0,291.0
Income before tax(figures in $M),MA,11732.0,11732.0,10307.0,7760.0,9731.0
Income tax expense(figures in $M),MA,1802.0,1802.0,1620.0,1349.0,1613.0
Income from continuing operations(figures in $M),MA,9930.0,9930.0,8687.0,6411.0,8118.0
Net income(figures in $M),MA,9930.0,9930.0,8687.0,6411.0,8118.0
Net income available to common shareholders(figures in $M),MA,9930.0,9930.0,8687.0,6411.0,8118.0
Basic EPS(figures in $M),MA,,1.026e-05,8.789999999999999e-06,6.4000000000000006e-06,7.98e-06
Diluted EPS(figures in $M),MA,,1.022e-05,8.759999999999999e-06,6.37e-06,7.94e-06
Basic average shares(figures in $M),MA,,968.0,988.0,1002.0,1017.0
Diluted average shares(figures in $M),MA,,971.0,992.0,1006.0,1022.0
EBITDA(figures in $M),MA,,12953.0,11464.0,8720.0,10477.0
