,ticker,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Cash and cash equivalents(figures in $M),ROST,4551.876,4922.365,4819.293,1351.205
Total cash(figures in $M),ROST,4551.876,4922.365,4819.293,1351.205
Net receivables(figures in $M),ROST,145.694,119.247,115.067,102.236
Inventory(figures in $M),ROST,2023.495,2262.273,1508.982,1832.339
Total current assets(figures in $M),ROST,6904.719,7473.176,6692.491,3432.828
"Gross property, plant and equipment(figures in $M)",ROST,6279.661,5925.799,5795.315,5707.218
Accumulated depreciation(figures in $M),ROST,-4028.178,-3674.501,-3373.965,-3048.101
"Net property, plant and equipment(figures in $M)",ROST,6279.661,5925.799,5795.315,5707.218
Other long-term assets(figures in $M),ROST,232.083,241.281,230.061,208.321
Total non-current assets(figures in $M),ROST,6511.744,6167.08,6025.376,5915.539
Total assets(figures in $M),ROST,13416.463,13640.256,12717.867,9348.367
Current debt(figures in $M),ROST,0.0,0.0,64.91,0.0
Accounts payable(figures in $M),ROST,2009.924,2372.302,2256.928,1296.482
Taxes payable(figures in $M),ROST,52.075,10.249,54.68,14.425
Accrued liabilities(figures in $M),ROST,918.271,1201.861,992.395,826.546
Total current liabilities(figures in $M),ROST,3636.246,4214.929,3967.033,2701.934
Long-term debt(figures in $M),ROST,2456.51,2452.325,2448.175,312.891
Deferred tax liabilities(figures in $M),ROST,217.059,137.642,121.867,149.679
Other long-term liabilities(figures in $M),ROST,224.104,236.013,268.558,214.086
Total non-current liabilities(figures in $M),ROST,5491.634,5365.277,5460.194,3287.184
Total liabilities(figures in $M),ROST,9127.88,9580.206,9427.227,5989.118
Common stock(figures in $M),ROST,3.428,3.517,3.565,3.568
Retained earnings(figures in $M),ROST,3049.656,2874.898,2185.801,2330.702
Total stockholders' equity(figures in $M),ROST,4288.583,4060.05,3290.64,3359.249
Total liabilities and stockholders' equity(figures in $M),ROST,13416.463,13640.256,12717.867,9348.367
