,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),ROST,18695.829,18695.829,18916.244,12531.565,16039.073
Cost of revenue(figures in $M),ROST,13946.23,13946.23,13708.907,9838.574,11536.187
Gross profit(figures in $M),ROST,4749.599,4749.599,5207.337,2692.991,4502.886
Selling general and administrative(figures in $M),ROST,2759.268,2759.268,2874.469,2503.281,2356.704
Total operating expenses(figures in $M),ROST,2759.268,2759.268,2874.469,2503.281,2356.704
Operating income or loss(figures in $M),ROST,1990.331,1990.331,2332.868,189.71,2146.182
Interest expense(figures in $M),ROST,80.548,2.842,75.161,88.064,9.74
Income before tax(figures in $M),ROST,1987.489,1987.489,2258.54,106.297,2164.288
Income tax expense(figures in $M),ROST,475.448,475.448,535.951,20.915,503.36
Income from continuing operations(figures in $M),ROST,1512.041,1512.041,1722.589,85.382,1660.928
Net income(figures in $M),ROST,1512.041,1512.041,1722.589,85.382,1660.928
Net income available to common shareholders(figures in $M),ROST,1512.041,1512.041,1722.589,85.382,1660.928
Basic EPS(figures in $M),ROST,,,4.9000000000000005e-06,2.4e-07,4.63e-06
Diluted EPS(figures in $M),ROST,,,4.87e-06,2.4e-07,4.6e-06
Basic average shares(figures in $M),ROST,,,351.496,352.392,358.462
Diluted average shares(figures in $M),ROST,,,353.734,354.619,361.182
EBITDA(figures in $M),ROST,,2384.986,2693.532,553.955,2497.074
