,2023,2022,2021,2020,2019,ticker
Current ratio,1.899,1.773,1.687,1.271,1.694,ROST
Quick ratio,1.292,1.196,1.244,0.538,0.751,ROST
Cash ratio,1.252,1.168,1.215,0.500,0.703,ROST
Days of sales outstanding,2.844,2.301,3.351,2.327,2.356,ROST
Days of inventory outstanding,52.959,60.233,55.982,57.974,59.565,ROST
Operating cycle,55.803,62.534,59.333,60.301,61.921,ROST
Days of payables outstanding,52.604,63.163,83.729,41.020,40.055,ROST
Cash conversion cycle,3.200,-0.629,-24.396,19.281,21.866,ROST
Gross profit margin,0.254,0.275,0.215,0.281,0.284,ROST
Operating profit margin,0.106,0.123,0.015,0.134,0.138,ROST
Pretax profit margin,0.106,0.119,0.008,0.135,0.137,ROST
Net profit margin,0.081,0.091,0.007,0.104,0.106,ROST
Effective tax rate,0.239,0.237,0.197,0.233,0.226,ROST
Return on assets,0.113,0.126,0.007,0.178,0.261,ROST
Return on equity,0.353,0.424,0.026,0.494,0.480,ROST
Return on capital employed,0.204,0.248,0.022,0.323,0.509,ROST
Net income per EBT,0.761,0.763,0.803,0.767,0.774,ROST
Ebt per ebit,0.999,0.968,0.560,1.008,0.992,ROST
Ebit per revenue,0.106,0.123,0.015,0.134,0.138,ROST
Debt ratio,0.680,0.702,0.741,0.641,0.456,ROST
Debt equity ratio,1.331,1.385,1.742,1.038,0.095,ROST
Long term debt to capitalization,0.541,0.551,0.606,0.465,0.086,ROST
Total debt to capitalization,0.571,0.581,0.635,0.509,0.086,ROST
Interest coverage,700.328,31.038,2.154,220.347,126.000,ROST
Cash flow to debt ratio,0.296,0.309,0.392,0.623,6.615,ROST
Company equity multiplier,3.128,3.360,3.865,2.783,1.837,ROST
Receivables turnover,128.323,158.631,108.907,156.883,154.931,ROST
Payables turnover,6.939,5.779,4.359,8.898,9.112,ROST
Inventory turnover,6.892,6.060,6.520,6.296,6.128,ROST
Fixed asset turnover,2.977,3.192,2.162,2.810,6.053,ROST
Asset turnover,1.393,1.387,0.985,1.716,2.467,ROST
Operating cash flow per share,4.919,4.947,6.373,6.058,5.593,ROST
Free cash flow per share,3.014,3.360,5.223,4.508,4.473,ROST
Cash per share,13.253,14.004,13.676,3.769,3.824,ROST
Payout ratio,0.285,0.235,1.188,0.223,0.212,ROST
Operating cash flow sales ratio,0.090,0.092,0.179,0.135,0.138,ROST
Free cash flow operating cash flow ratio,0.613,0.679,0.819,0.744,0.800,ROST
Cash flow coverage ratios,0.296,0.309,0.392,0.623,6.615,ROST
Short term coverage ratios,2.575,2.758,3.387,3.847,0,ROST
Capital expenditure coverage ratio,-2.583,-3.117,-5.540,-3.909,-4.993,ROST
Dividend paid and capex coverage ratio,-7.583,-11.386,-7.387,-11.694,-26.942,ROST
Dividend payout ratio,0.285,0.235,1.188,0.223,0.212,ROST
Price book value ratio,9.569,8.291,11.918,11.972,10.254,ROST
Price to book ratio,9.569,8.291,11.918,11.972,10.254,ROST
Price to sales ratio,2.195,1.780,3.130,2.507,2.262,ROST
Price earnings ratio,27.139,19.542,459.321,24.213,21.353,ROST
Price to free cash flows ratio,39.636,28.503,21.308,24.885,20.509,ROST
Price to operating cash flows ratio,24.290,19.359,17.462,18.519,16.402,ROST
Price cash flow ratio,24.290,19.359,17.462,18.519,16.402,ROST
Price earnings to growth ratio,-2.660,0.010,-4.844,3.155,1.062,ROST
Price sales ratio,2.195,1.780,3.130,2.507,2.262,ROST
Dividend yield,0.011,0.012,0.003,0.009,0.010,ROST
Enterprise value multiple,17.690,12.757,72.445,16.961,13.679,ROST
Price fair value,9.569,8.291,11.918,11.972,10.254,ROST
