,2023,2022,2021,2020,2019,ticker
Current ratio,0.821,0.928,0.972,0.795,0.799,WMT
Quick ratio,0.182,0.264,0.262,0.202,0.181,WMT
Cash ratio,0.096,0.169,0.191,0.122,0.100,WMT
Days of sales outstanding,4.737,5.277,4.253,4.378,4.458,WMT
Days of inventory outstanding,44.532,48.080,39.034,41.101,41.937,WMT
Operating cycle,49.268,53.357,43.287,45.479,46.395,WMT
Days of payables outstanding,42.506,47.017,42.674,43.449,44.580,WMT
Cash conversion cycle,6.763,6.340,0.613,2.030,1.814,WMT
Gross profit margin,0.241,0.251,0.248,0.247,0.251,WMT
Operating profit margin,0.033,0.045,0.040,0.039,0.043,WMT
Pretax profit margin,0.028,0.033,0.037,0.038,0.022,WMT
Net profit margin,0.019,0.024,0.024,0.028,0.013,WMT
Effective tax rate,0.336,0.254,0.333,0.244,0.374,WMT
Return on assets,0.048,0.056,0.054,0.063,0.030,WMT
Return on equity,0.152,0.164,0.166,0.199,0.092,WMT
Return on capital employed,0.135,0.165,0.141,0.130,0.155,WMT
Net income per EBT,0.686,0.731,0.657,0.740,0.582,WMT
Ebt per ebit,0.833,0.721,0.912,0.978,0.522,WMT
Ebit per revenue,0.033,0.045,0.040,0.039,0.043,WMT
Debt ratio,0.655,0.625,0.653,0.655,0.637,WMT
Debt equity ratio,0.768,0.689,0.778,0.970,0.800,WMT
Long term debt to capitalization,0.406,0.385,0.416,0.462,0.409,WMT
Total debt to capitalization,0.434,0.408,0.438,0.492,0.445,WMT
Interest coverage,9.600,13.010,9.740,7.914,9.359,WMT
Cash flow to debt ratio,0.494,0.422,0.570,0.349,0.478,WMT
Company equity multiplier,3.174,2.941,3.106,3.167,3.025,WMT
Receivables turnover,77.056,69.173,85.812,83.381,81.873,WMT
Payables turnover,8.587,7.763,8.553,8.401,8.187,WMT
Inventory turnover,8.196,7.591,9.351,8.880,8.704,WMT
Fixed asset turnover,5.127,5.086,5.090,4.124,4.618,WMT
Asset turnover,2.511,2.339,2.214,2.216,2.346,WMT
Operating cash flow per share,10.683,8.661,12.742,8.861,9.475,WMT
Free cash flow per share,4.495,3.967,9.117,5.105,5.944,WMT
Cash per share,3.262,5.287,6.267,3.321,2.636,WMT
Payout ratio,0.523,0.450,0.453,0.406,0.915,WMT
Operating cash flow sales ratio,0.048,0.042,0.065,0.048,0.054,WMT
Free cash flow operating cash flow ratio,0.421,0.458,0.715,0.576,0.627,WMT
Cash flow coverage ratios,0.494,0.422,0.570,0.349,0.478,WMT
Short term coverage ratios,4.407,4.644,6.812,3.065,3.544,WMT
Capital expenditure coverage ratio,-1.726,-1.845,-3.515,-2.359,-2.683,WMT
Dividend paid and capex coverage ratio,-2.709,-3.477,-8.697,-5.423,-6.542,WMT
Dividend payout ratio,0.523,0.450,0.453,0.406,0.915,WMT
Price book value ratio,5.110,4.689,4.850,4.370,3.872,WMT
Price to book ratio,5.110,4.689,4.850,4.370,3.872,WMT
Price to sales ratio,0.641,0.682,0.705,0.623,0.546,WMT
Price earnings ratio,33.553,28.549,29.184,21.927,42.082,WMT
Price to free cash flows ratio,32.008,35.246,15.276,22.426,16.123,WMT
Price to operating cash flows ratio,13.467,16.143,10.930,12.920,10.114,WMT
Price cash flow ratio,13.467,16.143,10.930,12.920,10.114,WMT
Price earnings to growth ratio,-2.695,10.475,-3.385,0.170,-1.371,WMT
Price sales ratio,0.641,0.682,0.705,0.623,0.546,WMT
Dividend yield,0.016,0.016,0.016,0.019,0.022,WMT
Enterprise value multiple,14.688,12.824,12.923,11.550,13.806,WMT
Price fair value,5.110,4.689,4.850,4.370,3.872,WMT
