,ticker,2023,2024,2025,2026,2027
Revenue(In $M),CLX,"7,196","7,400","7,586","7,952","8,214"
Dividend,CLX,4.72,4.92,5.15,0.00,0.00
Dividend Yield (in %),CLX,3.08 %,3.23 %,3.38 %,3.97 %,4.29 %
EPS,CLX,4.44,5.57,6.36,6.77,7.05
P/E Ratio,CLX,39.64,31.60,27.67,25.97,24.97
EBIT(In $M),CLX,856,"1,042","1,163","1,159","1,265"
EBITDA(In $M),CLX,"1,077","1,266","1,385","1,453","1,572"
Net Profit(In $M),CLX,539,682,792,813,895
Net Profit Adjusted(In $M),CLX,551,690,801,873,895
Pre-Tax Profit(In $M),CLX,707,896,"1,030","1,167","1,217"
Net Profit (Adjusted)(In $M),CLX,329,801,991,"1,065","1,171"
EPS (Non-GAAP) ex. SOE(In $),CLX,4.44,5.57,6.36,6.77,7.05
EPS (GAAP)(In $),CLX,1.93,5.13,6.13,6.77,7.05
Gross Income(In $M),CLX,"2,767","3,049","3,281",-,-
Cash Flow from Investing(In $M),CLX,-114,-123,-130,-312,-323
Cash Flow from Operations(In $M),CLX,796,972,"1,070","1,238","1,304"
Cash Flow from Financing(In $M),CLX,-596,-626,-680,-643,-705
Cash Flow per Share(In $),CLX,6.42,8.35,8.93,8.57,9.32
Free Cash Flow(In $M),CLX,606,779,838,927,981
Free Cash Flow per Share(In $),CLX,5.12,5.30,6.19,-,-
Book Value per Share(In $),CLX,1.25,1.24,2.61,1.78,2.38
Net Debt(In $M),CLX,"2,663","2,634","2,512","2,438","2,343"
Research & Development Exp.(In $M),CLX,135,138,142,-,-
Capital Expenditure(In $M),CLX,209,220,226,254,271
"Selling, General & Admin. Exp.(In $M)",CLX,"1,365","1,288","1,355",-,-
Shareholder’s Equity(In $M),CLX,253,198,273,226,303
Total Assets(In $M),CLX,"5,765","5,815","5,955","7,300","7,662"
