,2022,2021,2020,2019,2018,ticker
Current ratio,1.068,1.299,1.315,1.067,1.142,IGT
Quick ratio,0.849,0.780,0.670,0.676,0.794,IGT
Cash ratio,0.308,0.309,0.347,0.269,0.125,IGT
Days of sales outstanding,89.543,80.605,99.131,76.734,101.120,IGT
Days of inventory outstanding,41.742,31.344,31.197,20.130,35.077,IGT
Operating cycle,131.285,111.950,130.327,96.864,136.197,IGT
Days of payables outstanding,106.328,177.276,207.610,139.463,141.744,IGT
Cash conversion cycle,24.957,-65.326,-77.283,-42.599,-5.547,IGT
Gross profit margin,0.474,0.479,0.365,0.387,0.391,IGT
Operating profit margin,0.143,0.221,0.064,0.133,0.134,IGT
Pretax profit margin,0.124,0.129,-0.272,0.060,0.063,IGT
Net profit margin,0.066,0.062,-0.281,0.023,-0.004,IGT
Effective tax rate,0.333,0.518,-0.033,0.608,0.623,IGT
Return on assets,0.027,0.023,-0.067,0.008,-0.002,IGT
Return on equity,0.200,0.199,-1.127,0.059,-0.012,IGT
Return on capital employed,0.071,0.096,0.019,0.057,0.056,IGT
Net income per EBT,0.530,0.482,1.033,0.392,-0.070,IGT
Ebt per ebit,0.871,0.586,-4.235,0.447,0.470,IGT
Ebit per revenue,0.143,0.221,0.064,0.133,0.134,IGT
Debt ratio,0.830,0.826,0.880,0.818,0.798,IGT
Debt equity ratio,4.366,5.303,10.964,4.461,4.464,IGT
Long term debt to capitalization,0.811,0.840,0.913,0.808,0.816,IGT
Total debt to capitalization,0.814,0.841,0.916,0.817,0.817,IGT
Interest coverage,1.984,2.645,0.503,1.553,1.499,IGT
Cash flow to debt ratio,0.165,0.144,0.102,0.131,0.004,IGT
Company equity multiplier,7.494,8.832,16.727,7.266,7.549,IGT
Receivables turnover,4.076,4.528,3.682,4.757,3.610,IGT
Payables turnover,3.433,2.059,1.758,2.617,2.575,IGT
Inventory turnover,8.744,11.645,11.700,18.132,10.406,IGT
Fixed asset turnover,3.392,3.054,2.094,2.665,3.039,IGT
Asset turnover,0.406,0.361,0.240,0.351,0.354,IGT
Operating cash flow per share,4.945,4.772,4.228,5.349,0.145,IGT
Free cash flow per share,3.374,3.611,2.984,3.186,-2.467,IGT
Cash per share,2.923,2.884,4.430,3.244,1.228,IGT
Payout ratio,0.579,0.161,-0.047,1.464,-7.646,IGT
Operating cash flow sales ratio,0.236,0.239,0.278,0.228,0.006,IGT
Free cash flow operating cash flow ratio,0.682,0.757,0.706,0.596,-16.993,IGT
Cash flow coverage ratios,0.165,0.144,0.102,0.131,0.004,IGT
Short term coverage ratios,9.241,18.808,2.202,2.349,0.851,IGT
Capital expenditure coverage ratio,-3.148,-4.109,-3.399,-2.473,-0.056,IGT
Dividend paid and capex coverage ratio,-6.397,-4.964,-4.049,-3.924,-0.080,IGT
Dividend payout ratio,0.579,0.161,-0.047,1.464,-7.646,IGT
Price book value ratio,3.295,4.622,4.465,1.629,1.651,IGT
Price to book ratio,3.295,4.622,4.465,1.629,1.651,IGT
Price to sales ratio,1.084,1.449,1.113,0.639,0.618,IGT
Price earnings ratio,16.465,23.236,-3.962,27.400,-139.847,IGT
Price to free cash flows ratio,6.722,8.007,5.677,4.699,-5.931,IGT
Price to operating cash flows ratio,4.587,6.059,4.006,2.799,100.781,IGT
Price cash flow ratio,4.587,6.059,4.006,2.799,100.781,IGT
Price earnings to growth ratio,1.458,0.180,0.005,0.154,-1.617,IGT
Price sales ratio,1.084,1.449,1.113,0.639,0.618,IGT
Dividend yield,0.035,0.007,0.012,0.053,0.055,IGT
Enterprise value multiple,7.530,7.818,11.341,7.341,8.279,IGT
Price fair value,3.295,4.622,4.465,1.629,1.651,IGT
