,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AON,12479.0,12479.0,12193.0,11066.0,11013.0
Cost of revenue(figures in $M),AON,6477.0,6477.0,6738.0,5905.0,6054.0
Gross profit(figures in $M),AON,6002.0,6002.0,5455.0,5161.0,4959.0
Selling general and administrative(figures in $M),AON,1560.0,2069.0,3039.0,1967.0,2226.0
Total operating expenses(figures in $M),AON,2333.0,2333.0,3365.0,2380.0,2790.0
Operating income or loss(figures in $M),AON,3669.0,3669.0,2090.0,2781.0,2169.0
Interest expense(figures in $M),AON,406.0,406.0,322.0,334.0,307.0
Total other income/expenses net(figures in $M),AON,-125.0,-125.0,152.0,12.0,1.0
Income before tax(figures in $M),AON,3156.0,3156.0,1931.0,2465.0,1871.0
Income tax expense(figures in $M),AON,510.0,510.0,623.0,448.0,297.0
Income from continuing operations(figures in $M),AON,2646.0,2646.0,1308.0,2017.0,1574.0
Net income(figures in $M),AON,2589.0,2589.0,1255.0,1969.0,1532.0
Net income available to common shareholders(figures in $M),AON,2589.0,2589.0,1255.0,1969.0,1532.0
Basic EPS(figures in $M),AON,,,5.59e-06,8.49e-06,6.4199999999999995e-06
Diluted EPS(figures in $M),AON,,,5.55e-06,8.449999999999999e-06,6.37e-06
Basic average shares(figures in $M),AON,,,224.7,231.9,238.6
Diluted average shares(figures in $M),AON,,,226.1,233.1,240.6
EBITDA(figures in $M),AON,,3826.0,2579.0,3212.0,2742.0
