,2022,2021,2020,2019,2018,ticker
Current ratio,1.021,0.998,1.072,1.058,1.081,AON
Quick ratio,0.206,0.206,0.245,0.259,1.044,AON
Cash ratio,0.034,0.029,0.051,0.051,0.049,AON
Days of sales outstanding,88.771,92.620,101.261,103.140,97.774,AON
Days of inventory outstanding,0,0,0,0,0,AON
Days of payables outstanding,1.015 K,898.037,977.001,830.384,0,AON
Gross profit margin,0.481,0.447,0.466,0.450,0,AON
Operating profit margin,0.294,0.171,0.251,0.197,0.143,AON
Pretax profit margin,0.253,0.158,0.223,0.170,0.116,AON
Net profit margin,0.207,0.103,0.178,0.139,0.105,AON
Effective tax rate,0.162,0.323,0.182,0.159,0.117,AON
Return on assets,0.079,0.039,0.061,0.052,0.043,AON
Return on equity,-4.894,1.183,0.563,0.454,0.273,AON
Return on capital employed,0.296,0.163,0.189,0.157,0.118,AON
Net income per EBT,0.820,0.650,0.799,0.819,0.910,AON
Ebt per ebit,0.860,0.924,0.886,0.863,0.807,AON
Ebit per revenue,0.294,0.171,0.251,0.197,0.143,AON
Debt ratio,1.013,0.964,0.888,0.883,0.840,AON
Debt equity ratio,-21.669,9.580,2.468,2.454,1.504,AON
Long term debt to capitalization,1.053,0.895,0.701,0.692,0.591,AON
Total debt to capitalization,1.048,0.905,0.712,0.710,0.601,AON
Interest coverage,9.037,6.491,8.326,7.065,5.554,AON
Cash flow to debt ratio,0.281,0.215,0.323,0.222,0.270,AON
Company equity multiplier,-61.822,30.092,9.186,8.713,6.365,AON
Receivables turnover,4.112,3.941,3.605,3.539,3.733,AON
Payables turnover,0.360,0.406,0.374,0.440,0,AON
Inventory turnover,0,0,0,0,0,AON
Fixed asset turnover,9.928,9.272,7.328,7.105,18.316,AON
Asset turnover,0.382,0.382,0.345,0.375,0.408,AON
Operating cash flow per share,15.205,9.711,12.001,7.691,6.876,AON
Free cash flow per share,14.280,9.101,11.393,6.748,5.897,AON
Cash per share,5.394,3.721,5.140,3.889,44.837,AON
Payout ratio,0.179,0.356,0.209,0.268,0.337,AON
Operating cash flow sales ratio,0.258,0.179,0.251,0.167,0.157,AON
Free cash flow operating cash flow ratio,0.939,0.937,0.949,0.877,0.858,AON
Cash flow coverage ratios,0.281,0.215,0.323,0.222,0.270,AON
Short term coverage ratios,3.406,1.875,6.212,2.577,6.717,AON
Capital expenditure coverage ratio,-16.423,-15.927,-19.738,-8.156,-7.025,AON
Dividend paid and capex coverage ratio,12.056,7.039,10.269,9.919,11.873,AON
Dividend payout ratio,0.179,0.356,0.209,0.268,0.337,AON
Price book value ratio,-120.113,63.653,14.018,14.725,8.586,AON
Price to book ratio,-120.113,63.653,14.018,14.725,8.586,AON
Price to sales ratio,5.092,5.539,4.427,4.513,3.309,AON
Price earnings ratio,24.542,53.813,24.882,32.440,31.431,AON
Price to free cash flows ratio,21.019,33.025,18.544,30.868,24.649,AON
Price to operating cash flows ratio,19.739,30.951,17.605,27.083,21.140,AON
Price cash flow ratio,19.739,30.951,17.605,27.083,21.140,AON
Price earnings to growth ratio,0.207,-1.575,0.772,0.833,-12.415,AON
Price sales ratio,5.092,5.539,4.427,4.513,3.309,AON
Dividend yield,0.007,0.007,0.008,0.008,0.011,AON
Enterprise value multiple,19.423,29.917,17.664,20.857,17.718,AON
Price fair value,-120.113,63.653,14.018,14.725,8.586,AON
