,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),YUM,6842.0,6842.0,6584.0,5652.0,5597.0
Cost of revenue(figures in $M),YUM,3535.0,3535.0,3418.0,2965.0,2783.0
Gross profit(figures in $M),YUM,3307.0,3307.0,3166.0,2687.0,2814.0
Selling general and administrative(figures in $M),YUM,1140.0,1140.0,1060.0,1064.0,917.0
Total operating expenses(figures in $M),YUM,1140.0,1140.0,1060.0,1064.0,917.0
Operating income or loss(figures in $M),YUM,2167.0,2167.0,2106.0,1623.0,1897.0
Interest expense(figures in $M),YUM,527.0,527.0,544.0,543.0,486.0
Total other income/expenses net(figures in $M),YUM,22.0,22.0,112.0,-60.0,-38.0
Income before tax(figures in $M),YUM,1662.0,1662.0,1674.0,1020.0,1373.0
Income tax expense(figures in $M),YUM,337.0,337.0,99.0,116.0,79.0
Income from continuing operations(figures in $M),YUM,1325.0,1325.0,1575.0,904.0,1294.0
Net income(figures in $M),YUM,1325.0,1325.0,1575.0,904.0,1294.0
Net income available to common shareholders(figures in $M),YUM,1325.0,1325.0,1575.0,904.0,1294.0
Basic EPS(figures in $M),YUM,,,5.3e-06,2.99e-06,4.23e-06
Diluted EPS(figures in $M),YUM,,,5.21e-06,2.94e-06,4.139999999999999e-06
Basic average shares(figures in $M),YUM,,,297.0,302.0,306.0
Diluted average shares(figures in $M),YUM,,,302.0,307.0,313.0
EBITDA(figures in $M),YUM,,2335.0,2382.0,1709.0,1971.0
