,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),YUM,367.0,486.0,730.0,605.0
Total cash(figures in $M),YUM,367.0,486.0,730.0,605.0
Net receivables(figures in $M),YUM,648.0,596.0,534.0,584.0
Other current assets(figures in $M),YUM,152.0,138.0,125.0,136.0
Total current assets(figures in $M),YUM,1609.0,1532.0,1689.0,1527.0
"Gross property, plant and equipment(figures in $M)",YUM,2454.0,2477.0,2465.0,2306.0
Accumulated depreciation(figures in $M),YUM,-1283.0,-1270.0,-1230.0,-1136.0
"Net property, plant and equipment(figures in $M)",YUM,1171.0,1207.0,1235.0,1170.0
Equity and other investments(figures in $M),YUM,116.0,118.0,0.0,137.0
Goodwill(figures in $M),YUM,638.0,657.0,597.0,530.0
Intangible assets(figures in $M),YUM,354.0,359.0,343.0,244.0
Other long-term assets(figures in $M),YUM,1324.0,1487.0,1435.0,1313.0
Total non-current assets(figures in $M),YUM,4237.0,4434.0,4163.0,3704.0
Total assets(figures in $M),YUM,5846.0,5966.0,5852.0,5231.0
Current debt(figures in $M),YUM,398.0,68.0,453.0,431.0
Accounts payable(figures in $M),YUM,1251.0,1334.0,1189.0,960.0
Taxes payable(figures in $M),YUM,16.0,13.0,33.0,150.0
Accrued liabilities(figures in $M),YUM,258.0,307.0,196.0,96.0
Other current liabilities(figures in $M),YUM,425.0,420.0,420.0,349.0
Total current liabilities(figures in $M),YUM,1665.0,1415.0,1675.0,1541.0
Long-term debt(figures in $M),YUM,11453.0,11178.0,10272.0,10131.0
Other long-term liabilities(figures in $M),YUM,1604.0,1746.0,1796.0,1575.0
Total non-current liabilities(figures in $M),YUM,13057.0,12924.0,12068.0,11706.0
Total liabilities(figures in $M),YUM,14722.0,14339.0,13743.0,13247.0
Common stock(figures in $M),YUM,0.0,0.0,0.0,0.0
Retained earnings(figures in $M),YUM,-8507.0,-8048.0,-7480.0,-7628.0
Accumulated other comprehensive income(figures in $M),YUM,-369.0,-325.0,-411.0,-388.0
Total stockholders' equity(figures in $M),YUM,-8876.0,-8373.0,-7891.0,-8016.0
Total liabilities and stockholders' equity(figures in $M),YUM,5846.0,5966.0,5852.0,5231.0
