,2022,2021,2020,2019,2018,ticker
Current ratio,1.502,1.915,1.665,1.126,1.509,LH
Quick ratio,1.120,1.599,1.409,0.893,1.218,LH
Cash ratio,0.140,0.529,0.429,0.128,0.227,LH
Days of sales outstanding,74.031,67.433,78.768,63.976,59.977,LH
Days of inventory outstanding,16.372,13.958,17.114,10.758,10.618,LH
Operating cycle,90.403,81.391,95.882,74.734,70.595,LH
Days of payables outstanding,32.521,21.605,25.837,27.798,28.396,LH
Cash conversion cycle,57.882,59.786,70.045,46.936,42.199,LH
Gross profit margin,0.295,0.349,0.354,0.281,0.280,LH
Operating profit margin,0.119,0.202,0.175,0.115,0.117,LH
Pretax profit margin,0.106,0.194,0.159,0.096,0.112,LH
Net profit margin,0.086,0.147,0.111,0.071,0.078,LH
Effective tax rate,0.191,0.239,0.298,0.253,0.303,LH
Return on assets,0.063,0.117,0.078,0.046,0.055,LH
Return on equity,0.127,0.231,0.166,0.109,0.127,LH
Return on capital employed,0.104,0.185,0.144,0.087,0.093,LH
Net income per EBT,0.808,0.760,0.701,0.746,0.697,LH
Ebt per ebit,0.892,0.959,0.907,0.831,0.957,LH
Ebit per revenue,0.119,0.202,0.175,0.115,0.117,LH
Debt ratio,0.499,0.496,0.534,0.580,0.569,LH
Debt equity ratio,0.623,0.617,0.722,0.936,0.862,LH
Long term debt to capitalization,0.365,0.374,0.398,0.461,0.462,LH
Total debt to capitalization,0.384,0.382,0.419,0.483,0.463,LH
Interest coverage,9.839,15.368,11.791,5.526,5.429,LH
Cash flow to debt ratio,0.311,0.490,0.316,0.204,0.217,LH
Company equity multiplier,1.996,1.984,2.144,2.382,2.322,LH
Receivables turnover,4.930,5.413,4.634,5.705,6.086,LH
Payables turnover,11.223,16.895,14.127,13.130,12.854,LH
Inventory turnover,22.294,26.150,21.327,33.928,34.374,LH
Fixed asset turnover,5.032,5.726,5.121,4.424,6.350,LH
Asset turnover,0.738,0.791,0.696,0.641,0.700,LH
Operating cash flow per share,20.226,32.157,21.946,14.757,12.874,LH
Free cash flow per share,15.243,27.396,18.023,10.669,9.128,LH
Cash per share,4.447,15.230,13.575,3.447,4.209,LH
Payout ratio,0.153,0,0,0,0,LH
Operating cash flow sales ratio,0.131,0.193,0.153,0.125,0.115,LH
Free cash flow operating cash flow ratio,0.754,0.852,0.821,0.723,0.709,LH
Cash flow coverage ratios,0.311,0.490,0.316,0.204,0.217,LH
Short term coverage ratios,3.969,15.626,3.711,2.326,72.927,LH
Capital expenditure coverage ratio,-4.059,-6.754,-5.594,-3.610,-3.437,LH
Dividend paid and capex coverage ratio,-6.822,-6.754,-5.594,-3.610,-3.437,LH
Dividend payout ratio,0.153,0,0,0,0,LH
Price book value ratio,2.255,2.958,2.116,2.189,1.838,LH
Price to book ratio,2.255,2.958,2.116,2.189,1.838,LH
Price to sales ratio,1.531,1.885,1.417,1.433,1.131,LH
Price earnings ratio,17.802,12.781,12.728,20.104,14.499,LH
Price to free cash flows ratio,15.448,11.469,11.294,15.856,13.843,LH
Price to operating cash flows ratio,11.642,9.771,9.275,11.464,9.815,LH
Price cash flow ratio,11.642,9.771,9.275,11.464,9.815,LH
Price earnings to growth ratio,-0.415,0.237,0.142,-6.038,-0.488,LH
Price sales ratio,1.531,1.885,1.417,1.433,1.131,LH
Dividend yield,0.009,0,0,0,0,LH
Enterprise value multiple,11.955,8.637,7.123,11.839,8.911,LH
Price fair value,2.255,2.958,2.116,2.189,1.838,LH
