,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),LH,430.0,1472.7,1320.8,337.5
Total cash(figures in $M),LH,430.0,1472.7,1320.8,337.5
Net receivables(figures in $M),LH,2222.0,2261.5,2479.8,1543.9
Inventory(figures in $M),LH,470.6,401.4,423.2,244.7
Other current assets(figures in $M),LH,707.0,478.1,364.8,373.7
Total current assets(figures in $M),LH,4625.0,5330.5,5125.4,2981.2
"Gross property, plant and equipment(figures in $M)",LH,5679.0,5228.6,4932.7,4565.3
Accumulated depreciation(figures in $M),LH,-2722.8,-2413.2,-2203.1,-1928.7
"Net property, plant and equipment(figures in $M)",LH,2956.2,2815.4,2729.6,2611.6
Equity and other investments(figures in $M),LH,65.7,60.9,73.5,84.9
Goodwill(figures in $M),LH,8121.0,7958.9,7751.5,7865.0
Intangible assets(figures in $M),LH,3946.9,3735.5,3961.1,4034.5
Other long-term assets(figures in $M),LH,432.7,462.6,410.0,435.4
Total non-current assets(figures in $M),LH,15530.1,15054.9,14946.3,15040.2
Total assets(figures in $M),LH,20155.1,20385.4,20071.7,18021.4
Current debt(figures in $M),LH,301.3,1.5,376.7,415.2
Accounts payable(figures in $M),LH,934.8,621.3,638.9,632.3
Accrued liabilities(figures in $M),LH,1068.8,1404.1,1357.7,942.4
Deferred revenues(figures in $M),LH,582.1,558.5,506.5,451.0
Total current liabilities(figures in $M),LH,3078.5,2782.9,3078.5,2646.8
Long-term debt(figures in $M),LH,5038.8,5416.5,5419.0,5789.8
Deferred tax liabilities(figures in $M),LH,736.2,763.4,905.4,942.8
Other long-term liabilities(figures in $M),LH,422.8,402.0,526.4,383.2
Total non-current liabilities(figures in $M),LH,6980.0,7329.6,7633.5,7807.6
Total liabilities(figures in $M),LH,10058.5,10112.5,10712.0,10454.4
Common stock(figures in $M),LH,8.1,8.5,9.0,9.0
Retained earnings(figures in $M),LH,10581.7,10456.4,9402.3,7903.6
Accumulated other comprehensive income(figures in $M),LH,-493.2,-192.0,-161.9,-372.4
Total stockholders' equity(figures in $M),LH,10096.6,10272.9,9359.7,7567.0
Total liabilities and stockholders' equity(figures in $M),LH,20155.1,20385.4,20071.7,18021.4
