,2022,2021,2020,2019,2018,ticker
Current ratio,1.472,1.259,1.176,1.068,1.252,CVX
Quick ratio,1.121,0.899,0.771,0.719,0.935,CVX
Cash ratio,0.517,0.211,0.252,0.214,0.344,CVX
Days of sales outstanding,31.675,43.205,44.320,34.774,34.570,CVX
Days of inventory outstanding,18.612,21.448,29.598,19.523,18.263,CVX
Operating cycle,50.287,64.653,73.918,54.297,52.833,CVX
Days of payables outstanding,42.777,55.973,57.100,47.083,44.675,CVX
Cash conversion cycle,7.510,8.680,16.818,7.215,8.158,CVX
Gross profit margin,0.314,0.310,0.259,0.218,0.283,CVX
Operating profit margin,0.213,0.144,-0.072,0.045,0.091,CVX
Pretax profit margin,0.211,0.139,-0.079,0.040,0.129,CVX
Net profit margin,0.150,0.100,-0.059,0.021,0.093,CVX
Effective tax rate,0.283,0.275,0.254,0.486,0.278,CVX
Return on assets,0.138,0.065,-0.023,0.012,0.058,CVX
Return on equity,0.223,0.112,-0.042,0.020,0.096,CVX
Return on capital employed,0.225,0.105,-0.031,0.030,0.064,CVX
Net income per EBT,0.714,0.722,0.746,0.528,0.720,CVX
Ebt per ebit,0.990,0.968,1.103,0.874,1.424,CVX
Ebit per revenue,0.213,0.144,-0.072,0.045,0.091,CVX
Debt ratio,1,0.419,0.451,0.393,0.387,CVX
Debt equity ratio,0.147,0.226,0.337,0.187,0.223,CVX
Long term debt to capitalization,0.118,0.183,0.245,0.141,0.157,CVX
Total debt to capitalization,0.128,0.184,0.252,0.158,0.182,CVX
Interest coverage,97.267,31.392,-9.693,7.937,19.313,CVX
Cash flow to debt ratio,2.125,0.931,0.239,1.012,0.889,CVX
Company equity multiplier,1.618,1.722,1.821,1.646,1.643,CVX
Receivables turnover,11.523,8.448,8.236,10.496,10.558,CVX
Payables turnover,8.533,6.521,6.392,7.752,8.170,CVX
Inventory turnover,19.611,17.018,12.332,18.695,19.985,CVX
Fixed asset turnover,1.642,1.059,0.603,0.929,0.939,CVX
Asset turnover,0.915,0.650,0.394,0.589,0.626,CVX
Operating cash flow per share,26.524,15.240,5.668,14.502,16.135,CVX
Free cash flow per share,20.107,11.013,0.909,7.012,8.867,CVX
Cash per share,9.573,2.962,3.009,3.054,5.452,CVX
Payout ratio,0.310,0.653,-1.744,3.078,0.574,CVX
Operating cash flow sales ratio,0.210,0.188,0.112,0.195,0.193,CVX
Free cash flow operating cash flow ratio,0.758,0.723,0.160,0.484,0.550,CVX
Cash flow coverage ratios,2.125,0.931,0.239,1.012,0.889,CVX
Short term coverage ratios,25.255,114.062,6.848,8.318,5.347,CVX
Capital expenditure coverage ratio,-4.133,-3.605,-1.191,-1.936,-2.220,CVX
Dividend paid and capex coverage ratio,-49.600,13.905,13.250,-5.353,-5.788,CVX
Dividend payout ratio,0.310,0.653,-1.744,3.078,0.574,CVX
Price book value ratio,2.107,1.617,1.199,1.573,1.336,CVX
Price to book ratio,2.107,1.617,1.199,1.573,1.336,CVX
Price to sales ratio,1.424,1.445,1.672,1.622,1.299,CVX
Price earnings ratio,9.464,14.390,-28.398,77.585,13.926,CVX
Price to free cash flows ratio,8.927,10.656,92.896,17.186,12.269,CVX
Price to operating cash flows ratio,6.767,7.700,14.898,8.310,6.743,CVX
Price cash flow ratio,6.767,7.700,14.898,8.310,6.743,CVX
Price earnings to growth ratio,0.071,0.038,0.097,-0.968,0.232,CVX
Price sales ratio,1.424,1.445,1.672,1.622,1.299,CVX
Dividend yield,0.033,0.045,0.061,0.040,0.041,CVX
Enterprise value multiple,5.133,6.225,15.430,6.983,5.689,CVX
Price fair value,2.107,1.617,1.199,1.573,1.336,CVX
