,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CVX,235717.0,235717.0,155606.0,94471.0,139865.0
Cost of revenue(figures in $M),CVX,161735.0,161735.0,107297.0,69996.0,109331.0
Gross profit(figures in $M),CVX,73982.0,73982.0,48309.0,24475.0,30534.0
Selling general and administrative(figures in $M),CVX,4312.0,4312.0,4014.0,4213.0,4143.0
Total operating expenses(figures in $M),CVX,34032.0,34327.0,32817.0,31452.0,30851.0
Operating income or loss(figures in $M),CVX,39950.0,39655.0,15492.0,-6977.0,-317.0
Interest expense(figures in $M),CVX,516.0,516.0,712.0,697.0,798.0
Total other income/expenses net(figures in $M),CVX,10240.0,10535.0,6859.0,221.0,6651.0
Income before tax(figures in $M),CVX,49674.0,49674.0,21639.0,-7453.0,5536.0
Income tax expense(figures in $M),CVX,14066.0,14066.0,5950.0,-1892.0,2691.0
Income from continuing operations(figures in $M),CVX,35608.0,35608.0,15689.0,-5561.0,2845.0
Net income(figures in $M),CVX,35465.0,35465.0,15625.0,-5543.0,2924.0
Net income available to common shareholders(figures in $M),CVX,35465.0,35465.0,15625.0,-5543.0,2924.0
Basic EPS(figures in $M),CVX,,1.836e-05,8.15e-06,-2.96e-06,1.55e-06
Diluted EPS(figures in $M),CVX,,1.828e-05,8.14e-06,-2.96e-06,1.54e-06
Basic average shares(figures in $M),CVX,,1931.486,1915.989,1870.027,1882.499
Diluted average shares(figures in $M),CVX,,1940.277,1920.275,1870.027,1895.126
EBITDA(figures in $M),CVX,,66490.0,40251.0,12744.0,35534.0
