,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),CVS,322467.0,322467.0,292111.0,268706.0,256776.0
Cost of revenue(figures in $M),CVS,268173.0,268173.0,240063.0,219660.0,211248.0
Gross profit(figures in $M),CVS,54294.0,54294.0,52048.0,49046.0,45528.0
Total operating expenses(figures in $M),CVS,38212.0,38212.0,37066.0,35135.0,33541.0
Operating income or loss(figures in $M),CVS,16082.0,16082.0,14982.0,13911.0,11987.0
Interest expense(figures in $M),CVS,2287.0,2287.0,2503.0,2907.0,3035.0
Total other income/expenses net(figures in $M),CVS,-8167.0,-8167.0,-2059.0,-1234.0,45.0
Income before tax(figures in $M),CVS,5628.0,5628.0,10420.0,9770.0,8997.0
Income tax expense(figures in $M),CVS,1463.0,1463.0,2522.0,2569.0,2366.0
Income from continuing operations(figures in $M),CVS,4165.0,4165.0,7898.0,7201.0,6631.0
Net income(figures in $M),CVS,4149.0,4149.0,7910.0,7179.0,6634.0
Net income available to common shareholders(figures in $M),CVS,4149.0,4149.0,7910.0,7179.0,6634.0
Basic EPS(figures in $M),CVS,,3.14e-06,6e-06,5.48e-06,5.0999999999999995e-06
Diluted EPS(figures in $M),CVS,,3.14e-06,5.95e-06,5.46e-06,5.0800000000000005e-06
Basic average shares(figures in $M),CVS,,1312.0,1319.0,1309.0,1301.0
Diluted average shares(figures in $M),CVS,,1323.0,1329.0,1314.0,1305.0
EBITDA(figures in $M),CVS,,12162.0,17435.0,17118.0,16403.0
