,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),CVS,12945.0,9408.0,7854.0,5683.0
Other short-term investments(figures in $M),CVS,2778.0,3117.0,3000.0,2373.0
Total cash(figures in $M),CVS,15723.0,12525.0,10854.0,8056.0
Net receivables(figures in $M),CVS,27276.0,24431.0,21742.0,19617.0
Inventory(figures in $M),CVS,19090.0,17760.0,18496.0,17516.0
Other current assets(figures in $M),CVS,2685.0,5292.0,5277.0,5113.0
Total current assets(figures in $M),CVS,65682.0,60008.0,56369.0,50302.0
"Gross property, plant and equipment(figures in $M)",CVS,30745.0,32018.0,33335.0,32904.0
Accumulated depreciation(figures in $M),CVS,-21483.0,-20654.0,-18700.0,-16890.0
"Net property, plant and equipment(figures in $M)",CVS,30745.0,32018.0,33335.0,32904.0
Equity and other investments(figures in $M),CVS,21096.0,23025.0,20812.0,17314.0
Goodwill(figures in $M),CVS,78150.0,79121.0,79552.0,79749.0
Intangible assets(figures in $M),CVS,24754.0,29026.0,31142.0,33121.0
Other long-term assets(figures in $M),CVS,4620.0,4714.0,4624.0,4600.0
Total non-current assets(figures in $M),CVS,162593.0,172991.0,174346.0,172147.0
Total assets(figures in $M),CVS,228275.0,232999.0,230715.0,222449.0
Current debt(figures in $M),CVS,1778.0,4205.0,5440.0,3781.0
Accounts payable(figures in $M),CVS,14838.0,12544.0,11138.0,10492.0
Accrued liabilities(figures in $M),CVS,18745.0,17670.0,14243.0,12133.0
Other current liabilities(figures in $M),CVS,2868.0,5604.0,5827.0,4821.0
Total current liabilities(figures in $M),CVS,69736.0,67807.0,62017.0,53303.0
Long-term debt(figures in $M),CVS,50476.0,51971.0,59207.0,64699.0
Deferred tax liabilities(figures in $M),CVS,3880.0,6270.0,6794.0,7294.0
Other long-term liabilities(figures in $M),CVS,12840.0,8306.0,9358.0,9598.0
Total non-current liabilities(figures in $M),CVS,87224.0,89811.0,98997.0,104976.0
Total liabilities(figures in $M),CVS,156960.0,157618.0,161014.0,158279.0
Common stock(figures in $M),CVS,48193.0,47377.0,46513.0,45972.0
Retained earnings(figures in $M),CVS,56145.0,54906.0,49640.0,45108.0
Accumulated other comprehensive income(figures in $M),CVS,-1465.0,965.0,1414.0,1019.0
Total stockholders' equity(figures in $M),CVS,71015.0,75075.0,69389.0,63864.0
Total liabilities and stockholders' equity(figures in $M),CVS,228275.0,232999.0,230715.0,222449.0
